$contributor.employer.matched
                                                   (Intercept)    cycle2020
Astria Therapeutics, Inc.                                     -0.281817
Astro Aerospace Ltd.                                          -0.281817
ASTRONICS CORP                                                -0.281817
AstroNova, Inc.                                               -0.281817
ASTROSYSTEMS INC                                              -0.281817
ASTROTECH Corp                                                -0.281817
ASURE SOFTWARE INC                                            -0.281817
ASV HOLDINGS, INC.                                            -0.281817
AT COMM CORP                                                  -0.281817
AT HOME CORP                                                  -0.281817
At Home Group Inc.                                            -0.281817
AT&S HOLDINGS INC                                             -0.281817
AT&T CORP                                                     -0.281817
AT&T Mobility LLC                                             -0.281817
ATA HOLDINGS CORP                                             -0.281817
Atakama Inc.                                                  -0.281817
Atara Biotherapeutics, Inc.                                   -0.281817
ATARI CORP                                                    -0.281817
ATC CAPITAL GROUP LTD                                         -0.281817
ATCORP INC                                                    -0.281817
ATD Corp                                                      -0.281817
Atea Pharmaceuticals, Inc.                                    -0.281817
Aterian, Inc.                                                 -0.281817
Aterra Energy Corporation, Inc.                               -0.281817
ATG GROUP INC                                                 -0.281817
ATG INC                                                       -0.281817
ATHENA DIAGNOSTICS INC                                        -0.281817
ATHENAHEALTH INC                                              -0.281817
Athene Holding Ltd.                                           -0.281817
Athene USA Corp                                               -0.281817
Athenex, Inc.                                                 -0.281817
ATHERTON CAPITAL INC                                          -0.281817
ATI INC                                                       -0.281817
ATI Physical Therapy, Inc.                                    -0.281817
ATI TECHNOLOGIES INC                                          -0.281817
Atkore Inc.                                                   -0.281817
Atkore International, Inc.                                    -0.281817
ATL PRODUCTS INC                                              -0.281817
ATLANTA GAS LIGHT CO                                          -0.281817
ATLANTIC AMERICAN CORP                                        -0.281817
ATLANTIC CITY ELECTRIC CO                                     -0.281817
ATLANTIC COASTAL PROPERTIES, INC.                             -0.281817
ATLANTIC DATA SERVICES INC                                    -0.281817
ATLANTIC INDUSTRIES INC /CO/                                  -0.281817
ATLANTIC POWER CORP                                           -0.281817
Atlantic Union Bankshares Corp                                -0.281817
ATLANTICA INC                                                 -0.281817
Atlanticus Holdings Corp                                      -0.281817
ATLANTIS GROUP INC                                            -0.281817
ATLAS AIR INC                                                 -0.281817
ATLAS AIR WORLDWIDE HOLDINGS INC                              -0.281817
Atlas Corp.                                                   -0.281817
Atlas Energy Solutions Inc.                                   -0.281817
ATLAS ENVIRONMENTAL INC                                       -0.281817
Atlas Financial Holdings, Inc.                                -0.281817
ATLAS MARKETING CO INC                                        -0.281817
ATLAS TECHNICAL CONSULTANTS, INC.                             -0.281817
Atlassian Corp                                                -0.281817
ATMEL CORP                                                    -0.281817
ATMI INC                                                      -0.281817
ATMOS ENERGY CORP                                             -0.281817
Atmus Filtration Technologies Inc.                            -0.281817
ATN International, Inc.                                       -0.281817
ATNA RESOURCES LTD                                            -0.281817
AtomBeam Technologies Inc.                                    -0.281817
Atomera Inc                                                   -0.281817
Atotech Ltd                                                   -0.281817
ATP OIL & GAS CORP                                            -0.281817
Atreca, Inc.                                                  -0.281817
AtriCure, Inc.                                                -0.281817
ATRION CORP                                                   -0.281817
ATRIX INTERNATIONAL INC                                       -0.281817
ATS CORP                                                      -0.281817
ATS MEDICAL INC                                               -0.281817
ATTACHMATE CORP                                               -0.281817
Attis Industries Inc.                                         -0.281817
Attovia Therapeutics, Inc.                                    -0.281817
ATTUNITY LTD                                                  -0.281817
ATWOOD INDUSTRIES INC                                         -0.281817
ATWOOD OCEANICS INC                                           -0.281817
aTYR PHARMA INC                                               -0.281817
AUDACY, INC.                                                  -0.281817
Audentes Therapeutics, Inc.                                   -0.281817
AUDIBLE INC                                                   -0.281817
AUDIENCE INC                                                  -0.281817
AUDIO VISUAL SERVICES CORP                                    -0.281817
AUDIOCODES LTD                                                -0.281817
AUDIOEYE INC                                                  -0.281817
Augmedix, Inc.                                                -0.281817
AULT INC                                                      -0.281817
Aura Biosciences, Inc.                                        -0.281817
AURI INC                                                      -0.281817
Aurinia Pharmaceuticals Inc.                                  -0.281817
Aurion Biotech, Inc.                                          -0.281817
AURORA CAPITAL CORP                                           -0.281817
Aurora Diagnostics, Inc.                                      -0.281817
AURORA ENERGY LTD                                             -0.281817
Aurora Innovation, Inc.                                       -0.281817
Aurum, Inc.                                                   -0.281817
Ausam Energy Corp                                             -0.281817
AUSTAL LTD                                                    -0.281817
AUSTRALIA & NEW ZEALAND BANKING GROUP LTD                     -0.281817
Australis Aquaculture Ltd                                     -0.281817
Authentic Brands Group Inc.                                   -0.281817
Autodesk, Inc.                                                -0.281817
AutoGenomics, Inc.                                            -0.281817
AUTOLIV INC                                                   -0.281817
AUTOMATIC DATA PROCESSING INC                                 -0.281817
AUTONATION, INC.                                              -0.281817
Autonomix Medical, Inc.                                       -0.281817
Autopart International,Inc.                                   -0.281817
AUTOTRADER COM INC                                            -0.281817
AutoTrader Group, Inc.                                        -0.281817
AutoWeb, Inc.                                                 -0.281817
AUTOZONE INC                                                  -0.281817
AUXILIUM PHARMACEUTICALS INC                                  -0.281817
AV Homes, Inc.                                                -0.281817
AVADIM HEALTH, INC.                                           -0.281817
Avago Technologies LTD                                        -0.281817
AVALANCHE INTERNATIONAL, CORP.                                -0.281817
AVALARA, INC.                                                 -0.281817
AVALON CORP                                                   -0.281817
AVALON HOLDINGS CORP                                          -0.281817
AVALON PROPERTIES INC                                         -0.281817
AVALONBAY COMMUNITIES INC                                     -0.281817
Avalyn Pharma Inc.                                            -0.281817
Avanade Inc.                                                  -0.281817
Avangrid, Inc.                                                -0.281817
AVANIR PHARMACEUTICALS, INC.                                  -0.281817
AVANOS MEDICAL, INC.                                          -0.281817
AVANT CORP                                                    -0.281817
AVANTAX, INC.                                                 -0.281817
Avantor, Inc.                                                 -0.281817
AVATAR SYSTEMS INC                                            -0.281817
Avaya Holdings Corp.                                          -0.281817
AVAYA INC                                                     -0.281817
AVEDRO INC                                                    -0.281817
AVENTIS INC                                                   -0.281817
AVENUE GROUP INC                                              -0.281817
AVEO PHARMACEUTICALS, INC.                                    -0.281817
AvePoint, Inc.                                                -0.281817
Avery Dennison Corp                                           -0.281817
AVESIS INC                                                    -0.281817
AveXis, Inc.                                                  -0.281817
AVIALL INC                                                    -0.281817
AVIAT NETWORKS, INC.                                          -0.281817
Aviation Mining Solutions, Inc.                               -0.281817
Aviation Technologies, Inc.                                   -0.281817
Avid Bioservices, Inc.                                        -0.281817
AVID TECHNOLOGY, INC.                                         -0.281817
Avidity Biosciences, Inc.                                     -0.281817
AVIENT CORP                                                   -0.281817
Avinger Inc                                                   -0.281817
AVINTIV Inc.                                                  -0.281817
Avionic Instruments LLC                                       -0.281817
Avis Budget Car Rental, LLC                                   -0.281817
AVIS BUDGET GROUP, INC.                                       -0.281817
AVISTA CORP                                                   -0.281817
AVITA Medical, Inc.                                           -0.281817
AVIVA PLC                                                     -0.281817
AVNET INC                                                     -0.281817
AVOCA INC                                                     -0.281817
AVOCENT CORP                                                  -0.281817
AVON CAPITAL CORP                                             -0.281817
AVON PRODUCTS INC                                             -0.281817
AVONDALE INC                                                  -0.281817
AVP INC                                                       -0.281817
AVT, Inc.                                                     -0.281817
AvtechTyee, Inc.                                              -0.281817
AVX Corp                                                      -0.281817
AWG LTD                                                       -0.281817
AXA FINANCIAL INC                                             -0.281817
Axalta Coating Systems Ltd.                                   -0.281817
AXCELIS TECHNOLOGIES INC                                      -0.281817
Axcella Health Inc.                                           -0.281817
AXIA INC                                                      -0.281817
AXIOM CORP.                                                   -0.281817
AXIS CAPITAL HOLDINGS LTD                                     -0.281817
Axogen, Inc.                                                  -0.281817
AXON ENTERPRISE, INC.                                         -0.281817
Axonics, Inc.                                                 -0.281817
Axos Financial, Inc.                                          -0.281817
Axsome Therapeutics, Inc.                                     -0.281817
AXT INC                                                       -0.281817
AXXEXS CAPITAL INC                                            -0.281817
Ayala Pharmaceuticals, Inc.                                   -0.281817
Ayr Wellness Inc.                                             -0.281817
AYTU BIOPHARMA, INC                                           -0.281817
AZAZ Capital Corp.                                            -0.281817
AZEK Co Inc.                                                  -0.281817
Azenta, Inc.                                                  -0.281817
Azitra, Inc.                                                  -0.281817
AZTEC OIL & GAS, INC.                                         -0.281817
AZTECH INTERNATIONAL LTD                                      -0.281817
AZTEK INC                                                     -0.281817
AZZ INC                                                       -0.281817
B & B B, Inc.                                                 -0.281817
B COMMUNICATIONS LTD                                          -0.281817
B Management, Inc.                                            -0.281817
B/E AEROSPACE INC                                             -0.281817
B&G Foods, Inc.                                               -0.281817
B2GOLD CORP                                                   -0.281817
BA MERCHANT SERVICES INC                                      -0.281817
BAB HOLDINGS INC                                              -0.281817
BAB, INC.                                                     -0.281817
Babcock & Wilcox Enterprises, Inc.                            -0.281817
Babylon Ltd                                                   -0.281817
BACK YARD BURGERS INC                                         -0.281817
Backblaze, Inc.                                               -0.281817
BACTERIN INTERNATIONAL, INC.                                  -0.281817
Bactolac Pharmaceutical, Inc.                                 -0.281817
BADGER METER INC                                              -0.281817
BADGER STATE ETHANOL LLC                                      -0.281817
Baidu, Inc.                                                   -0.281817
BAILEY CORP                                                   -0.281817
BAKBONE SOFTWARE INC                                          -0.281817
BAKER & TAYLOR CORP                                           -0.281817
Baker Hughes Co                                               -0.281817
BAKERS SUPERMARKETS INC                                       -0.281817
Bakkt, Inc.                                                   -0.281817
Balance Labs, Inc.                                            -0.281817
BALANCED CARE CORP                                            -0.281817
BALCHEM CORP                                                  -0.281817
BALDOR ELECTRIC CO                                            -0.281817
BALDWIN TECHNOLOGY CO INC                                     -0.281817
BALL Corp                                                     -0.281817
Ballard Power Systems, Inc.                                   -0.281817
BALLY TECHNOLOGIES, INC.                                      -0.281817
BALLY, CORP.                                                  -0.281817
BALTEK CORP                                                   -0.281817
BALTIMORE GAS & ELECTRIC CO                                   -0.281817
BANC OF CALIFORNIA, INC.                                      -0.281817
Banco Santander, S.A.                                         -0.281817
Bancorp, Inc.                                                 -0.281817
BANCORPSOUTH INC                                              -0.281817
BANCTEC INC                                                   -0.281817
BANDAG INC                                                    -0.281817
BANDAI CO LTD                                                 -0.281817
Bandwidth Inc.                                                -0.281817
Bang Holdings Corp.                                           -0.281817
Bank First Corp                                               -0.281817
BANK HAPOALIM BM                                              -0.281817
BANK HOLDING CO                                               -0.281817
BANK HOLDINGS                                                 -0.281817
BANK MUTUAL CORP                                              -0.281817
Bank of Communications Co Ltd                                 -0.281817
BANK OF GRANITE CORP                                          -0.281817
BANK OF HAWAII CORP                                           -0.281817
BANK OF NEW ENGLAND CORP                                      -0.281817
BANK OF NEW HAMPSHIRE CORP                                    -0.281817
BANK OF NEW YORK CO INC                                       -0.281817
Bank of New York Mellon Corp                                  -0.281817
BANK OF NOVA SCOTIA                                           -0.281817
BANK OF SOUTH CAROLINA CORP                                   -0.281817
BANK OF THE OZARKS INC                                        -0.281817
BANK ONE CORP                                                 -0.281817
BANK PLUS CORP                                                -0.281817
BANK SOUTH CORP                                               -0.281817
BANK UNITED CORP                                              -0.281817
Bank7 Corp.                                                   -0.281817
BANKAMERICA CORP                                              -0.281817
BANKERS CORP                                                  -0.281817
BANKERS TRUST CORP                                            -0.281817
BankFinancial CORP                                            -0.281817
BANKFIRST CORP                                                -0.281817
BANKRATE INC                                                  -0.281817
BankUnited, Inc.                                              -0.281817
Bankwell Financial Group, Inc.                                -0.281817
Banneker, Inc                                                 -0.281817
BANNER CORP                                                   -0.281817
BANTA CORP                                                    -0.281817
BANYAN CORP                                                   -0.281817
BAR HARBOR BANKSHARES                                         -0.281817
BARBEQUES GALORE LTD                                          -0.281817
Barclays Bank Delaware                                        -0.281817
BARCLAYS BANK PLC                                             -0.281817
BARCLAYS PLC                                                  -0.281817
BARE ESCENTUALS INC                                           -0.281817
Bark, Inc.                                                    -0.281817
Barnes & Noble Education, Inc.                                -0.281817
BARNES & NOBLE INC                                            -0.281817
BARNES GROUP INC                                              -0.281817
BARNESANDNOBLE COM INC                                        -0.281817
BARNETT INC                                                   -0.281817
BARNEYS INC                                                   -0.281817
BARNEYS NEW YORK INC                                          -0.281817
BARRACUDA NETWORKS INC                                        -0.281817
BARRETT BUSINESS SERVICES INC                                 -0.281817
BARRICK GOLD INC                                              -0.281817
BARRICK MINING CORP                                           -0.281817
BARRISTER GLOBAL SERVICES NETWORK INC                         -0.281817
Barzel Industries Inc.                                        -0.281817
Baseline Energy, Inc.                                         -0.281817
BASELINE INC                                                  -0.281817
BASIC ENERGY SERVICES, INC.                                   -0.281817
Basil Street Cafe, Inc.                                       -0.281817
BASIN ELECTRIC POWER COOPERATIVE                              -0.281817
BASSET ENTERPRISES INC                                        -0.281817
BASSETT FURNITURE INDUSTRIES INC                              -0.281817
Bath & Body Works, Inc.                                       -0.281817
BATH IRON WORKS CORP//                                        -0.281817
BATS Global Markets, Inc.                                     -0.281817
BATTALION OIL CORP                                            -0.281817
Baudax Bio, Inc.                                              -0.281817
BAUSCH & LOMB INC                                             -0.281817
Bausch Health Companies Inc.                                  -0.281817
Baxalta Inc                                                   -0.281817
BAXTER INTERNATIONAL INC                                      -0.281817
BayCom Corp                                                   -0.281817
BAYCORP HOLDINGS LTD                                          -0.281817
BAYOU CITY EXPLORATION, INC.                                  -0.281817
BAYTEX ENERGY LTD                                             -0.281817
Bazaarvoice Inc                                               -0.281817
BBHC, INC.                                                    -0.281817
BBN CORP                                                      -0.281817
BBQ HOLDINGS, INC.                                            -0.281817
BBX CAPITAL CORP                                              -0.281817
BCAP LLC                                                      -0.281817
BCDC CORP                                                     -0.281817
BCE INC                                                       -0.281817
BCS Holdings, LLC                                             -0.281817
BCT INTERNATIONAL INC /                                       -0.281817
BE INC                                                        -0.281817
BE INDUSTRIES INC.                                            -0.281817
BE Resources Inc.                                             -0.281817
BEA SYSTEMS INC                                               -0.281817
Beachbody Company, Inc.                                       -0.281817
BEACON CAPITAL PARTNERS INC                                   -0.281817
Beacon Financial Corp                                         -0.281817
BEACON POWER CORP                                             -0.281817
BEACON PROPERTIES CORP                                        -0.281817
Beam Global                                                   -0.281817
Beam Suntory Inc.                                             -0.281817
Beam Therapeutics Inc.                                        -0.281817
BEAMZ INTERACTIVE INC                                         -0.281817
BEARINGPOINT INC                                              -0.281817
BEASLEY BROADCAST GROUP INC                                   -0.281817
BEAUTICONTROL INC                                             -0.281817
BEAZER HOMES USA INC                                          -0.281817
Beazer Homes, LLC                                             -0.281817
bebe stores, inc.                                             -0.281817
BECKMAN COULTER INC                                           -0.281817
BECTON DICKINSON & CO                                         -0.281817
BED BATH & BEYOND, INC.                                       -0.281817
BEI TECHNOLOGIES INC                                          -0.281817
BELDEN INC.                                                   -0.281817
BELITE BIO, INC                                               -0.281817
BELK INC                                                      -0.281817
BELL & HOWELL CO //                                           -0.281817
BELL CANADA                                                   -0.281817
BELL SPORTS CORP                                              -0.281817
Bellerophon Therapeutics, Inc.                                -0.281817
BELLICUM PHARMACEUTICALS, INC                                 -0.281817
BELLSOUTH CORP                                                -0.281817
BELLSOUTH TELECOMMUNICATIONS INC                              -0.281817
BELLUS Health Inc.                                            -0.281817
BELLWEATHER CORP                                              -0.281817
Belmond Ltd.                                                  -0.281817
BELMONT HOMES INC                                             -0.281817
BELO CORP                                                     -0.281817
BEN & JERRYS HOMEMADE INC                                     -0.281817
BENCHMARK ELECTRONICS INC                                     -0.281817
BeneChill, Inc.                                               -0.281817
BENEFICIAL CORP                                               -0.281817
Beneficient                                                   -0.281817
Benefitfocus, Inc.                                            -0.281817
Benefytt Technologies, Inc.                                   -0.281817
BENIHANA INC                                                  -0.281817
BENIHANA NATIONAL CORP                                        -0.281817
BENNETT ENVIRONMENTAL INC                                     -0.281817
Benson Hill, Inc.                                             -0.281817
BENTHOS INC                                                   -0.281817
BENTLEY SYSTEMS INC                                           -0.281817
BERKEL INC                                                    -0.281817
Berkshire Grey, Inc.                                          -0.281817
BERKSHIRE HATHAWAY ENERGY CO                                  -0.281817
BERKSHIRE HATHAWAY INC                                        -0.281817
BERLITZ INTERNATIONAL INC                                     -0.281817
BERMAN CENTER, INC.                                           -0.281817
Berry Corp (bry)                                              -0.281817
Berry Global, Inc.                                            -0.281817
Berry Petroleum Company, LLC                                  -0.281817
BERRY PLASTICS CORP                                           -0.281817
BERTUCCIS INC                                                 -0.281817
BESICORP LTD                                                  -0.281817
BEST BUY CO INC                                               -0.281817
BEST COLLATERAL INC                                           -0.281817
BEST Inc.                                                     -0.281817
BEST SOFTWARE INC                                             -0.281817
BEST WESTERN INTERNATIONAL, INC.                              -0.281817
BESTFOODS                                                     -0.281817
BESTOP INC                                                    -0.281817
BESTWAY INC                                                   -0.281817
Beta Bionics, Inc.                                            -0.281817
BETA Technologies, Inc.                                       -0.281817
BETHLEHEM CORP                                                -0.281817
BETTER BEING CO., LLC                                         -0.281817
Better Therapeutics, Inc.                                     -0.281817
Beyond Air, Inc.                                              -0.281817
BEYOND MEAT, INC.                                             -0.281817
BF ENTERPRISES INC                                            -0.281817
BFC CONSTRUCTION CORP                                         -0.281817
BFS Capital Inc.                                              -0.281817
BG GROUP PLC                                                  -0.281817
BG Medicine, Inc.                                             -0.281817
BGC Partners, Inc.                                            -0.281817
BGF INDUSTRIES INC                                            -0.281817
BGI INC                                                       -0.281817
BGM Group Ltd.                                                -0.281817
BGSF, INC.                                                    -0.281817
BHC HOLDINGS, INC                                             -0.281817
BHC INC                                                       -0.281817
BI INC                                                        -0.281817
BIC CORP                                                      -0.281817
Bicara Therapeutics Inc.                                      -0.281817
BICYCLE THERAPEUTICS PLC                                      -0.281817
BIG 5 SPORTING GOODS Corp                                     -0.281817
BIG HEART PET BRANDS                                          -0.281817
BIG O TIRES INC                                               -0.281817
Biglari Holdings Inc.                                         -0.281817
BILL BARRETT CORP                                             -0.281817
BILL Holdings, Inc.                                           -0.281817
Billerud Americas Corp                                        -0.281817
BillionToOne, Inc.                                            -0.281817
BIO KEY INTERNATIONAL INC                                     -0.281817
BIO ONE CORP                                                  -0.281817
BIO REFERENCE LABORATORIES INC                                -0.281817
BIO-PATH HOLDINGS, INC.                                       -0.281817
BIO-RAD LABORATORIES, INC.                                    -0.281817
BIO-TECHNE Corp                                               -0.281817
bioAffinity Technologies, Inc.                                -0.281817
BioAge Labs, Inc.                                             -0.281817
BioAtla, Inc.                                                 -0.281817
BioCardia, Inc.                                               -0.281817
BIOCEPT INC                                                   -0.281817
BIOCLINICA INC                                                -0.281817
BIOCRYST PHARMACEUTICALS INC                                  -0.281817
BIODESIX INC                                                  -0.281817
BIODIESEL INDUSTRIES INC                                      -0.281817
Biofrontera Inc.                                              -0.281817
BIOGEN INC.                                                   -0.281817
Biohaven Ltd.                                                 -0.281817
BioHorizons, Inc.                                             -0.281817
BIOLASE, INC                                                  -0.281817
BIOLIFE SOLUTIONS INC                                         -0.281817
Biolog, Inc                                                   -0.281817
BIOMARIN PHARMACEUTICAL INC                                   -0.281817
BIOMATRIX INC                                                 -0.281817
Biomea Fusion, Inc.                                           -0.281817
BioMed Realty Trust Inc                                       -0.281817
BIOMERICA INC                                                 -0.281817
BIOMET INC                                                    -0.281817
Bionano Genomics, Inc.                                        -0.281817
BIOQUAL INC                                                   -0.281817
BIOQUEST CORP.                                                -0.281817
BIORA THERAPEUTICS, INC.                                      -0.281817
BIORELIANCE CORP                                              -0.281817
BIOSAFE SYSTEMS INC                                           -0.281817
BIOSONICS INC                                                 -0.281817
BIOSPECIFICS TECHNOLOGIES CORP                                -0.281817
BioStem Technologies, Inc.                                    -0.281817
biote Corp.                                                   -0.281817
BIOTEL INC.                                                   -0.281817
BIOTELEMETRY, INC.                                            -0.281817
Biotie Therapies Corp.                                        -0.281817
BIOVENTRIX, INC.                                              -0.281817
Bioventus Inc.                                                -0.281817
Bioverativ Inc.                                               -0.281817
BIOVIE INC.                                                   -0.281817
BioXcel LLC                                                   -0.281817
BioXcel Therapeutics, Inc.                                    -0.281817
BIRD CORP                                                     -0.281817
BIRDS EYE FOODS INC                                           -0.281817
Bit Digital, Inc                                              -0.281817
BITECH PHARMA, INC.                                           -0.281817
Bitstream Inc.                                                -0.281817
BIW LTD                                                       -0.281817
BJ SERVICES CO LLC                                            -0.281817
BJs RESTAURANTS INC                                           -0.281817
BJS WHOLESALE CLUB INC                                        -0.281817
BK ENTERTAINMENT INC                                          -0.281817
BK Technologies Corp                                          -0.281817
BKV Corp                                                      -0.281817
BLACK & DECKER CORP                                           -0.281817
BLACK BOX CORP                                                -0.281817
Black Diamond Therapeutics, Inc.                              -0.281817
Black Knight, Inc.                                            -0.281817
Black Rock Coffee Bar, Inc.                                   -0.281817
BLACKBAUD INC                                                 -0.281817
BLACKBERRY Ltd                                                -0.281817
BLACKBOARD INC                                                -0.281817
BLACKLINE, INC.                                               -0.281817
BlackRock, Inc.                                               -0.281817
Blackstone Inc.                                               -0.281817
Blackwater Midstream Corp.                                    -0.281817
BLAIR CORP                                                    -0.281817
Blaize, Inc.                                                  -0.281817
BLC FINANCIAL SERVICES INC                                    -0.281817
Blend Labs, Inc.                                              -0.281817
Blink Charging Co.                                            -0.281817
Blink Technologies, Inc.                                      -0.281817
BLOCK COMMUNICATIONS INC                                      -0.281817
Block, Inc.                                                   -0.281817
BLOCKBUSTER INC                                               -0.281817
Blockchain of Things, Inc.                                    -0.281817
Blockchain Solutions, Inc.                                    -0.281817
BlockFi Inc.                                                  -0.281817
Blockstack Inc.                                               -0.281817
Bloom Energy Corp                                             -0.281817
Bloomin' Brands, Inc.                                         -0.281817
BLOUNT INC                                                    -0.281817
BLOUNT INTERNATIONAL INC                                      -0.281817
Blox, Inc.                                                    -0.281817
Blue Apron Holdings, Inc.                                     -0.281817
BLUE BIRD BODY CO                                             -0.281817
BLUE BIRD CORP                                                -0.281817
BLUE BRIDGE CAPITAL, INC.                                     -0.281817
BLUE COAT SYSTEMS INC                                         -0.281817
Blue Coat, Inc.                                               -0.281817
Blue Earth, Inc.                                              -0.281817
Blue Gold Ltd                                                 -0.281817
Blue Line Protection Group, Inc.                              -0.281817
Blue Marble Energy Corp                                       -0.281817
BLUE NILE INC                                                 -0.281817
BLUE OWL CAPITAL INC.                                         -0.281817
BLUE RHINO CORP                                               -0.281817
BLUE RIDGE BANKSHARES, INC.                                   -0.281817
BLUE RIDGE REAL ESTATE CO                                     -0.281817
Blue State Corp.                                              -0.281817
BLUE THUNDER CORP                                             -0.281817
bluebird bio, Inc.                                            -0.281817
BLUEDATA Corp                                                 -0.281817
BLUEFLY INC                                                   -0.281817
BLUEGATE CORP                                                 -0.281817
BLUEGREEN VACATIONS CORP                                      -0.281817
BLUEHIVE INC.                                                 -0.281817
Blueprint Medicines Corp                                      -0.281817
BLUESCOPE STEEL LTD                                           -0.281817
Bluestem Brands, Inc.                                         -0.281817
BLYTH INC                                                     -0.281817
BM Technologies, Inc.                                         -0.281817
BMC Capital, Inc.                                             -0.281817
BMC HOLDINGS INC                                              -0.281817
BMC SOFTWARE INC                                              -0.281817
BMC WEST CORP                                                 -0.281817
BNCCORP INC                                                   -0.281817
Bnet Media Group, Inc.                                        -0.281817
BNP PARIBAS                                                   -0.281817
BNSF RAILWAY CO                                               -0.281817
BNY MELLON N.A.                                               -0.281817
Boardwalk Pipeline Partners, LP                               -0.281817
BOARDWALK PIPELINES LP                                        -0.281817
BOB EVANS FARMS INC                                           -0.281817
BOB HOWARD NISSAN INC                                         -0.281817
BOC GROUP PLC                                                 -0.281817
BOCA RESORTS INC                                              -0.281817
BODY CENTRAL CORP                                             -0.281817
Bodycote PLC                                                  -0.281817
BOEING CAPITAL CORP                                           -0.281817
BOEING CO                                                     -0.281817
BOINGO WIRELESS, INC.                                         -0.281817
BOISE CASCADE Co                                              -0.281817
BOISE INC.                                                    -0.281817
Bojangles', Inc.                                              -0.281817
BOK FINANCIAL CORP                                            -0.281817
BOLLE INC                                                     -0.281817
Bolt Biotherapeutics, Inc.                                    -0.281817
BOLT INC                                                      -0.281817
BOMARKO INC                                                   -0.281817
Bombardier Recreational Products Inc.                         -0.281817
Bombas LLC                                                    -0.281817
BON TON STORES INC                                            -0.281817
BONK, INC.                                                    -0.281817
Booking Holdings Inc.                                         -0.281817
BOOKS A MILLION INC                                           -0.281817
BookSniffer Inc                                               -0.281817
Boomers, Inc.                                                 -0.281817
BOOMTOWN LLC                                                  -0.281817
Boot Barn Holdings, Inc.                                      -0.281817
Border Management, Inc.                                       -0.281817
Borderfree, Inc.                                              -0.281817
BORGWARNER INC                                                -0.281817
BOROUGH CORP                                                  -0.281817
BOSS HOLDINGS INC                                             -0.281817
BOSTON BEER CO INC                                            -0.281817
BOSTON CO INC                                                 -0.281817
BOSTON GAS CO                                                 -0.281817
BOSTON OMAHA Corp                                             -0.281817
BOSTON PRIVATE FINANCIAL HOLDINGS INC                         -0.281817
BOSTON SCIENTIFIC CORP                                        -0.281817
BOSTON TECHNOLOGY INC                                         -0.281817
BOTTLING GROUP LLC                                            -0.281817
BOTTOMLINE TECHNOLOGIES INC                                   -0.281817
BOULDER BRANDS, INC.                                          -0.281817
Boundless Bio, Inc.                                           -0.281817
BOUNDLESS CORP                                                -0.281817
Bounty Minerals, Inc.                                         -0.281817
BOWFLEX INC.                                                  -0.281817
Bowie Resource Partners LP                                    -0.281817
BOWL AMERICA INC                                              -0.281817
Bowman Consulting Group Ltd.                                  -0.281817
bowmo, Inc.                                                   -0.281817
BOWNE & CO INC                                                -0.281817
BOX INC                                                       -0.281817
Boxed, Inc.                                                   -0.281817
Boxlight Corp                                                 -0.281817
Boxx Corp                                                     -0.281817
BOYD BROS TRANSPORTATION INC                                  -0.281817
BOYD GAMING CORP                                              -0.281817
Boyd Group Services Inc.                                      -0.281817
BP AMERICA INC                                                -0.281817
BP AMOCO CO                                                   -0.281817
BP CORP NORTH AMERICA INC                                     -0.281817
BP INTERNATIONAL INC                                          -0.281817
BP PLC                                                        -0.281817
BPO Management Services, Inc.                                 -0.281817
BRADLEY REAL ESTATE INC                                       -0.281817
BRADY CORP                                                    -0.281817
Braeburn Pharmaceuticals, Inc.                                -0.281817
Braiin Ltd                                                    -0.281817
BRAINSTORM CELL THERAPEUTICS INC.                             -0.281817
Brainsway Ltd.                                                -0.281817
Brand Energy, Inc.                                            -0.281817
Brand Engagement Network Inc.                                 -0.281817
BRAND SERVICES                                                -0.281817
