$contributor.employer.matched
                                                   (Intercept)    cycle2020
Bausch Health Companies Inc.                                                   0.1645958
Baxalta Inc                                                                    0.1645958
BAXTER INTERNATIONAL INC                                                       0.1645958
BayCom Corp                                                                    0.1645958
BAYCORP HOLDINGS LTD                                                           0.1645958
BAYOU CITY EXPLORATION, INC.                                                   0.1645958
BAYTEX ENERGY LTD                                                              0.1645958
Bazaarvoice Inc                                                                0.1645958
BBHC, INC.                                                                     0.1645958
BBN CORP                                                                       0.1645958
BBQ HOLDINGS, INC.                                                             0.1645958
BBX CAPITAL CORP                                                               0.1645958
BCAP LLC                                                                       0.1645958
BCDC CORP                                                                      0.1645958
BCE INC                                                                        0.1645958
BCS Holdings, LLC                                                              0.1645958
BCT INTERNATIONAL INC /                                                        0.1645958
BE INC                                                                         0.1645958
BE INDUSTRIES INC.                                                             0.1645958
BE Resources Inc.                                                              0.1645958
BEA SYSTEMS INC                                                                0.1645958
Beachbody Company, Inc.                                                        0.1645958
BEACON CAPITAL PARTNERS INC                                                    0.1645958
Beacon Financial Corp                                                          0.1645958
BEACON POWER CORP                                                              0.1645958
BEACON PROPERTIES CORP                                                         0.1645958
Beam Global                                                                    0.1645958
Beam Suntory Inc.                                                              0.1645958
Beam Therapeutics Inc.                                                         0.1645958
BEAMZ INTERACTIVE INC                                                          0.1645958
BEARINGPOINT INC                                                               0.1645958
BEASLEY BROADCAST GROUP INC                                                    0.1645958
BEAUTICONTROL INC                                                              0.1645958
BEAZER HOMES USA INC                                                           0.1645958
Beazer Homes, LLC                                                              0.1645958
bebe stores, inc.                                                              0.1645958
BECKMAN COULTER INC                                                            0.1645958
BECTON DICKINSON & CO                                                          0.1645958
BED BATH & BEYOND, INC.                                                        0.1645958
BEI TECHNOLOGIES INC                                                           0.1645958
BELDEN INC.                                                                    0.1645958
BELITE BIO, INC                                                                0.1645958
BELK INC                                                                       0.1645958
BELL & HOWELL CO //                                                            0.1645958
BELL CANADA                                                                    0.1645958
BELL SPORTS CORP                                                               0.1645958
Bellerophon Therapeutics, Inc.                                                 0.1645958
BELLICUM PHARMACEUTICALS, INC                                                  0.1645958
BELLSOUTH CORP                                                                 0.1645958
BELLSOUTH TELECOMMUNICATIONS INC                                               0.1645958
BELLUS Health Inc.                                                             0.1645958
BELLWEATHER CORP                                                               0.1645958
Belmond Ltd.                                                                   0.1645958
BELMONT HOMES INC                                                              0.1645958
BELO CORP                                                                      0.1645958
BEN & JERRYS HOMEMADE INC                                                      0.1645958
BENCHMARK ELECTRONICS INC                                                      0.1645958
BeneChill, Inc.                                                                0.1645958
BENEFICIAL CORP                                                                0.1645958
Beneficient                                                                    0.1645958
Benefitfocus, Inc.                                                             0.1645958
Benefytt Technologies, Inc.                                                    0.1645958
BENIHANA INC                                                                   0.1645958
BENIHANA NATIONAL CORP                                                         0.1645958
BENNETT ENVIRONMENTAL INC                                                      0.1645958
Benson Hill, Inc.                                                              0.1645958
BENTHOS INC                                                                    0.1645958
BENTLEY SYSTEMS INC                                                            0.1645958
BERKEL INC                                                                     0.1645958
Berkshire Grey, Inc.                                                           0.1645958
BERKSHIRE HATHAWAY ENERGY CO                                                   0.1645958
BERKSHIRE HATHAWAY INC                                                         0.1645958
BERLITZ INTERNATIONAL INC                                                      0.1645958
BERMAN CENTER, INC.                                                            0.1645958
Berry Corp (bry)                                                               0.1645958
Berry Global, Inc.                                                             0.1645958
Berry Petroleum Company, LLC                                                   0.1645958
BERRY PLASTICS CORP                                                            0.1645958
BERTUCCIS INC                                                                  0.1645958
BESICORP LTD                                                                   0.1645958
BEST BUY CO INC                                                                0.1645958
BEST COLLATERAL INC                                                            0.1645958
BEST Inc.                                                                      0.1645958
BEST SOFTWARE INC                                                              0.1645958
BEST WESTERN INTERNATIONAL, INC.                                               0.1645958
BESTFOODS                                                                      0.1645958
BESTOP INC                                                                     0.1645958
BESTWAY INC                                                                    0.1645958
Beta Bionics, Inc.                                                             0.1645958
BETA Technologies, Inc.                                                        0.1645958
BETHLEHEM CORP                                                                 0.1645958
BETTER BEING CO., LLC                                                          0.1645958
Better Therapeutics, Inc.                                                      0.1645958
Beyond Air, Inc.                                                               0.1645958
BEYOND MEAT, INC.                                                              0.1645958
BF ENTERPRISES INC                                                             0.1645958
BFC CONSTRUCTION CORP                                                          0.1645958
BFS Capital Inc.                                                               0.1645958
BG GROUP PLC                                                                   0.1645958
BG Medicine, Inc.                                                              0.1645958
BGC Partners, Inc.                                                             0.1645958
BGF INDUSTRIES INC                                                             0.1645958
BGI INC                                                                        0.1645958
BGM Group Ltd.                                                                 0.1645958
BGSF, INC.                                                                     0.1645958
BHC HOLDINGS, INC                                                              0.1645958
BHC INC                                                                        0.1645958
BI INC                                                                         0.1645958
BIC CORP                                                                       0.1645958
Bicara Therapeutics Inc.                                                       0.1645958
BICYCLE THERAPEUTICS PLC                                                       0.1645958
BIG 5 SPORTING GOODS Corp                                                      0.1645958
BIG HEART PET BRANDS                                                           0.1645958
BIG O TIRES INC                                                                0.1645958
Biglari Holdings Inc.                                                          0.1645958
BILL BARRETT CORP                                                              0.1645958
BILL Holdings, Inc.                                                            0.1645958
Billerud Americas Corp                                                         0.1645958
BillionToOne, Inc.                                                             0.1645958
BIO KEY INTERNATIONAL INC                                                      0.1645958
BIO ONE CORP                                                                   0.1645958
BIO REFERENCE LABORATORIES INC                                                 0.1645958
BIO-PATH HOLDINGS, INC.                                                        0.1645958
BIO-RAD LABORATORIES, INC.                                                     0.1645958
BIO-TECHNE Corp                                                                0.1645958
bioAffinity Technologies, Inc.                                                 0.1645958
BioAge Labs, Inc.                                                              0.1645958
BioAtla, Inc.                                                                  0.1645958
BioCardia, Inc.                                                                0.1645958
BIOCEPT INC                                                                    0.1645958
BIOCLINICA INC                                                                 0.1645958
BIOCRYST PHARMACEUTICALS INC                                                   0.1645958
BIODESIX INC                                                                   0.1645958
BIODIESEL INDUSTRIES INC                                                       0.1645958
Biofrontera Inc.                                                               0.1645958
BIOGEN INC.                                                                    0.1645958
Biohaven Ltd.                                                                  0.1645958
BioHorizons, Inc.                                                              0.1645958
BIOLASE, INC                                                                   0.1645958
BIOLIFE SOLUTIONS INC                                                          0.1645958
Biolog, Inc                                                                    0.1645958
BIOMARIN PHARMACEUTICAL INC                                                    0.1645958
BIOMATRIX INC                                                                  0.1645958
Biomea Fusion, Inc.                                                            0.1645958
BioMed Realty Trust Inc                                                        0.1645958
BIOMERICA INC                                                                  0.1645958
BIOMET INC                                                                     0.1645958
Bionano Genomics, Inc.                                                         0.1645958
BIOQUAL INC                                                                    0.1645958
BIOQUEST CORP.                                                                 0.1645958
BIORA THERAPEUTICS, INC.                                                       0.1645958
BIORELIANCE CORP                                                               0.1645958
BIOSAFE SYSTEMS INC                                                            0.1645958
BIOSONICS INC                                                                  0.1645958
BIOSPECIFICS TECHNOLOGIES CORP                                                 0.1645958
BioStem Technologies, Inc.                                                     0.1645958
biote Corp.                                                                    0.1645958
BIOTEL INC.                                                                    0.1645958
BIOTELEMETRY, INC.                                                             0.1645958
Biotie Therapies Corp.                                                         0.1645958
BIOVENTRIX, INC.                                                               0.1645958
Bioventus Inc.                                                                 0.1645958
Bioverativ Inc.                                                                0.1645958
BIOVIE INC.                                                                    0.1645958
BioXcel LLC                                                                    0.1645958
BioXcel Therapeutics, Inc.                                                     0.1645958
BIRD CORP                                                                      0.1645958
BIRDS EYE FOODS INC                                                            0.1645958
Bit Digital, Inc                                                               0.1645958
BITECH PHARMA, INC.                                                            0.1645958
Bitstream Inc.                                                                 0.1645958
BIW LTD                                                                        0.1645958
BJ SERVICES CO LLC                                                             0.1645958
BJs RESTAURANTS INC                                                            0.1645958
BJS WHOLESALE CLUB INC                                                         0.1645958
BK ENTERTAINMENT INC                                                           0.1645958
BK Technologies Corp                                                           0.1645958
BKV Corp                                                                       0.1645958
BLACK & DECKER CORP                                                            0.1645958
BLACK BOX CORP                                                                 0.1645958
Black Diamond Therapeutics, Inc.                                               0.1645958
Black Knight, Inc.                                                             0.1645958
Black Rock Coffee Bar, Inc.                                                    0.1645958
BLACKBAUD INC                                                                  0.1645958
BLACKBERRY Ltd                                                                 0.1645958
BLACKBOARD INC                                                                 0.1645958
BLACKLINE, INC.                                                                0.1645958
BlackRock, Inc.                                                                0.1645958
Blackstone Inc.                                                                0.1645958
Blackwater Midstream Corp.                                                     0.1645958
BLAIR CORP                                                                     0.1645958
Blaize, Inc.                                                                   0.1645958
BLC FINANCIAL SERVICES INC                                                     0.1645958
Blend Labs, Inc.                                                               0.1645958
Blink Charging Co.                                                             0.1645958
Blink Technologies, Inc.                                                       0.1645958
BLOCK COMMUNICATIONS INC                                                       0.1645958
Block, Inc.                                                                    0.1645958
BLOCKBUSTER INC                                                                0.1645958
Blockchain of Things, Inc.                                                     0.1645958
Blockchain Solutions, Inc.                                                     0.1645958
BlockFi Inc.                                                                   0.1645958
Blockstack Inc.                                                                0.1645958
Bloom Energy Corp                                                              0.1645958
Bloomin' Brands, Inc.                                                          0.1645958
BLOUNT INC                                                                     0.1645958
BLOUNT INTERNATIONAL INC                                                       0.1645958
Blox, Inc.                                                                     0.1645958
Blue Apron Holdings, Inc.                                                      0.1645958
BLUE BIRD BODY CO                                                              0.1645958
BLUE BIRD CORP                                                                 0.1645958
BLUE BRIDGE CAPITAL, INC.                                                      0.1645958
BLUE COAT SYSTEMS INC                                                          0.1645958
Blue Coat, Inc.                                                                0.1645958
Blue Earth, Inc.                                                               0.1645958
Blue Gold Ltd                                                                  0.1645958
Blue Line Protection Group, Inc.                                               0.1645958
Blue Marble Energy Corp                                                        0.1645958
BLUE NILE INC                                                                  0.1645958
BLUE OWL CAPITAL INC.                                                          0.1645958
BLUE RHINO CORP                                                                0.1645958
BLUE RIDGE BANKSHARES, INC.                                                    0.1645958
BLUE RIDGE REAL ESTATE CO                                                      0.1645958
Blue State Corp.                                                               0.1645958
BLUE THUNDER CORP                                                              0.1645958
bluebird bio, Inc.                                                             0.1645958
BLUEDATA Corp                                                                  0.1645958
BLUEFLY INC                                                                    0.1645958
BLUEGATE CORP                                                                  0.1645958
BLUEGREEN VACATIONS CORP                                                       0.1645958
BLUEHIVE INC.                                                                  0.1645958
Blueprint Medicines Corp                                                       0.1645958
BLUESCOPE STEEL LTD                                                            0.1645958
Bluestem Brands, Inc.                                                          0.1645958
BLYTH INC                                                                      0.1645958
BM Technologies, Inc.                                                          0.1645958
BMC Capital, Inc.                                                              0.1645958
BMC HOLDINGS INC                                                               0.1645958
BMC SOFTWARE INC                                                               0.1645958
BMC WEST CORP                                                                  0.1645958
BNCCORP INC                                                                    0.1645958
Bnet Media Group, Inc.                                                         0.1645958
BNP PARIBAS                                                                    0.1645958
BNSF RAILWAY CO                                                                0.1645958
BNY MELLON N.A.                                                                0.1645958
Boardwalk Pipeline Partners, LP                                                0.1645958
BOARDWALK PIPELINES LP                                                         0.1645958
BOB EVANS FARMS INC                                                            0.1645958
BOB HOWARD NISSAN INC                                                          0.1645958
BOC GROUP PLC                                                                  0.1645958
BOCA RESORTS INC                                                               0.1645958
BODY CENTRAL CORP                                                              0.1645958
Bodycote PLC                                                                   0.1645958
BOEING CAPITAL CORP                                                            0.1645958
BOEING CO                                                                      0.1645958
BOINGO WIRELESS, INC.                                                          0.1645958
BOISE CASCADE Co                                                               0.1645958
BOISE INC.                                                                     0.1645958
Bojangles', Inc.                                                               0.1645958
BOK FINANCIAL CORP                                                             0.1645958
BOLLE INC                                                                      0.1645958
Bolt Biotherapeutics, Inc.                                                     0.1645958
BOLT INC                                                                       0.1645958
BOMARKO INC                                                                    0.1645958
Bombardier Recreational Products Inc.                                          0.1645958
Bombas LLC                                                                     0.1645958
BON TON STORES INC                                                             0.1645958
BONK, INC.                                                                     0.1645958
Booking Holdings Inc.                                                          0.1645958
BOOKS A MILLION INC                                                            0.1645958
BookSniffer Inc                                                                0.1645958
Boomers, Inc.                                                                  0.1645958
BOOMTOWN LLC                                                                   0.1645958
Boot Barn Holdings, Inc.                                                       0.1645958
Border Management, Inc.                                                        0.1645958
Borderfree, Inc.                                                               0.1645958
BORGWARNER INC                                                                 0.1645958
BOROUGH CORP                                                                   0.1645958
BOSS HOLDINGS INC                                                              0.1645958
BOSTON BEER CO INC                                                             0.1645958
BOSTON CO INC                                                                  0.1645958
BOSTON GAS CO                                                                  0.1645958
BOSTON OMAHA Corp                                                              0.1645958
BOSTON PRIVATE FINANCIAL HOLDINGS INC                                          0.1645958
BOSTON SCIENTIFIC CORP                                                         0.1645958
BOSTON TECHNOLOGY INC                                                          0.1645958
BOTTLING GROUP LLC                                                             0.1645958
BOTTOMLINE TECHNOLOGIES INC                                                    0.1645958
BOULDER BRANDS, INC.                                                           0.1645958
Boundless Bio, Inc.                                                            0.1645958
BOUNDLESS CORP                                                                 0.1645958
Bounty Minerals, Inc.                                                          0.1645958
BOWFLEX INC.                                                                   0.1645958
Bowie Resource Partners LP                                                     0.1645958
BOWL AMERICA INC                                                               0.1645958
Bowman Consulting Group Ltd.                                                   0.1645958
bowmo, Inc.                                                                    0.1645958
BOWNE & CO INC                                                                 0.1645958
BOX INC                                                                        0.1645958
Boxed, Inc.                                                                    0.1645958
Boxlight Corp                                                                  0.1645958
Boxx Corp                                                                      0.1645958
BOYD BROS TRANSPORTATION INC                                                   0.1645958
BOYD GAMING CORP                                                               0.1645958
Boyd Group Services Inc.                                                       0.1645958
BP AMERICA INC                                                                 0.1645958
BP AMOCO CO                                                                    0.1645958
BP CORP NORTH AMERICA INC                                                      0.1645958
BP INTERNATIONAL INC                                                           0.1645958
BP PLC                                                                         0.1645958
BPO Management Services, Inc.                                                  0.1645958
BRADLEY REAL ESTATE INC                                                        0.1645958
BRADY CORP                                                                     0.1645958
Braeburn Pharmaceuticals, Inc.                                                 0.1645958
Braiin Ltd                                                                     0.1645958
BRAINSTORM CELL THERAPEUTICS INC.                                              0.1645958
Brainsway Ltd.                                                                 0.1645958
Brand Energy, Inc.                                                             0.1645958
Brand Engagement Network Inc.                                                  0.1645958
BRAND SERVICES                                                                 0.1645958
Branded Media CORP                                                             0.1645958
BRANDMAKERS INC                                                                0.1645958
BRANDON SYSTEMS CORP                                                           0.1645958
BRANDYWINE REALTY TRUST                                                        0.1645958
Braze, Inc.                                                                    0.1645958
BRC HOLDINGS INC                                                               0.1645958
BRC Inc.                                                                       0.1645958
BREAD FINANCIAL HOLDINGS, INC.                                                 0.1645958
BREEZE-EASTERN LLC                                                             0.1645958
Breitburn Energy Partners LP                                                   0.1645958
Breitling Energy Corp                                                          0.1645958
BREK ENERGY CORP                                                               0.1645958
BREMER FINANCIAL CORP                                                          0.1645958
BRENCO INC                                                                     0.1645958
BREWDOG USA INC.                                                               0.1645958
BRICKMAN GROUP LTD                                                             0.1645958
BRIDAL EXPOS INC                                                               0.1645958
BRIDGE IT CORP                                                                 0.1645958
BRIDGE TECHNOLOGY INC                                                          0.1645958
BridgeBio Pharma, Inc.                                                         0.1645958
Bridgeline Digital, Inc.                                                       0.1645958
Bridgetown Holdings Ltd                                                        0.1645958
BRIDGFORD FOODS CORP                                                           0.1645958
BRIGGS & STRATTON CORP                                                         0.1645958
BRIGHAM EXPLORATION CO                                                         0.1645958
BRIGHT HORIZONS FAMILY SOLUTIONS LLC                                           0.1645958
BRIGHT HORIZONS INC                                                            0.1645958
Bright Mountain Media, Inc.                                                    0.1645958
BRIGHTCOVE INC                                                                 0.1645958
Brighthouse Financial, Inc.                                                    0.1645958
BRIGHTPOINT INC                                                                0.1645958
BrightSource Energy Inc                                                        0.1645958
BrightSphere Investment Group plc                                              0.1645958
BrightSpring Health Services, Inc.                                             0.1645958
Brightstar Corp.                                                               0.1645958
Brightways Corp                                                                0.1645958
BRILL MEDIA CO LLC                                                             0.1645958
BRILLIANT DIGITAL ENTERTAINMENT INC                                            0.1645958
BRINKER INTERNATIONAL, INC                                                     0.1645958
BRINKS CO                                                                      0.1645958
BRISTOL HOTEL CO                                                               0.1645958
BRISTOL MYERS SQUIBB CO                                                        0.1645958
Bristow Group Inc                                                              0.1645958
BRITISH AIRWAYS PLC                                                            0.1645958
BRITISH LAND CO PLC                                                            0.1645958
BRITT RICE ELECTRIC INC                                                        0.1645958
Brixmor Property Group Inc.                                                    0.1645958
BRL ENTERPRISES INC                                                            0.1645958
Broad Street Realty, Inc.                                                      0.1645958
BROADBANDNOW INC                                                               0.1645958
BROADCASTER INC                                                                0.1645958
BROADCOM CORP                                                                  0.1645958
Broadmark Realty Capital Inc.                                                  0.1645958
BROADRIDGE FINANCIAL SOLUTIONS, INC.                                           0.1645958
BROADSOFT, INC.                                                                0.1645958
Broadstone Net Lease, Inc.                                                     0.1645958
BROADVISION INC                                                                0.1645958
BROADWIND, INC.                                                                0.1645958
BROADWING CORP                                                                 0.1645958
BROCADE COMMUNICATIONS SYSTEMS INC                                             0.1645958
Broder Bros., Co.                                                              0.1645958
BROKERAGE SERVICES INC                                                         0.1645958
Brookdale Senior Living Inc.                                                   0.1645958
BROOKE CORP                                                                    0.1645958
Brookfield Asset Management Ltd.                                               0.1645958
BROOKFIELD HOMES CORP                                                          0.1645958
Brookfield Office Properties Inc                                               0.1645958
Brookfield Renewable Corp                                                      0.1645958
Brookfield Residential Properties Inc.                                         0.1645958
BROOKLINE BANCORP INC                                                          0.1645958
brookmeade corp.                                                               0.1645958
BROOKSTONE INC                                                                 0.1645958
BROUGHTON FOODS CO                                                             0.1645958
BROWN & BROWN, INC.                                                            0.1645958
BROWN FORMAN CORP                                                              0.1645958
BROWN JORDAN INTERNATIONAL INC                                                 0.1645958
BROWNE BOTTLING CO                                                             0.1645958
BRP Inc.                                                                       0.1645958
BRT Apartments Corp.                                                           0.1645958
Bruce Aerospace, Inc.                                                          0.1645958
BRUKER AXS INC                                                                 0.1645958
Bruker Cellular Analysis, Inc.                                                 0.1645958
BRUKER CORP                                                                    0.1645958
BruMate, Inc.                                                                  0.1645958
BRUNOS INC                                                                     0.1645958
BRUNSWICK CORP                                                                 0.1645958
BRYANT ELECTRIC CO INC                                                         0.1645958
BRYN MAWR BANK CORP                                                            0.1645958
BSL INC                                                                        0.1645958
BSM International, Inc.                                                        0.1645958
BSTR Holdings, Inc.                                                            0.1645958
BT ENERGY Corp                                                                 0.1645958
BT GROUP PLC                                                                   0.1645958
BTCS Inc.                                                                      0.1645958
BTECH Corp                                                                     0.1645958
BTG PLC                                                                        0.1645958
BTN INC                                                                        0.1645958
BTU INTERNATIONAL INC                                                          0.1645958
BUCKHEAD AMERICA CORP                                                          0.1645958
BUCKLE INC                                                                     0.1645958
BUCS FINANCIAL CORP                                                            0.1645958
BUCYRUS INTERNATIONAL INC                                                      0.1645958
BUDGET GROUP INC                                                               0.1645958
BUFFALO WILD WINGS INC                                                         0.1645958
BUILD-A-BEAR WORKSHOP INC                                                      0.1645958
Builders FirstSource, Inc.                                                     0.1645958
BULL RUN CORP                                                                  0.1645958
Bullish                                                                        0.1645958
BULOVA CORP                                                                    0.1645958
Bumble Bee Foods, LLC                                                          0.1645958
Bumble Inc.                                                                    0.1645958
BUNCOMBE INC                                                                   0.1645958
Bunge Global SA                                                                0.1645958
BUNZL PLC                                                                      0.1645958
BUREAU OF NATIONAL AFFAIRS INC                                                 0.1645958
Burford Capital Ltd                                                            0.1645958
Burger King Worldwide, Inc.                                                    0.1645958
BurgerFi International, Inc.                                                   0.1645958
BURLINGTON NORTHERN SANTA FE, LLC                                              0.1645958
Burlington Stores, Inc.                                                        0.1645958
BUSH INDUSTRIES INC                                                            0.1645958
Business Development Solutions, Inc.                                           0.1645958
BUSINESS RESOURCE GROUP                                                        0.1645958
Business Warrior Corp                                                          0.1645958
BUTLER MANUFACTURING CO                                                        0.1645958
BUTLER NATIONAL CORP                                                           0.1645958
Butterfly Network, Inc.                                                        0.1645958
BUTTS INC                                                                      0.1645958
BuzzFeed, Inc.                                                                 0.1645958
BWAY CORP                                                                      0.1645958
BWAY Holding CO                                                                0.1645958
BWX Technologies, Inc.                                                         0.1645958
BXP, Inc.                                                                      0.1645958
C. H. ROBINSON WORLDWIDE, INC.                                                 0.1645958
C&C GROUP PLC                                                                  0.1645958
C&D PRODUCTION INC                                                             0.1645958
C&D TECHNOLOGIES INC                                                           0.1645958
C&E HOLDINGS INC                                                               0.1645958
C1 Financial, Inc.                                                             0.1645958
C21 Investments Inc.                                                           0.1645958
C3.ai, Inc.                                                                    0.1645958
C4 Therapeutics, Inc.                                                          0.1645958
CA, INC.                                                                       0.1645958
Caary Capital Ltd.                                                             0.1645958
Cabaletta Bio, Inc.                                                            0.1645958
CABELAS INC                                                                    0.1645958
Cable One, Inc.                                                                0.1645958
CABOT CORP                                                                     0.1645958
CACHE INC                                                                      0.1645958
Cactus, Inc.                                                                   0.1645958
CADE INDUSTRIES INC                                                            0.1645958
CADENCE DESIGN SYSTEMS INC                                                     0.1645958
CADENCE FINANCIAL CORP                                                         0.1645958
CADIZ INC                                                                      0.1645958
CADUS CORP                                                                     0.1645958
CAE INC                                                                        0.1645958
CAESARS ENTERTAINMENT INC                                                      0.1645958
Caesarstone Ltd.                                                               0.1645958
CAFE LA FRANCE INC                                                             0.1645958
CAFEPRESS INC.                                                                 0.1645958
CAGLES INC                                                                     0.1645958
CAHILL GORDON & REINDEL LLP                                                    0.1645958
CAI International, Inc.                                                        0.1645958
CAIRE INC                                                                      0.1645958
CAL INTERNATIONAL LTD                                                          0.1645958
CAL-MAINE FOODS INC                                                            0.1645958
CALA CORP                                                                      0.1645958
CalAmp Corp.                                                                   0.1645958
CalAtlantic Group, LLC                                                         0.1645958
CALAVO GROWERS INC                                                             0.1645958
CALDERA CORP\\                                                                 0.1645958
CALENERGY CO INC                                                               0.1645958
CALENERGY OPERATING CORP                                                       0.1645958
CALERES INC                                                                    0.1645958
CALGON CARBON Corp                                                             0.1645958
Caliber Home Loans, Inc.                                                       0.1645958
CALIBER SYSTEM INC                                                             0.1645958
Caliburn International Corp                                                    0.1645958
Calidi Biotherapeutics, Inc.                                                   0.1645958
CALIFORNIA HOTEL & CASINO                                                      0.1645958
CALIFORNIA PIZZA KITCHEN, INC.                                                 0.1645958
California Resources Corp                                                      0.1645958
CALIFORNIA STEEL INDUSTRIES INC                                                0.1645958
CALIFORNIA WATER SERVICE CO                                                    0.1645958
Calithera Biosciences, Inc.                                                    0.1645958
CALIX, INC                                                                     0.1645958
