$contributor.employer.matched
                                                   (Intercept)    cycle2020
Celera CORP                                               -0.1448305
CELERIS CORP                                              -0.1448305
CELERITY SOLUTIONS INC                                    -0.1448305
CELESTIAL SEASONINGS INC                                  -0.1448305
CELESTICA INC                                             -0.1448305
CELLCO PARTNERSHIP                                        -0.1448305
CELLCOM CORP                                              -0.1448305
Celldex Therapeutics, Inc.                                -0.1448305
Cellectar Biosciences, Inc.                               -0.1448305
CELLPOINT INC                                             -0.1448305
Cellular Biomedicine Group, Inc.                          -0.1448305
Cellular Concrete Technologies, Inc.                      -0.1448305
CELLULAR DYNAMICS INTERNATIONAL, INC.                     -0.1448305
CELTIC INVESTMENT INC                                     -0.1448305
Celularity Inc                                            -0.1448305
CEM CORP                                                  -0.1448305
CEMTREX INC                                               -0.1448305
Cencora, Inc.                                             -0.1448305
CENOVUS ENERGY INC.                                       -0.1448305
CENTEL CORP                                               -0.1448305
CENTENE CORP                                              -0.1448305
CENTENNIAL HEALTHCARE CORP                                -0.1448305
Centennial Resource Development, Inc.                     -0.1448305
Center for Wound Healing, Inc.                            -0.1448305
Centerplate, Inc.                                         -0.1448305
CENTERPOINT CORP                                          -0.1448305
CENTERPOINT ENERGY INC                                    -0.1448305
CENTERPOINT ENERGY RESOURCES CORP                         -0.1448305
CENTERSPACE                                               -0.1448305
CenterStaging Corp.                                       -0.1448305
CenterState Bank Corp                                     -0.1448305
CENTEX LLC                                                -0.1448305
CENTOCOR INC                                              -0.1448305
CENTRAL EUROPEAN MEDIA ENTERPRISES LTD                    -0.1448305
CENTRAL FREIGHT LINES INC                                 -0.1448305
CENTRAL GARDEN & PET CO                                   -0.1448305
CENTRAL HUDSON GAS & ELECTRIC CORP                        -0.1448305
CENTRAL MAINE POWER CO                                    -0.1448305
CENTRAL PARKING CORP                                      -0.1448305
CENTRAL STEEL & WIRE CO                                   -0.1448305
CENTRAL TELEPHONE CO                                      -0.1448305
CENTREX INC                                               -0.1448305
Centrexion Therapeutics Corp                              -0.1448305
Centric Brands Inc.                                       -0.1448305
CENTRO SERVICES INC                                       -0.1448305
CENTRUS ENERGY CORP                                       -0.1448305
CENTURION HEALTH CORP                                     -0.1448305
CENTURY ALUMINUM CO                                       -0.1448305
CENTURY CASINOS INC /CO/                                  -0.1448305
Century Communities, Inc.                                 -0.1448305
CENTURY MAINTENANCE SUPPLY INC                            -0.1448305
Century Petroleum Corp.                                   -0.1448305
CENTURY SOUTH BANKS INC                                   -0.1448305
Century Therapeutics, Inc.                                -0.1448305
CENVEO, INC                                               -0.1448305
CEPHEID                                                   -0.1448305
Cepton, Inc.                                              -0.1448305
CERAGON NETWORKS LTD                                      -0.1448305
Cerebras Systems Inc.                                     -0.1448305
Cerence Inc.                                              -0.1448305
Ceres Global Ag Corp.                                     -0.1448305
CERES GROUP INC                                           -0.1448305
Ceres, Inc.                                               -0.1448305
Ceribell, Inc.                                            -0.1448305
CERIDIAN LLC                                              -0.1448305
CERNER Corp                                               -0.1448305
Certara, Inc.                                             -0.1448305
CERTIFIED SERVICES INC                                    -0.1448305
CERTUSHOLDINGS, INC.                                      -0.1448305
CERUS CORP                                                -0.1448305
CET SERVICES INC                                          -0.1448305
CEVA INC                                                  -0.1448305
CEVA Investments Ltd                                      -0.1448305
CF Industries Nitrogen, LLC                               -0.1448305
CF Industries, Inc.                                       -0.1448305
CFC INTERNATIONAL INC                                     -0.1448305
CFC SERVICES CORP                                         -0.1448305
CFI MORTGAGE INC                                          -0.1448305
CFM CORP                                                  -0.1448305
CFM TECHNOLOGIES INC                                      -0.1448305
CFO Advisory Group, Inc.                                  -0.1448305
CFS CORP                                                  -0.1448305
CFX CORP                                                  -0.1448305
CG Oncology, Inc.                                         -0.1448305
CGG                                                       -0.1448305
CGI INC                                                   -0.1448305
CGS INTERNATIONAL, INC.                                   -0.1448305
CH AUTO Inc.                                              -0.1448305
CH4 Energy, Inc.                                          -0.1448305
CHAMPION AEROSPACE LLC                                    -0.1448305
CHAMPION HOME BUILDERS CO                                 -0.1448305
Champion Homes, Inc.                                      -0.1448305
CHAMPION INDUSTRIES INC                                   -0.1448305
CHAMPIONS ONCOLOGY, INC.                                  -0.1448305
ChampionX Corp                                            -0.1448305
CHANCELLOR CORP                                           -0.1448305
CHANCELLOR GROUP INC.                                     -0.1448305
CHANDLER USA INC                                          -0.1448305
Change Healthcare Inc.                                    -0.1448305
CHANNELADVISOR CORP                                       -0.1448305
CHANNELL COMMERCIAL CORP                                  -0.1448305
Chaparral Energy, Inc.                                    -0.1448305
CHAPEAU INC                                               -0.1448305
Charah Solutions, Inc.                                    -0.1448305
CHARLES & COLVARD LTD                                     -0.1448305
CHARLES RIVER LABORATORIES INC                            -0.1448305
CHARLOTTE MOTOR SPEEDWAY INC                              -0.1448305
CHARLOTTE RUSSE HOLDING, INC.                             -0.1448305
CHARMING SHOPPES INC                                      -0.1448305
CHART INDUSTRIES INC                                      -0.1448305
Charter Communications Operating LLC                      -0.1448305
CHASE CORP                                                -0.1448305
CHASE PACKAGING CORP                                      -0.1448305
Chatham Lodging Trust                                     -0.1448305
CHATTEM INC                                               -0.1448305
CHC HELICOPTER CORP                                       -0.1448305
CHECK POINT SOFTWARE TECHNOLOGIES LTD                     -0.1448305
Checkmate Pharmaceuticals, Inc.                           -0.1448305
CHECKPOINT SYSTEMS INC                                    -0.1448305
CHEESECAKE FACTORY INC                                    -0.1448305
CHEFS INTERNATIONAL INC                                   -0.1448305
Chefs' Warehouse, Inc.                                    -0.1448305
CHEGG, INC                                                -0.1448305
CHELSEA PIERS LP                                          -0.1448305
CHEM RX CORP                                              -0.1448305
CHEMBIO DIAGNOSTICS, INC.                                 -0.1448305
CHEMED CORP                                               -0.1448305
CHEMFAB CORP                                              -0.1448305
CHEMICAL BANK                                             -0.1448305
ChemoCentryx, Inc.                                        -0.1448305
Chemours Co                                               -0.1448305
Cheniere Energy, Inc.                                     -0.1448305
CHERRY CORP                                               -0.1448305
CHESAPEAKE OPERATING LLC                                  -0.1448305
CHESAPEAKE UTILITIES CORP                                 -0.1448305
CHEVRON CORP                                              -0.1448305
CHEVRON PHILLIPS CHEMICAL CO LLC                          -0.1448305
CHEVRON USA INC                                           -0.1448305
Chewy, Inc.                                               -0.1448305
CHG Healthcare Services, Inc.                             -0.1448305
Chia Network Inc.                                         -0.1448305
CHIASMA, INC                                              -0.1448305
CHICAGO MERCANTILE EXCHANGE INC                           -0.1448305
CHICAGO TITLE CORP                                        -0.1448305
CHICKEN KITCHEN CORP                                      -0.1448305
Chicken Soup for the Soul Entertainment, Inc.             -0.1448305
CHICO'S FAS, INC.                                         -0.1448305
CHICOPEE, LLC                                             -0.1448305
CHILDCARE NETWORK INC                                     -0.1448305
Childrens Place, Inc.                                     -0.1448305
Chime Financial, Inc.                                     -0.1448305
CHIMERA INVESTMENT CORP                                   -0.1448305
CHIMERIX INC                                              -0.1448305
China Inc                                                 -0.1448305
CHINDEX INTERNATIONAL INC                                 -0.1448305
CHINOOK THERAPEUTICS, INC.                                -0.1448305
CHIPOTLE MEXICAN GRILL INC                                -0.1448305
CHIRON CORP                                               -0.1448305
Chobani Inc.                                              -0.1448305
Choice Capital Corp.                                      -0.1448305
CHOICE MEDICAL INC                                        -0.1448305
CHOICEPOINT INC                                           -0.1448305
Chord Energy Corp                                         -0.1448305
CHRISTAL RADIO SALES INC                                  -0.1448305
CHRISTOPHER & BANKS CORP                                  -0.1448305
ChromaCode, Inc.                                          -0.1448305
CHRYSALIS INTERNATIONAL CORP                              -0.1448305
CHS INC                                                   -0.1448305
CHS/Community Health Systems, Inc.                        -0.1448305
CHUBB CAPITAL CORP                                        -0.1448305
CHUBB CORP                                                -0.1448305
Churchill Capital Corp                                    -0.1448305
Churchill Downs Inc                                       -0.1448305
ChyronHego Corp                                           -0.1448305
CI Financial Corp.                                        -0.1448305
CI&T Inc                                                  -0.1448305
CIAO CUCINA CORP                                          -0.1448305
Cibus, Inc.                                               -0.1448305
CICERO INC                                                -0.1448305
Cidara Therapeutics, Inc.                                 -0.1448305
CIDRA CORP                                                -0.1448305
CIENA CORP                                                -0.1448305
CIFC Corp.                                                -0.1448305
Cigna Group                                               -0.1448305
CII FINANCIAL INC                                         -0.1448305
CII TECHNOLOGIES INC                                      -0.1448305
CIM GROUP, INC.                                           -0.1448305
CIM TRUCKING INC                                          -0.1448305
CIMA LABS INC                                             -0.1448305
CIMAREX ENERGY CO                                         -0.1448305
CIMETRIX INC                                              -0.1448305
CIMG Inc.                                                 -0.1448305
CIMPRESS plc                                              -0.1448305
CINCINNATI BELL INC                                       -0.1448305
Cincinnati Bell Technology Solutions Inc.                 -0.1448305
CINCINNATI FINANCIAL CORP                                 -0.1448305
Cinemark Holdings, Inc.                                   -0.1448305
CINEMARK INC                                              -0.1448305
CINERGY CORP                                              -0.1448305
Cineverse Corp.                                           -0.1448305
Cingulate Inc.                                            -0.1448305
CINTAS CORP                                               -0.1448305
Ciralight Global, Inc.                                    -0.1448305
CIRCADIAN INC                                             -0.1448305
CIRCLE FINANCIAL CORPORATION                              -0.1448305
CIRCLE8 GROUP INC                                         -0.1448305
CIRCOR INTERNATIONAL INC                                  -0.1448305
CIRCUIT SYSTEMS INC                                       -0.1448305
CIRRUS LOGIC, INC.                                        -0.1448305
CIS TECHNOLOGIES INC                                      -0.1448305
CISCO SYSTEMS, INC.                                       -0.1448305
CISION LTD.                                               -0.1448305
CISO Global, Inc.                                         -0.1448305
CIT GROUP INC                                             -0.1448305
CITADEL COMMUNICATIONS CORP                               -0.1448305
CITGO PETROLEUM CORP                                      -0.1448305
Citi Trends Inc                                           -0.1448305
CITICASTERS CO                                            -0.1448305
CITICORP                                                  -0.1448305
CITICORP NORTH AMERICA INC                                -0.1448305
CITIGROUP INC                                             -0.1448305
CitiMortgage, Inc.                                        -0.1448305
Citius Pharmaceuticals, Inc.                              -0.1448305
CITIZENS FINANCIAL SERVICES INC                           -0.1448305
CITIZENS FIRST CORP                                       -0.1448305
CITIZENS, INC.                                            -0.1448305
CITRIX SYSTEMS INC                                        -0.1448305
CITRUS FINANCIAL SERVICES INC                             -0.1448305
CITY CAPITAL CORP                                         -0.1448305
CITY HOLDING CO                                           -0.1448305
City Loan, Inc                                            -0.1448305
CITY NATIONAL CORP                                        -0.1448305
CITY OF NAPLES                                            -0.1448305
City Office REIT, Inc.                                    -0.1448305
City Ventures, Inc.                                       -0.1448305
CITYSCAPE CORP                                            -0.1448305
Civitas Solutions, Inc.                                   -0.1448305
CKE Inc.                                                  -0.1448305
CKE RESTAURANTS INC                                       -0.1448305
CLAIRES STORES INC                                        -0.1448305
CLARCOR INC.                                              -0.1448305
CLARE INC                                                 -0.1448305
CLAREMONT RESTAURANT GROUP LLC                            -0.1448305
CLARIENT, INC                                             -0.1448305
CLARIFY INC                                               -0.1448305
Clarios International Inc.                                -0.1448305
CLARIVATE PLC                                             -0.1448305
Clark Holdings Inc.                                       -0.1448305
CLARK INC                                                 -0.1448305
CLARK MATERIAL HANDLING CO                                -0.1448305
CLARKE CORP                                               -0.1448305
Clarus Corp                                               -0.1448305
CLARUS THERAPEUTICS INC                                   -0.1448305
CLASSIC AUTO GROUP INC                                    -0.1448305
CLASSIC COMMUNICATIONS INC                                -0.1448305
CLASSIC IMPORTS INC                                       -0.1448305
CLASSIC MANAGEMENT CO INC                                 -0.1448305
CLASSICA GROUP INC                                        -0.1448305
CLAYTON HOLDINGS INC                                      -0.1448305
CLAYTON HOMES INC                                         -0.1448305
Clean Energy Fuels Corp.                                  -0.1448305
CLEAN HARBORS ENVIRONMENTAL SERVICES INC                  -0.1448305
CLEAN HARBORS INC                                         -0.1448305
CLEANSPARK, INC.                                          -0.1448305
Clear Channel Outdoor Holdings, Inc.                      -0.1448305
Clear Secure, Inc.                                        -0.1448305
Clearday, Inc.                                            -0.1448305
Clearfield, Inc.                                          -0.1448305
CLEARONE INC                                              -0.1448305
ClearPoint Neuro, Inc.                                    -0.1448305
Clearside Biomedical, Inc.                                -0.1448305
CLEARWATER COMMUNICATIONS CORP                            -0.1448305
Clearwater Paper Corp                                     -0.1448305
Clearway Energy, Inc.                                     -0.1448305
CLEARWIRE CORP                                            -0.1448305
CLECO POWER LLC                                           -0.1448305
CLEMENT CORP                                              -0.1448305
Clementia Pharmaceuticals Inc.                            -0.1448305
Clene Inc.                                                -0.1448305
CLEVELAND INDIANS BASEBALL CO INC                         -0.1448305
CLEVELAND-CLIFFS INC.                                     -0.1448305
Cleveland-Cliffs Steel LLC                                -0.1448305
CLI Capital                                               -0.1448305
ClickStream Corp                                          -0.1448305
CLINICAL INTELLIGENCE INC                                 -0.1448305
CLINICO LLC                                               -0.1448305
CLIX GROUP INC                                            -0.1448305
CLOUD PEAK CORP                                           -0.1448305
CLOUD PEAK ENERGY INC.                                    -0.1448305
Cloud Peak Energy Resources LLC                           -0.1448305
Cloudera, Inc.                                            -0.1448305
Cloudflare, Inc.                                          -0.1448305
CloudMinds Inc.                                           -0.1448305
Clovis Oncology, Inc.                                     -0.1448305
CLPS Inc                                                  -0.1448305
CLS Capital Group, Inc.                                   -0.1448305
CLST HOLDINGS, INC.                                       -0.1448305
CLUB CAR INC                                              -0.1448305
CLUBCORP INC                                              -0.1448305
CLYDE COMPANIES INC                                       -0.1448305
CM CORP                                                   -0.1448305
CMC INDUSTRIES INC                                        -0.1448305
CMC Materials, Inc.                                       -0.1448305
CME GROUP INC.                                            -0.1448305
CMG HOLDINGS GROUP, INC.                                  -0.1448305
CMP GROUP INC                                             -0.1448305
CMS ENERGY CORP                                           -0.1448305
CN Resources Inc.                                         -0.1448305
CNA FINANCIAL CORP                                        -0.1448305
CNA SURETY CORP                                           -0.1448305
CNB FINANCIAL CORP INC                                    -0.1448305
CNB HOLDINGS INC                                          -0.1448305
CNF TECHNOLOGIES INC                                      -0.1448305
CNH Industrial Capital LLC                                -0.1448305
CNO Financial Group, Inc.                                 -0.1448305
CNOOC LTD                                                 -0.1448305
CNote Group, Inc.                                         -0.1448305
CNX Gas Corp                                              -0.1448305
CNX Resources Corp                                        -0.1448305
CO COUNSEL INC                                            -0.1448305
CO STEEL INC                                              -0.1448305
Co-Diagnostics, Inc.                                      -0.1448305
COACH USA INC                                             -0.1448305
COACHMAN INC                                              -0.1448305
COAST DISTRIBUTION SYSTEM INC                             -0.1448305
CoastalSouth Bancshares, Inc.                             -0.1448305
COBALT CORP                                               -0.1448305
COBALT GROUP INC                                          -0.1448305
Cobalt International Energy, Inc.                         -0.1448305
COBB THEATRES LLC                                         -0.1448305
COBIZ FINANCIAL INC                                       -0.1448305
COBRA ELECTRONICS CORP                                    -0.1448305
COCA COLA CO                                              -0.1448305
Coca-Cola Consolidated, Inc.                              -0.1448305
COCA-COLA REFRESHMENTS USA, INC.                          -0.1448305
Cocrystal Pharma, Inc.                                    -0.1448305
CODEXIS, INC.                                             -0.1448305
Codiak BioSciences, Inc.                                  -0.1448305
COEUR D ALENES CO                                         -0.1448305
Coeur Mining, Inc.                                        -0.1448305
Coffee Exchange, Inc.                                     -0.1448305
COFFEE PEOPLE INC                                         -0.1448305
Coforge Ltd                                               -0.1448305
Cogent Biosciences, Inc.                                  -0.1448305
Cogent, Inc.                                              -0.1448305
COGENTRIX ENERGY INC                                      -0.1448305
COGNEX CORP                                               -0.1448305
COGNITION THERAPEUTICS INC                                -0.1448305
Cognito Therapeutics Ltd.                                 -0.1448305
COGNIZANT TECHNOLOGY SOLUTIONS CORP                       -0.1448305
COGNOS INC                                                -0.1448305
Cohen & Co Inc.                                           -0.1448305
COHEN & STEERS, INC.                                      -0.1448305
COHERENT INC                                              -0.1448305
Coherix Inc                                               -0.1448305
COHU INC                                                  -0.1448305
Coinbase Global, Inc.                                     -0.1448305
CoinShares PLC                                            -0.1448305
ColdQuanta, Inc.                                          -0.1448305
COLDWATER CREEK INC                                       -0.1448305
Cole Haan, Inc.                                           -0.1448305
COLEMAN CO INC                                            -0.1448305
COLEMAN HOLDINGS INC                                      -0.1448305
COLEMAN WORLDWIDE CORP                                    -0.1448305
COLES GROUP LTD                                           -0.1448305
COLFAX CORP                                               -0.1448305
COLGATE PALMOLIVE CO                                      -0.1448305
COLLECTIVE BRANDS, INC.                                   -0.1448305
COLLECTIVE INC                                            -0.1448305
COLLECTORS UNIVERSE INC                                   -0.1448305
COLLEGE LOAN LLC                                          -0.1448305
COLLEGE STATION MEDICAL CENTER LLC                        -0.1448305
COLLEGIS INC                                              -0.1448305
COLLEGIUM PHARMACEUTICAL, INC                             -0.1448305
COLONIAL DOWNS LP                                         -0.1448305
Colony American Homes, Inc.                               -0.1448305
COLONY BANKCORP INC                                       -0.1448305
Colony Capital, Inc.                                      -0.1448305
COLOR IMAGING INC                                         -0.1448305
COLOR KINETICS INC                                        -0.1448305
COLOR SPOT NURSERIES INC                                  -0.1448305
COLORADO PRIME CORP                                       -0.1448305
COLORADO WYOMING RESERVE CO                               -0.1448305
CoLucid Pharmaceuticals, Inc.                             -0.1448305
COLUMBIA ENERGY CORP.                                     -0.1448305
COLUMBIA FINANCIAL CORP                                   -0.1448305
Columbia Pipeline Group, Inc.                             -0.1448305
COLUMBIA PROPERTY TRUST, INC.                             -0.1448305
COLUMBIA SPORTSWEAR CO                                    -0.1448305
COLUMBUS MCKINNON CORP                                    -0.1448305
COLUMBUS NETWORKS CORP                                    -0.1448305
COM SYSTEMS INC                                           -0.1448305
COMBINE CORP                                              -0.1448305
COMBINED INSURANCE CO OF AMERICA                          -0.1448305
COMCAST CABLE COMMUNICATIONS LLC                          -0.1448305
COMCAST CABLE HOLDINGS LLC                                -0.1448305
COMCAST CORP                                              -0.1448305
COMCAST HOLDINGS CORP                                     -0.1448305
COMCAST MO GROUP INC                                      -0.1448305
COMDISCO INC                                              -0.1448305
COMENITY BANK                                             -0.1448305
COMERICA BANK                                             -0.1448305
COMERICA INC                                              -0.1448305
COMFORCE CORP                                             -0.1448305
COMFORT SYSTEMS USA INC                                   -0.1448305
COMMAND SECURITY CORP                                     -0.1448305
COMMAND SYSTEMS INC                                       -0.1448305
COMMEMORATIVE BRANDS INC                                  -0.1448305
CommerceHub, Inc.                                         -0.1448305
COMMERCIAL CREDIT CO                                      -0.1448305
COMMERCIAL MANAGEMENT INC                                 -0.1448305
COMMERCIAL METALS Co                                      -0.1448305
COMMERCIAL PROPERTIES 1 LP                                -0.1448305
Commercial Vehicle Group, Inc.                            -0.1448305
COMMONWEALTH BANK OF AUSTRALIA                            -0.1448305
COMMONWEALTH EDISON Co                                    -0.1448305
COMMONWEALTH ELECTRIC CO                                  -0.1448305
COMMONWEALTH ENERGY CORP                                  -0.1448305
COMMONWEALTH ENERGY SYSTEM                                -0.1448305
COMMONWEALTH OF AUSTRALIA                                 -0.1448305
COMMSCOPE INC                                             -0.1448305
COMMUNICATION DEVELOPMENT CORP                            -0.1448305
COMMUNICATIONS & POWER INDUSTRIES LLC                     -0.1448305
Community Alliance, Inc.                                  -0.1448305
Community Bankers Trust Corp                              -0.1448305
COMMUNITY BANKS INC /PA/                                  -0.1448305
COMMUNITY CARE SERVICES INC                               -0.1448305
Community Choice Financial Inc.                           -0.1448305
COMMUNITY FIRST INC                                       -0.1448305
COMMUNITY HEALTH SYSTEMS INC                              -0.1448305
Community Healthcare Trust Inc                            -0.1448305
COMMUNITY WEST BANCSHARES /                               -0.1448305
COMMVAULT SYSTEMS INC                                     -0.1448305
Comp Services, Inc.                                       -0.1448305
COMPANY DOCTOR                                            -0.1448305
Company Name                                              -0.1448305
COMPARE INC                                               -0.1448305
COMPASS BANCSHARES INC                                    -0.1448305
Compass Diversified Holdings                              -0.1448305
COMPASS GROUP PLC                                         -0.1448305
COMPASS Pathways plc                                      -0.1448305
Compass Therapeutics, Inc.                                -0.1448305
Compass, Inc.                                             -0.1448305
COMPLETE GENOMICS INC                                     -0.1448305
COMPLETE MANAGEMENT INC                                   -0.1448305
COMPLETE WELLNESS CENTERS INC                             -0.1448305
COMPOSITE SOLUTIONS INC                                   -0.1448305
COMPREHENSIVE HEALTHCARE SOLUTIONS INC                    -0.1448305
COMPRESSION LABS INC                                      -0.1448305
COMPUCOM SYSTEMS INC                                      -0.1448305
COMPUCREDIT CORP                                          -0.1448305
COMPUDYNE CORP                                            -0.1448305
COMPUGEN LTD                                              -0.1448305
COMPUMED INC                                              -0.1448305
COMPUSA INC                                               -0.1448305
COMPUSERVE CORP                                           -0.1448305
COMPUTER GENERATED SOLUTIONS INC                          -0.1448305
COMPUTER POWER INC                                        -0.1448305
COMPUTER SCIENCES CORP                                    -0.1448305
Computer Software Innovations, Inc.                       -0.1448305
COMPUTER SOLUTIONS, INC.                                  -0.1448305
COMPUTER TASK GROUP INC                                   -0.1448305
COMPUWARE CORP                                            -0.1448305
COMSAT CORP                                               -0.1448305
COMSCORE, INC.                                            -0.1448305
Comstock Holding Companies, Inc.                          -0.1448305
Comstock Inc.                                             -0.1448305
COMSTOCK RESOURCES INC                                    -0.1448305
COMTEX NEWS NETWORK INC                                   -0.1448305
COMTREX SYSTEMS CORP                                      -0.1448305
COMVERGE, INC.                                            -0.1448305
Con-way Inc.                                              -0.1448305
CONAGRA BRANDS INC.                                       -0.1448305
CONCENTRA CORP                                            -0.1448305
CONCENTRIC ENERGY CORP                                    -0.1448305
Concentrix Corp                                           -0.1448305
CONCERO INC                                               -0.1448305
CONCERT PHARMACEUTICALS, INC.                             -0.1448305
CONCHO RESOURCES INC                                      -0.1448305
CONCORD ENERGY INC                                        -0.1448305
CONCORD FABRICS INC                                       -0.1448305
CONCORDE CAREER COLLEGES INC                              -0.1448305
Concordia Financial Group, Ltd.                           -0.1448305
CONCOURS GROUP INC                                        -0.1448305
Concrete Pumping Holdings, Inc.                           -0.1448305
CONCUR TECHNOLOGIES INC                                   -0.1448305
CONCURRENT COMPUTER CORP                                  -0.1448305
CONDOR CAPITAL INC                                        -0.1448305
CONDUENT Inc                                              -0.1448305
CONEXANT SYSTEMS INC                                      -0.1448305
Confluence Acquisition Partners I, Inc.                   -0.1448305
Confluent, Inc.                                           -0.1448305
Conformis Inc                                             -0.1448305
CONGOLEUM CORP                                            -0.1448305
CONMED Corp                                               -0.1448305
CONNECTED CORP                                            -0.1448305
CONNECTICUT NATURAL GAS CORP                              -0.1448305
Connection Media Inc                                      -0.1448305
CONNECTURE INC                                            -0.1448305
CONNEXUS CORP                                             -0.1448305
CONNING INC.                                              -0.1448305
CONNS INC                                                 -0.1448305
CONOCOPHILLIPS CO                                         -0.1448305
CONRAD CO                                                 -0.1448305
CONRAD HERBERT                                            -0.1448305
CONRAD INDUSTRIES INC                                     -0.1448305
CONRAIL INC                                               -0.1448305
CONSECO INC                                               -0.1448305
Consensus Cloud Solutions, Inc.                           -0.1448305
CONSILIUM INC                                             -0.1448305
CONSOLIDATED CONTAINER CO LLC                             -0.1448305
CONSOLIDATED EDISON CO OF NEW YORK INC                    -0.1448305
CONSOLIDATED EDISON INC                                   -0.1448305
CONSOLIDATED ENERGY INC                                   -0.1448305
Constant Contact, Inc.                                    -0.1448305
CONSTELLATION BRANDS, INC.                                -0.1448305
Constellation Energy Corp                                 -0.1448305
CONSTELLATION ENERGY GENERATION LLC                       -0.1448305
CONSTELLATION ENERGY GROUP INC                            -0.1448305
CONSTELLATION PHARMACEUTICALS INC                         -0.1448305
CONSTELLATION SOFTWARE INC                                -0.1448305
Construction Partners, Inc.                               -0.1448305
CONSUMER PORTFOLIO SERVICES, INC.                         -0.1448305
ConsumerDirect, Inc                                       -0.1448305
CONSUMERS ENERGY CO                                       -0.1448305
CONSUMERS FINANCIAL CORP                                  -0.1448305
CONTEMPORARY SOLUTIONS, INC.                              -0.1448305
Context Therapeutics Inc.                                 -0.1448305
ContextLogic Inc.                                         -0.1448305
CONTINENTAL AG                                            -0.1448305
CONTINENTAL AIRLINES INC                                  -0.1448305
CONTINENTAL BANK CORP                                     -0.1448305
Continental Building Products, Inc.                       -0.1448305
CONTINENTAL CORP                                          -0.1448305
CONTINENTAL GENERAL INSURANCE CO                          -0.1448305
CONTINENTAL HOMES OF TEXAS LP                             -0.1448305
CONTINENTAL MATERIALS CORP                                -0.1448305
CONTINENTAL RESOURCES, INC                                -0.1448305
CONTINUCARE CORP                                          -0.1448305
CONTINUUM CO INC                                          -0.1448305
CONTOUR ENERGY CO                                         -0.1448305
CONTRAFECT Corp                                           -0.1448305
CONTRAN CORP                                              -0.1448305
CONTROL DEVICES INC                                       -0.1448305
CONTROL4 CORP                                             -0.1448305
CONVERA Corp                                              -0.1448305
CONVERGENT COMMUNICATIONS INC /CO                         -0.1448305
ConvergeOne Holdings, Inc.                                -0.1448305
CONVERGEX INC.                                            -0.1448305
CONVERSANT, INC.                                          -0.1448305
CONVERSE INC                                              -0.1448305
CONVERSION TECHNOLOGIES INTERNATIONAL INC                 -0.1448305
Convio, Inc.                                              -0.1448305
CONYERS NISSAN INC                                        -0.1448305
Cool Co Ltd.                                              -0.1448305
COOL SPRINGS LP                                           -0.1448305
COOPER COMPANIES, INC.                                    -0.1448305
COOPER DEVELOPMENT CO                                     -0.1448305
COOPER RICHARD S                                          -0.1448305
COOPER TIRE & RUBBER CO                                   -0.1448305
Cooper-Standard Automotive Inc.                           -0.1448305
COORS BREWING CO                                          -0.1448305
COORSTEK INC                                              -0.1448305
COPART INC                                                -0.1448305
COPE INC                                                  -0.1448305
COPPERWELD CORP                                           -0.1448305
COPPS CORP                                                -0.1448305
COPYRIGHT INC                                             -0.1448305
COR DEVELOPMENT LLC                                       -0.1448305
CORAL GROUP LTD                                           -0.1448305
CORAL SYSTEMS INC                                         -0.1448305
CORAM HEALTHCARE CORP                                     -0.1448305
CORCENTRIC, INC.                                          -0.1448305
CORCEPT THERAPEUTICS INC                                  -0.1448305
CORCOM INC                                                -0.1448305
CORDIA CORP                                               -0.1448305
CORDILLERA COMMUNICATIONS CORP                            -0.1448305
CORDILLERA CORP                                           -0.1448305
CORDIS CORP                                               -0.1448305
Core & Main, Inc.                                         -0.1448305
CORE INC                                                  -0.1448305
CORE INDUSTRIES INC                                       -0.1448305
Core Laboratories LP                                      -0.1448305
CORE MARK INTERNATIONAL INC                               -0.1448305
CORE MEDICAL GROUP, INC.                                  -0.1448305
CORE MOLDING TECHNOLOGIES INC                             -0.1448305
Corebridge Financial, Inc.                                -0.1448305
CoreCard Corp                                             -0.1448305
CoreCivic, Inc.                                           -0.1448305
COREL CORP                                                -0.1448305
CORELOGIC, INC.                                           -0.1448305
CorePoint Lodging Inc.                                    -0.1448305
CoreWeave, Inc.                                           -0.1448305
CORGENIX MEDICAL CORP/CO                                  -0.1448305
Corindus Vascular Robotics, Inc.                          -0.1448305
CORINTHIAN COLLEGES INC                                   -0.1448305
Corium International, Inc.                                -0.1448305
CORIXA CORP                                               -0.1448305
CorMedix Inc.                                             -0.1448305
CORNERSTONE BRANDS INC                                    -0.1448305
Cornerstone Building Brands, Inc.                         -0.1448305
CORNERSTONE FINANCIAL CORP                                -0.1448305
CORNERSTONE MANAGEMENT, INC.                              -0.1448305
Cornerstone OnDemand Inc                                  -0.1448305
CORNERSTONE PROPERTIES INC                                -0.1448305
CORONADO RESOURCES INC                                    -0.1448305
CORPAY, INC.                                              -0.1448305
Corporate Investments Group, Inc                          -0.1448305
Corporate Resource Services, Inc.                         -0.1448305
CORRECTIONAL SERVICES CORPORATION, LLC                    -0.1448305
CORRECTIONS CORP OF AMERICA                               -0.1448305
Corridor Communications Corp                              -0.1448305
Corsair Components, Inc.                                  -0.1448305
Corsair Gaming, Inc.                                      -0.1448305
CORT BUSINESS SERVICES CORP                               -0.1448305
Corteva, Inc.                                             -0.1448305
CORTINA SYSTEMS INC                                       -0.1448305
CORUS ENTERTAINMENT INC                                   -0.1448305
