$contributor.employer.matched
                                                   (Intercept)    cycle2020
ANWORTH MORTGAGE ASSET CORP                                         0.08262653
Anywhere Real Estate Inc.                                           0.08262653
AOL LLC                                                             0.08262653
Aon North America, Inc.                                             0.08262653
Aon plc                                                             0.08262653
AP HOLDINGS INC                                                     0.08262653
AP SUPPORT SERVICES INC                                             0.08262653
APA Corp                                                            0.08262653
APA HOLDINGS INC                                                    0.08262653
APAC CUSTOMER SERVICES, INC                                         0.08262653
APACHE CORP                                                         0.08262653
Apellis Pharmaceuticals, Inc.                                       0.08262653
APERAM                                                              0.08262653
Aperture Health, Inc.                                               0.08262653
APERTURE TECHNOLOGIES INC                                           0.08262653
Apex Global Brands Inc.                                             0.08262653
APEX Global Solutions Ltd                                           0.08262653
APEX INC                                                            0.08262653
Apexigen, Inc.                                                      0.08262653
APi Group Corp                                                      0.08262653
API Technologies Corp.                                              0.08262653
Apigee Corp                                                         0.08262653
APL LTD                                                             0.08262653
Apnimed, Inc.                                                       0.08262653
APOGEE ENTERPRISES, INC.                                            0.08262653
Apogee Therapeutics, Inc.                                           0.08262653
Apollo Asset Management, Inc.                                       0.08262653
APOLLO EDUCATION GROUP INC                                          0.08262653
Apollo Endosurgery, Inc.                                            0.08262653
Apollo Global Management, Inc.                                      0.08262653
Appalachian Mountain Brewery, Inc.                                  0.08262653
APPALACHIAN POWER CO                                                0.08262653
APPDYNAMICS INC                                                     0.08262653
APPFOLIO INC                                                        0.08262653
Appgate, Inc.                                                       0.08262653
AppHarvest, Inc.                                                    0.08262653
APPIAN, INC.                                                        0.08262653
Apple Hospitality REIT, Inc.                                        0.08262653
Apple Inc.                                                          0.08262653
APPLEBEES INTERNATIONAL INC                                         0.08262653
APPLICA INC                                                         0.08262653
APPLIED BIOSYSTEMS INC.                                             0.08262653
APPLIED COMPUTER TECHNOLOGY INC                                     0.08262653
Applied Digital Corp.                                               0.08262653
APPLIED ENERGETICS, INC.                                            0.08262653
APPLIED IMAGING CORP                                                0.08262653
APPLIED INDUSTRIAL TECHNOLOGIES INC                                 0.08262653
APPLIED INNOVATION INC                                              0.08262653
Applied Medical Corp                                                0.08262653
APPLIED MICRO CIRCUITS CORP                                         0.08262653
Applied Molecular Transport Inc.                                    0.08262653
APPLIED OPTOELECTRONICS, INC.                                       0.08262653
APPLIED RESEARCH CORP                                               0.08262653
APPLIED SYSTEMS INC                                                 0.08262653
Applied Therapeutics, Inc.                                          0.08262653
AppLovin Corp                                                       0.08262653
Approach Resources Inc                                              0.08262653
Apptio Inc                                                          0.08262653
APPVION, INC.                                                       0.08262653
Aprea Therapeutics, Inc.                                            0.08262653
APRECIA INC                                                         0.08262653
APRIA HEALTHCARE GROUP INC                                          0.08262653
Apria, Inc.                                                         0.08262653
Aprimo, INC                                                         0.08262653
APRINOIA Therapeutics Inc.                                          0.08262653
APS HEALTHCARE INC                                                  0.08262653
APS MEDICAL LLC                                                     0.08262653
APTARGROUP, INC.                                                    0.08262653
Aptevo Therapeutics Inc.                                            0.08262653
Aptinyx Inc.                                                        0.08262653
Aptiv PLC                                                           0.08262653
Aptiv Solutions, Inc.                                               0.08262653
Aptose Biosciences Inc.                                             0.08262653
Apttus Corp                                                         0.08262653
APTUS CORP                                                          0.08262653
APW LTD                                                             0.08262653
Apyx Medical Corp                                                   0.08262653
AQUA CHEM INC                                                       0.08262653
Aqua Metals, Inc.                                                   0.08262653
AQUABOUNTY TECHNOLOGIES INC                                         0.08262653
AQUANTIA CORP                                                       0.08262653
AQUARION CO                                                         0.08262653
Aquestive Therapeutics, Inc.                                        0.08262653
AQUILA  INC                                                         0.08262653
AR ASSOCIATES INC                                                   0.08262653
ARADIGM CORP                                                        0.08262653
ARAMARK CORP                                                        0.08262653
Aramark Services, Inc.                                              0.08262653
ARAMEX INTERNATIONAL LTD                                            0.08262653
ARATANA THERAPEUTICS, INC.                                          0.08262653
Aravive, Inc.                                                       0.08262653
ARBER HOLDINGS                                                      0.08262653
ARBITRON INC                                                        0.08262653
ARBOR PARTNERS LTD                                                  0.08262653
Arbor Realty SR Inc                                                 0.08262653
ARBOR REALTY TRUST INC                                              0.08262653
ArborGen Inc.                                                       0.08262653
Arbutus Biopharma Corp                                              0.08262653
ARC DOCUMENT SOLUTIONS, INC.                                        0.08262653
ARC Group, Inc.                                                     0.08262653
ARC INTERNATIONAL CORP                                              0.08262653
ARC RESOURCES LTD.                                                  0.08262653
Arcadia Biosciences, Inc.                                           0.08262653
ARCADIA INVESTMENTS INC                                             0.08262653
ARCADIAN CORP                                                       0.08262653
Arcadium Lithium plc                                                0.08262653
Arcellx, Inc.                                                       0.08262653
ArcelorMittal /                                                     0.08262653
ARCH CAPITAL GROUP LTD.                                             0.08262653
ARCH RESOURCES, INC.                                                0.08262653
Archaea Energy Inc.                                                 0.08262653
Archer Aviation Inc.                                                0.08262653
Archer Ltd                                                          0.08262653
Archer-Daniels-Midland Co                                           0.08262653
ArcherDX, Inc.                                                      0.08262653
ARCHON INC                                                          0.08262653
Archrock, Inc.                                                      0.08262653
ARCHSTONE                                                           0.08262653
Arcimoto Inc                                                        0.08262653
Arcland Energy Corp                                                 0.08262653
Arconic Corp                                                        0.08262653
Arcosa, Inc.                                                        0.08262653
Arcturus Therapeutics Ltd.                                          0.08262653
Arcus Biosciences, Inc.                                             0.08262653
ARCUS INC                                                           0.08262653
Arcutis Biotherapeutics, Inc.                                       0.08262653
ARDELYX, INC.                                                       0.08262653
ARDEN GROUP INC                                                     0.08262653
ARDEN REALTY INC                                                    0.08262653
ARDENT COMMUNICATIONS INC                                           0.08262653
ARDENT HEALTH SERVICES LLC                                          0.08262653
Ardent Health, Inc.                                                 0.08262653
ARENA PHARMACEUTICALS INC                                           0.08262653
ARENA RESOURCES INC                                                 0.08262653
Ares Management Corp                                                0.08262653
ARETE INDUSTRIES INC                                                0.08262653
ARG PROPERTY MANAGEMENT CORP                                        0.08262653
ARGAN INC                                                           0.08262653
ARGEN CORP                                                          0.08262653
Argo Group International Holdings, Inc.                             0.08262653
ARGO GROUP US, INC.                                                 0.08262653
ARGO TECH CORP                                                      0.08262653
ARGON ST, Inc.                                                      0.08262653
ARGOS THERAPEUTICS INC                                              0.08262653
Argus Capital Corp.                                                 0.08262653
ARGUSS COMMUNICATIONS INC                                           0.08262653
Arhaus, Inc.                                                        0.08262653
ARIAD PHARMACEUTICALS INC                                           0.08262653
ARIBA INC                                                           0.08262653
Aridis Pharmaceuticals, Inc.                                        0.08262653
ARIEL CORP                                                          0.08262653
Ariosa Diagnostics, Inc.                                            0.08262653
ARIS CORP/                                                          0.08262653
ARIS INDUSTRIES INC                                                 0.08262653
Arise Technologies Inc.                                             0.08262653
Arista Networks, Inc.                                               0.08262653
ARISTOTLE CORP                                                      0.08262653
ARISTOTLE INTERNATIONAL INC                                         0.08262653
Arita Energy, Inc.                                                  0.08262653
ARIZONA CHARLIES INC                                                0.08262653
Arizona Chemical Ltd.                                               0.08262653
ARIZONA PUBLIC SERVICE CO                                           0.08262653
ARK RESTAURANTS CORP                                                0.08262653
ARKEMA                                                              0.08262653
ARKO Corp.                                                          0.08262653
ARKONA INC                                                          0.08262653
ARKWIN INDUSTRIES INC                                               0.08262653
ARLEN CORP                                                          0.08262653
Arlington Asset Investment Corp.                                    0.08262653
Arlo Technologies, Inc.                                             0.08262653
ARM HOLDINGS PLC                                                    0.08262653
Arma Services Inc                                                   0.08262653
Armada Oil, Inc.                                                    0.08262653
ARMADA WATER ASSETS INC                                             0.08262653
Armata Pharmaceuticals, Inc.                                        0.08262653
ARMCO INC                                                           0.08262653
Armstrong Energy, Inc.                                              0.08262653
ARMSTRONG ENTERPRISES INC                                           0.08262653
Armstrong Flooring, Inc.                                            0.08262653
ARMSTRONG WORLD INDUSTRIES INC                                      0.08262653
ARMTEC COUNTERMEASURES CO                                           0.08262653
Arno Therapeutics, Inc                                              0.08262653
Arog Pharmaceuticals, Inc.                                          0.08262653
AROTECH CORP                                                        0.08262653
Arq, Inc.                                                           0.08262653
ARQULE INC                                                          0.08262653
ARRAY BIOPHARMA INC                                                 0.08262653
Array Technologies, Inc.                                            0.08262653
Arrayit Corp                                                        0.08262653
ARRIS GROUP INC                                                     0.08262653
ARRIS International plc                                             0.08262653
Arrival                                                             0.08262653
ArriVent BioPharma, Inc.                                            0.08262653
ARROW ELECTRONICS, INC.                                             0.08262653
ARROW FINANCIAL CORP                                                0.08262653
ARROW INTERNATIONAL INC                                             0.08262653
ARROWHEAD PHARMACEUTICALS, INC.                                     0.08262653
Arteris, Inc.                                                       0.08262653
ARTESIAN RESOURCES CORP                                             0.08262653
ARTHROCARE CORP                                                     0.08262653
Arthur J. Gallagher & Co.                                           0.08262653
Artio Global Investors Inc.                                         0.08262653
ARTISAN ENTERTAINMENT INC                                           0.08262653
Artiva Biotherapeutics, Inc.                                        0.08262653
ARTIVION, INC.                                                      0.08262653
ARUBA NETWORKS, INC.                                                0.08262653
ARVINAS, INC.                                                       0.08262653
Arxis, Inc.                                                         0.08262653
Arysta LifeScience plc                                              0.08262653
As Seen On TV, Inc.                                                 0.08262653
ASA HOLDINGS INC                                                    0.08262653
ASA INTERNATIONAL LTD                                               0.08262653
ASAHI AMERICA INC                                                   0.08262653
Asahi Kasei Corp                                                    0.08262653
Asana, Inc.                                                         0.08262653
Asante Solutions, Inc.                                              0.08262653
ASARCO INC                                                          0.08262653
ASBURY AUTOMOTIVE GROUP INC                                         0.08262653
Ascend Wellness Holdings, Inc.                                      0.08262653
ASCENT ENERGY INC                                                   0.08262653
ASCENT INDUSTRIES CO.                                               0.08262653
ASCENT MEDIA GROUP INC                                              0.08262653
Ascent Solar Technologies, Inc.                                     0.08262653
Ascentium Capital LLC                                               0.08262653
ASENSUS SURGICAL, INC.                                              0.08262653
ASHFORD HOSPITALITY TRUST INC                                       0.08262653
Ashford Inc.                                                        0.08262653
ASHLAND INC                                                         0.08262653
ASHWORTH INC                                                        0.08262653
ASI SOLUTIONS INC                                                   0.08262653
ASIAN DEVELOPMENT BANK                                              0.08262653
ASIAN PACIFIC CO LTD                                                0.08262653
ASLAN Pharmaceuticals Ltd                                           0.08262653
ASP VENTURES CORP                                                   0.08262653
ASPECT DEVELOPMENT INC                                              0.08262653
Aspect Software, Inc.                                               0.08262653
ASPEN AEROGELS INC                                                  0.08262653
Aspen Digital, Inc.                                                 0.08262653
ASPEN GROUP, INC.                                                   0.08262653
Aspen Technology, Inc.                                              0.08262653
ASPENTECH Corp                                                      0.08262653
ASPIN INC                                                           0.08262653
ASSEMBLY BIOSCIENCES, INC.                                          0.08262653
Assertio Holdings, Inc.                                             0.08262653
Assertio Therapeutics, Inc                                          0.08262653
ASSOCIATED BANC-CORP                                                0.08262653
Associated British Foods plc                                        0.08262653
ASSOCIATED GROUP INC                                                0.08262653
ASSOCIATED MATERIALS, LLC                                           0.08262653
ASSURANCE GROUP INC.                                                0.08262653
ASSURANCEAMERICA CORP                                               0.08262653
ASSURANT, INC.                                                      0.08262653
ASSURED GUARANTY LTD                                                0.08262653
AST SpaceMobile, Inc.                                               0.08262653
ASTA FUNDING INC                                                    0.08262653
ASTEA INTERNATIONAL INC                                             0.08262653
ASTEC INDUSTRIES INC                                                0.08262653
Astera Labs, Inc.                                                   0.08262653
Asterias Biotherapeutics, Inc.                                      0.08262653
Astex Pharmaceuticals, Inc                                          0.08262653
ASTOR CORP                                                          0.08262653
Astra Space, Inc.                                                   0.08262653
Astrana Health, Inc.                                                0.08262653
ASTRAZENECA PLC                                                     0.08262653
Astria Therapeutics, Inc.                                           0.08262653
Astro Aerospace Ltd.                                                0.08262653
ASTRONICS CORP                                                      0.08262653
AstroNova, Inc.                                                     0.08262653
ASTROSYSTEMS INC                                                    0.08262653
ASTROTECH Corp                                                      0.08262653
ASURE SOFTWARE INC                                                  0.08262653
ASV HOLDINGS, INC.                                                  0.08262653
AT COMM CORP                                                        0.08262653
AT HOME CORP                                                        0.08262653
At Home Group Inc.                                                  0.08262653
AT&S HOLDINGS INC                                                   0.08262653
AT&T CORP                                                           0.08262653
AT&T Mobility LLC                                                   0.08262653
ATA HOLDINGS CORP                                                   0.08262653
Atakama Inc.                                                        0.08262653
Atara Biotherapeutics, Inc.                                         0.08262653
ATARI CORP                                                          0.08262653
ATC CAPITAL GROUP LTD                                               0.08262653
ATCORP INC                                                          0.08262653
ATD Corp                                                            0.08262653
Atea Pharmaceuticals, Inc.                                          0.08262653
Aterian, Inc.                                                       0.08262653
Aterra Energy Corporation, Inc.                                     0.08262653
ATG GROUP INC                                                       0.08262653
ATG INC                                                             0.08262653
ATHENA DIAGNOSTICS INC                                              0.08262653
ATHENAHEALTH INC                                                    0.08262653
Athene Holding Ltd.                                                 0.08262653
Athene USA Corp                                                     0.08262653
Athenex, Inc.                                                       0.08262653
ATHERTON CAPITAL INC                                                0.08262653
ATI INC                                                             0.08262653
ATI Physical Therapy, Inc.                                          0.08262653
ATI TECHNOLOGIES INC                                                0.08262653
Atkore Inc.                                                         0.08262653
Atkore International, Inc.                                          0.08262653
ATL PRODUCTS INC                                                    0.08262653
ATLANTA GAS LIGHT CO                                                0.08262653
ATLANTIC AMERICAN CORP                                              0.08262653
ATLANTIC CITY ELECTRIC CO                                           0.08262653
ATLANTIC COASTAL PROPERTIES, INC.                                   0.08262653
ATLANTIC DATA SERVICES INC                                          0.08262653
ATLANTIC INDUSTRIES INC /CO/                                        0.08262653
ATLANTIC POWER CORP                                                 0.08262653
Atlantic Union Bankshares Corp                                      0.08262653
ATLANTICA INC                                                       0.08262653
Atlanticus Holdings Corp                                            0.08262653
ATLANTIS GROUP INC                                                  0.08262653
ATLAS AIR INC                                                       0.08262653
ATLAS AIR WORLDWIDE HOLDINGS INC                                    0.08262653
Atlas Corp.                                                         0.08262653
Atlas Energy Solutions Inc.                                         0.08262653
ATLAS ENVIRONMENTAL INC                                             0.08262653
Atlas Financial Holdings, Inc.                                      0.08262653
ATLAS MARKETING CO INC                                              0.08262653
ATLAS TECHNICAL CONSULTANTS, INC.                                   0.08262653
Atlassian Corp                                                      0.08262653
ATMEL CORP                                                          0.08262653
ATMI INC                                                            0.08262653
ATMOS ENERGY CORP                                                   0.08262653
Atmus Filtration Technologies Inc.                                  0.08262653
ATN International, Inc.                                             0.08262653
ATNA RESOURCES LTD                                                  0.08262653
AtomBeam Technologies Inc.                                          0.08262653
Atomera Inc                                                         0.08262653
Atotech Ltd                                                         0.08262653
ATP OIL & GAS CORP                                                  0.08262653
Atreca, Inc.                                                        0.08262653
AtriCure, Inc.                                                      0.08262653
ATRION CORP                                                         0.08262653
ATRIX INTERNATIONAL INC                                             0.08262653
ATS CORP                                                            0.08262653
ATS MEDICAL INC                                                     0.08262653
ATTACHMATE CORP                                                     0.08262653
Attis Industries Inc.                                               0.08262653
Attovia Therapeutics, Inc.                                          0.08262653
ATTUNITY LTD                                                        0.08262653
ATWOOD INDUSTRIES INC                                               0.08262653
ATWOOD OCEANICS INC                                                 0.08262653
aTYR PHARMA INC                                                     0.08262653
AUDACY, INC.                                                        0.08262653
Audentes Therapeutics, Inc.                                         0.08262653
AUDIBLE INC                                                         0.08262653
AUDIENCE INC                                                        0.08262653
AUDIO VISUAL SERVICES CORP                                          0.08262653
AUDIOCODES LTD                                                      0.08262653
AUDIOEYE INC                                                        0.08262653
Augmedix, Inc.                                                      0.08262653
AULT INC                                                            0.08262653
Aura Biosciences, Inc.                                              0.08262653
AURI INC                                                            0.08262653
Aurinia Pharmaceuticals Inc.                                        0.08262653
Aurion Biotech, Inc.                                                0.08262653
AURORA CAPITAL CORP                                                 0.08262653
Aurora Diagnostics, Inc.                                            0.08262653
AURORA ENERGY LTD                                                   0.08262653
Aurora Innovation, Inc.                                             0.08262653
Aurum, Inc.                                                         0.08262653
Ausam Energy Corp                                                   0.08262653
AUSTAL LTD                                                          0.08262653
AUSTRALIA & NEW ZEALAND BANKING GROUP LTD                           0.08262653
Australis Aquaculture Ltd                                           0.08262653
Authentic Brands Group Inc.                                         0.08262653
Autodesk, Inc.                                                      0.08262653
AutoGenomics, Inc.                                                  0.08262653
AUTOLIV INC                                                         0.08262653
AUTOMATIC DATA PROCESSING INC                                       0.08262653
AUTONATION, INC.                                                    0.08262653
Autonomix Medical, Inc.                                             0.08262653
Autopart International,Inc.                                         0.08262653
AUTOTRADER COM INC                                                  0.08262653
AutoTrader Group, Inc.                                              0.08262653
AutoWeb, Inc.                                                       0.08262653
AUTOZONE INC                                                        0.08262653
AUXILIUM PHARMACEUTICALS INC                                        0.08262653
AV Homes, Inc.                                                      0.08262653
AVADIM HEALTH, INC.                                                 0.08262653
Avago Technologies LTD                                              0.08262653
AVALANCHE INTERNATIONAL, CORP.                                      0.08262653
AVALARA, INC.                                                       0.08262653
AVALON CORP                                                         0.08262653
AVALON HOLDINGS CORP                                                0.08262653
AVALON PROPERTIES INC                                               0.08262653
AVALONBAY COMMUNITIES INC                                           0.08262653
Avalyn Pharma Inc.                                                  0.08262653
Avanade Inc.                                                        0.08262653
Avangrid, Inc.                                                      0.08262653
AVANIR PHARMACEUTICALS, INC.                                        0.08262653
AVANOS MEDICAL, INC.                                                0.08262653
AVANT CORP                                                          0.08262653
AVANTAX, INC.                                                       0.08262653
Avantor, Inc.                                                       0.08262653
AVATAR SYSTEMS INC                                                  0.08262653
Avaya Holdings Corp.                                                0.08262653
AVAYA INC                                                           0.08262653
AVEDRO INC                                                          0.08262653
AVENTIS INC                                                         0.08262653
AVENUE GROUP INC                                                    0.08262653
AVEO PHARMACEUTICALS, INC.                                          0.08262653
AvePoint, Inc.                                                      0.08262653
Avery Dennison Corp                                                 0.08262653
AVESIS INC                                                          0.08262653
AveXis, Inc.                                                        0.08262653
AVIALL INC                                                          0.08262653
AVIAT NETWORKS, INC.                                                0.08262653
Aviation Mining Solutions, Inc.                                     0.08262653
Aviation Technologies, Inc.                                         0.08262653
Avid Bioservices, Inc.                                              0.08262653
AVID TECHNOLOGY, INC.                                               0.08262653
Avidity Biosciences, Inc.                                           0.08262653
AVIENT CORP                                                         0.08262653
Avinger Inc                                                         0.08262653
AVINTIV Inc.                                                        0.08262653
Avionic Instruments LLC                                             0.08262653
Avis Budget Car Rental, LLC                                         0.08262653
AVIS BUDGET GROUP, INC.                                             0.08262653
AVISTA CORP                                                         0.08262653
AVITA Medical, Inc.                                                 0.08262653
AVIVA PLC                                                           0.08262653
AVNET INC                                                           0.08262653
AVOCA INC                                                           0.08262653
AVOCENT CORP                                                        0.08262653
AVON CAPITAL CORP                                                   0.08262653
AVON PRODUCTS INC                                                   0.08262653
AVONDALE INC                                                        0.08262653
AVP INC                                                             0.08262653
AVT, Inc.                                                           0.08262653
AvtechTyee, Inc.                                                    0.08262653
AVX Corp                                                            0.08262653
AWG LTD                                                             0.08262653
AXA FINANCIAL INC                                                   0.08262653
Axalta Coating Systems Ltd.                                         0.08262653
AXCELIS TECHNOLOGIES INC                                            0.08262653
Axcella Health Inc.                                                 0.08262653
AXIA INC                                                            0.08262653
AXIOM CORP.                                                         0.08262653
AXIS CAPITAL HOLDINGS LTD                                           0.08262653
Axogen, Inc.                                                        0.08262653
AXON ENTERPRISE, INC.                                               0.08262653
Axonics, Inc.                                                       0.08262653
Axos Financial, Inc.                                                0.08262653
Axsome Therapeutics, Inc.                                           0.08262653
AXT INC                                                             0.08262653
AXXEXS CAPITAL INC                                                  0.08262653
Ayala Pharmaceuticals, Inc.                                         0.08262653
Ayr Wellness Inc.                                                   0.08262653
AYTU BIOPHARMA, INC                                                 0.08262653
AZAZ Capital Corp.                                                  0.08262653
AZEK Co Inc.                                                        0.08262653
Azenta, Inc.                                                        0.08262653
Azitra, Inc.                                                        0.08262653
AZTEC OIL & GAS, INC.                                               0.08262653
AZTECH INTERNATIONAL LTD                                            0.08262653
AZTEK INC                                                           0.08262653
AZZ INC                                                             0.08262653
B & B B, Inc.                                                       0.08262653
B COMMUNICATIONS LTD                                                0.08262653
B Management, Inc.                                                  0.08262653
B/E AEROSPACE INC                                                   0.08262653
B&G Foods, Inc.                                                     0.08262653
B2GOLD CORP                                                         0.08262653
BA MERCHANT SERVICES INC                                            0.08262653
BAB HOLDINGS INC                                                    0.08262653
BAB, INC.                                                           0.08262653
Babcock & Wilcox Enterprises, Inc.                                  0.08262653
Babylon Ltd                                                         0.08262653
BACK YARD BURGERS INC                                               0.08262653
Backblaze, Inc.                                                     0.08262653
BACTERIN INTERNATIONAL, INC.                                        0.08262653
Bactolac Pharmaceutical, Inc.                                       0.08262653
BADGER METER INC                                                    0.08262653
BADGER STATE ETHANOL LLC                                            0.08262653
Baidu, Inc.                                                         0.08262653
BAILEY CORP                                                         0.08262653
BAKBONE SOFTWARE INC                                                0.08262653
BAKER & TAYLOR CORP                                                 0.08262653
Baker Hughes Co                                                     0.08262653
BAKERS SUPERMARKETS INC                                             0.08262653
Bakkt, Inc.                                                         0.08262653
Balance Labs, Inc.                                                  0.08262653
BALANCED CARE CORP                                                  0.08262653
BALCHEM CORP                                                        0.08262653
BALDOR ELECTRIC CO                                                  0.08262653
BALDWIN TECHNOLOGY CO INC                                           0.08262653
BALL Corp                                                           0.08262653
Ballard Power Systems, Inc.                                         0.08262653
BALLY TECHNOLOGIES, INC.                                            0.08262653
BALLY, CORP.                                                        0.08262653
BALTEK CORP                                                         0.08262653
BALTIMORE GAS & ELECTRIC CO                                         0.08262653
BANC OF CALIFORNIA, INC.                                            0.08262653
Banco Santander, S.A.                                               0.08262653
Bancorp, Inc.                                                       0.08262653
BANCORPSOUTH INC                                                    0.08262653
BANCTEC INC                                                         0.08262653
BANDAG INC                                                          0.08262653
BANDAI CO LTD                                                       0.08262653
Bandwidth Inc.                                                      0.08262653
Bang Holdings Corp.                                                 0.08262653
Bank First Corp                                                     0.08262653
BANK HAPOALIM BM                                                    0.08262653
BANK HOLDING CO                                                     0.08262653
BANK HOLDINGS                                                       0.08262653
BANK MUTUAL CORP                                                    0.08262653
Bank of Communications Co Ltd                                       0.08262653
BANK OF GRANITE CORP                                                0.08262653
BANK OF HAWAII CORP                                                 0.08262653
BANK OF NEW ENGLAND CORP                                            0.08262653
BANK OF NEW HAMPSHIRE CORP                                          0.08262653
BANK OF NEW YORK CO INC                                             0.08262653
Bank of New York Mellon Corp                                        0.08262653
BANK OF NOVA SCOTIA                                                 0.08262653
BANK OF SOUTH CAROLINA CORP                                         0.08262653
BANK OF THE OZARKS INC                                              0.08262653
BANK ONE CORP                                                       0.08262653
BANK PLUS CORP                                                      0.08262653
BANK SOUTH CORP                                                     0.08262653
BANK UNITED CORP                                                    0.08262653
Bank7 Corp.                                                         0.08262653
BANKAMERICA CORP                                                    0.08262653
BANKERS CORP                                                        0.08262653
BANKERS TRUST CORP                                                  0.08262653
BankFinancial CORP                                                  0.08262653
BANKFIRST CORP                                                      0.08262653
BANKRATE INC                                                        0.08262653
BankUnited, Inc.                                                    0.08262653
Bankwell Financial Group, Inc.                                      0.08262653
Banneker, Inc                                                       0.08262653
BANNER CORP                                                         0.08262653
BANTA CORP                                                          0.08262653
BANYAN CORP                                                         0.08262653
BAR HARBOR BANKSHARES                                               0.08262653
BARBEQUES GALORE LTD                                                0.08262653
Barclays Bank Delaware                                              0.08262653
BARCLAYS BANK PLC                                                   0.08262653
BARCLAYS PLC                                                        0.08262653
BARE ESCENTUALS INC                                                 0.08262653
Bark, Inc.                                                          0.08262653
Barnes & Noble Education, Inc.                                      0.08262653
BARNES & NOBLE INC                                                  0.08262653
BARNES GROUP INC                                                    0.08262653
BARNESANDNOBLE COM INC                                              0.08262653
BARNETT INC                                                         0.08262653
BARNEYS INC                                                         0.08262653
BARNEYS NEW YORK INC                                                0.08262653
BARRACUDA NETWORKS INC                                              0.08262653
BARRETT BUSINESS SERVICES INC                                       0.08262653
BARRICK GOLD INC                                                    0.08262653
BARRICK MINING CORP                                                 0.08262653
BARRISTER GLOBAL SERVICES NETWORK INC                               0.08262653
Barzel Industries Inc.                                              0.08262653
Baseline Energy, Inc.                                               0.08262653
BASELINE INC                                                        0.08262653
BASIC ENERGY SERVICES, INC.                                         0.08262653
Basil Street Cafe, Inc.                                             0.08262653
BASIN ELECTRIC POWER COOPERATIVE                                    0.08262653
BASSET ENTERPRISES INC                                              0.08262653
BASSETT FURNITURE INDUSTRIES INC                                    0.08262653
Bath & Body Works, Inc.                                             0.08262653
BATH IRON WORKS CORP//                                              0.08262653
BATS Global Markets, Inc.                                           0.08262653
BATTALION OIL CORP                                                  0.08262653
Baudax Bio, Inc.                                                    0.08262653
BAUSCH & LOMB INC                                                   0.08262653
Bausch Health Companies Inc.                                        0.08262653
