$contributor.employer.matched
                                                   (Intercept)  cycle2020
Alarum Technologies Ltd.                                           -0.1067322
ALASKA AIR GROUP, INC.                                             -0.1067322
ALASKA AIRLINES INC                                                -0.1067322
ALBANY MOLECULAR RESEARCH INC                                      -0.1067322
ALBEMARLE CORP                                                     -0.1067322
Albertsons Companies, Inc.                                         -0.1067322
ALBIREO PHARMA, INC.                                               -0.1067322
ALC COMMUNICATIONS CORP                                            -0.1067322
ALCAN INC                                                          -0.1067322
ALCATEL LUCENT                                                     -0.1067322
ALCATEL-LUCENT USA INC.                                            -0.1067322
Alchemia LTD                                                       -0.1067322
ALCO STORES INC                                                    -0.1067322
ALCO, INC.                                                         -0.1067322
Alcoa Corp                                                         -0.1067322
ALCON INC                                                          -0.1067322
ALDER BIOPHARMACEUTICALS INC                                       -0.1067322
Aldeyra Therapeutics, Inc.                                         -0.1067322
Alector, Inc.                                                      -0.1067322
ALERE INC.                                                         -0.1067322
ALERE WELLBEING, INC.                                              -0.1067322
Aleris Corp                                                        -0.1067322
Aleris International, Inc.                                         -0.1067322
AlerisLife Inc.                                                    -0.1067322
ALERUS FINANCIAL CORP                                              -0.1067322
Alexander & Baldwin, Inc.                                          -0.1067322
ALEXANDERS INC                                                     -0.1067322
ALEXANDRIA REAL ESTATE EQUITIES, INC.                              -0.1067322
ALEXION PHARMACEUTICALS, INC.                                      -0.1067322
ALFA CORP                                                          -0.1067322
Alfi, Inc.                                                         -0.1067322
Alibaba Group Holding Ltd                                          -0.1067322
ALIBRIS INC                                                        -0.1067322
ALICO, INC.                                                        -0.1067322
Alien Technology Corp                                              -0.1067322
ALIGN TECHNOLOGY INC                                               -0.1067322
Alignment Healthcare, Inc.                                         -0.1067322
Aligos Therapeutics, Inc.                                          -0.1067322
ALIMENTATION COUCHE TARD INC                                       -0.1067322
ALIMERA SCIENCES INC                                               -0.1067322
ALJ REGIONAL HOLDINGS INC                                          -0.1067322
ALKAMI TECHNOLOGY, INC.                                            -0.1067322
ALKERMES INC                                                       -0.1067322
ALLAIRE CORP                                                       -0.1067322
Allakos Inc.                                                       -0.1067322
ALLBRITTON COMMUNICATIONS CO                                       -0.1067322
ALLEGIANCE CORP                                                    -0.1067322
ALLEGIANCY, LLC                                                    -0.1067322
Allegiant Travel CO                                                -0.1067322
Allegion plc                                                       -0.1067322
ALLEGRO MICROSYSTEMS, INC.                                         -0.1067322
Allegro Ophthalmics, LLC                                           -0.1067322
ALLEN ENERGY CO                                                    -0.1067322
ALLEN ORGAN CO                                                     -0.1067322
Allena Pharmaceuticals, Inc.                                       -0.1067322
ALLERGAN INC                                                       -0.1067322
ALLERGY RESEARCH GROUP INC                                         -0.1067322
ALLETE INC                                                         -0.1067322
ALLIANCE ENTERTAINMENT CORP                                        -0.1067322
ALLIANCE FINANCIAL CORP                                            -0.1067322
ALLIANCE HEALTH INC                                                -0.1067322
Alliance HealthCare Services, Inc                                  -0.1067322
ALLIANCE HOLDING CO                                                -0.1067322
ALLIANCE LAUNDRY CORP                                              -0.1067322
ALLIANCE LAUNDRY SYSTEMS LLC                                       -0.1067322
ALLIANCE MEDICAL CORP                                              -0.1067322
ALLIANCE RECOVERY CORP                                             -0.1067322
ALLIANCE RESOURCE PARTNERS LP                                      -0.1067322
ALLIANCE RESOURCES CORP                                            -0.1067322
ALLIANT ENERGY CORP                                                -0.1067322
ALLIANZ SE                                                         -0.1067322
Allied Corp.                                                       -0.1067322
ALLIED DIGITAL INC                                                 -0.1067322
ALLIED ENERGY Corp                                                 -0.1067322
ALLIED GROUP INC                                                   -0.1067322
ALLIED HEALTHCARE PRODUCTS INC                                     -0.1067322
ALLIED IRISH BANKS PLC                                             -0.1067322
ALLIED RESOURCES INC                                               -0.1067322
ALLIED SECURITY INC                                                -0.1067322
ALLIED VAN LINES INC                                               -0.1067322
Allies Ltd                                                         -0.1067322
Allogene Therapeutics, Inc.                                        -0.1067322
Allot Ltd.                                                         -0.1067322
ALLOY INC                                                          -0.1067322
ALLSTATE CORP                                                      -0.1067322
ALLSTATE FINANCIAL CORP                                            -0.1067322
ALLSTATES WORLDCARGO INC                                           -0.1067322
ALLSTREAM INC                                                      -0.1067322
ALLTEL CORP                                                        -0.1067322
ALLURION TECHNOLOGIES, INC.                                        -0.1067322
ALLWASTE INC                                                       -0.1067322
Ally Financial Inc.                                                -0.1067322
Alma Lasers Ltd.                                                   -0.1067322
Almonty Industries Inc.                                            -0.1067322
ALMOST FAMILY INC                                                  -0.1067322
ALNYLAM PHARMACEUTICALS, INC.                                      -0.1067322
ALOETTE COSMETICS INC                                              -0.1067322
Aloha Petroleum, Ltd.                                              -0.1067322
ALPHA & OMEGA SEMICONDUCTOR Ltd                                    -0.1067322
ALPHA GENERATION INC                                               -0.1067322
Alpha Natural Resources, Inc.                                      -0.1067322
Alpha One Inc.                                                     -0.1067322
Alpha Teknova, Inc.                                                -0.1067322
alpha-En Corp                                                      -0.1067322
Alphabet Inc.                                                      -0.1067322
ALPHATECH INC                                                      -0.1067322
Alpine Acquisition Corp.                                           -0.1067322
Alpine Electronics, Inc.                                           -0.1067322
ALPINE IMMUNE SCIENCES, INC.                                       -0.1067322
ALPS ALPINE CO., LTD.                                              -0.1067322
Alps Electric Co Ltd                                               -0.1067322
ALR TECHNOLOGIES INC.                                              -0.1067322
Alset Inc.                                                         -0.1067322
ALSTOM                                                             -0.1067322
Alta Mesa Holdings, LP                                             -0.1067322
AltaGas Ltd.                                                       -0.1067322
Altair Engineering Inc.                                            -0.1067322
ALTERA CORP                                                        -0.1067322
ALTERITY THERAPEUTICS LTD                                          -0.1067322
Alternate Energy Solutions, Inc.                                   -0.1067322
Alternative Energy Development Corp                                -0.1067322
ALTERRA HEALTHCARE CORP                                            -0.1067322
Alteryx, Inc.                                                      -0.1067322
ALTEVA, INC.                                                       -0.1067322
ALTEX INDUSTRIES INC                                               -0.1067322
AltheaDx, Inc.                                                     -0.1067322
ALTIGEN COMMUNICATIONS INC                                         -0.1067322
Altimmune, Inc.                                                    -0.1067322
Alto Ingredients, Inc.                                             -0.1067322
Alto Neuroscience, Inc.                                            -0.1067322
ALTON REAL ESTATE INC                                              -0.1067322
Altra Industrial Motion, Inc.                                      -0.1067322
ALTRES INC                                                         -0.1067322
ALTRIA GROUP, INC.                                                 -0.1067322
ALTRON INC                                                         -0.1067322
Altus Power, Inc.                                                  -0.1067322
ALUMIS INC.                                                        -0.1067322
Alvotech                                                           -0.1067322
ALZA CORP                                                          -0.1067322
ALZHEON, INC.                                                      -0.1067322
AM COMMUNICATIONS INC                                              -0.1067322
AM GENERAL CORP                                                    -0.1067322
Amada Co Ltd                                                       -0.1067322
AMAG PHARMACEUTICALS, INC.                                         -0.1067322
AMANDA CO INC                                                      -0.1067322
AMARIN CORP PLC                                                    -0.1067322
AMAZON COM INC                                                     -0.1067322
AMB FINANCIAL CORP                                                 -0.1067322
AMBAR INC                                                          -0.1067322
AMBARELLA INC                                                      -0.1067322
Amber Hill, Inc.                                                   -0.1067322
Amber Road, Inc.                                                   -0.1067322
Ambiq Micro, Inc.                                                  -0.1067322
AMBRX INC                                                          -0.1067322
AMC ENTERTAINMENT INC                                              -0.1067322
AMC FINANCIAL INC                                                  -0.1067322
AMC INC                                                            -0.1067322
AMCOL INTERNATIONAL CORP                                           -0.1067322
AMCON DISTRIBUTING CO                                              -0.1067322
Amcor Flexibles North America, Inc.                                -0.1067322
Amcor plc                                                          -0.1067322
AMCORD INC                                                         -0.1067322
AMDOCS LTD                                                         -0.1067322
Amec Foster Wheeler plc                                            -0.1067322
AMEDISYS INC                                                       -0.1067322
AMELCO CORP                                                        -0.1067322
Amer Sports, Inc.                                                  -0.1067322
AMEREN CORP                                                        -0.1067322
Ameren Illinois Co                                                 -0.1067322
Ameresco, Inc.                                                     -0.1067322
AMEREX GROUP, INC.                                                 -0.1067322
AMERICA CAPITAL CORP                                               -0.1067322
AMERICA WEST AIRLINES INC                                          -0.1067322
AMERICAN ACHIEVEMENT CORP                                          -0.1067322
American Addiction Centers, Inc.                                   -0.1067322
American Airlines Group Inc.                                       -0.1067322
AMERICAN AIRLINES, INC.                                            -0.1067322
AMERICAN APPAREL, INC                                              -0.1067322
American Assets Trust, Inc.                                        -0.1067322
AMERICAN AXLE & MANUFACTURING INC                                  -0.1067322
AMERICAN BANK INC                                                  -0.1067322
AMERICAN BANKNOTE CORP                                             -0.1067322
AMERICAN BARGE LINE CO                                             -0.1067322
AMERICAN BATTERY TECHNOLOGY Co                                     -0.1067322
AMERICAN BENEFITS GROUP INC                                        -0.1067322
AMERICAN BILTRITE INC                                              -0.1067322
AMERICAN BIO MEDICA CORP                                           -0.1067322
AMERICAN BUSINESS CORP                                             -0.1067322
American Business Services, Inc.                                   -0.1067322
AMERICAN CAMPUS COMMUNITIES INC                                    -0.1067322
American Cannabis Company, Inc.                                    -0.1067322
AMERICAN CAPITAL PARTNERS LIMITED INC                              -0.1067322
American Carbon Corp                                               -0.1067322
AMERICAN CITY BUSINESS JOURNALS INC                                -0.1067322
AMERICAN COMMERCIAL LINES LLC                                      -0.1067322
AMERICAN CONSUMER PRODUCTS INC                                     -0.1067322
AMERICAN CORP                                                      -0.1067322
AMERICAN CRANE CORP                                                -0.1067322
American Credit Acceptance, LLC                                    -0.1067322
AMERICAN DENTAL PARTNERS INC                                       -0.1067322
AMERICAN DG ENERGY INC                                             -0.1067322
AMERICAN DISPOSAL SERVICES INC                                     -0.1067322
AMERICAN EAGLE OUTFITTERS INC                                      -0.1067322
AMERICAN EDUCATIONAL PRODUCTS INC                                  -0.1067322
AMERICAN ELECTRIC POWER CO INC                                     -0.1067322
AMERICAN ELECTRIC POWER SERVICE CORP                               -0.1067322
AMERICAN ELECTRONIC COMPONENTS INC                                 -0.1067322
American Energy Partners, Inc.                                     -0.1067322
AMERICAN ENVIRONMENTAL CORP                                        -0.1067322
AMERICAN EXPRESS CO                                                -0.1067322
AMERICAN FINANCIAL CORP                                            -0.1067322
AMERICAN FINANCIAL GROUP INC                                       -0.1067322
AMERICAN FIRST FINANCIAL INC                                       -0.1067322
AMERICAN GREETINGS CORP                                            -0.1067322
AMERICAN HEALTH INC                                                -0.1067322
American Healthcare REIT, Inc.                                     -0.1067322
AMERICAN HOMEPATIENT INC                                           -0.1067322
American Homes 4 Rent                                              -0.1067322
AMERICAN HOMESTAR CORP                                             -0.1067322
AMERICAN HONDA FINANCE CORP                                        -0.1067322
AMERICAN INDUSTRIES LTD                                            -0.1067322
American Integrity Insurance Group, Inc.                           -0.1067322
AMERICAN INTERNATIONAL GROUP, INC.                                 -0.1067322
AMERICAN INTERNATIONAL INDUSTRIES INC                              -0.1067322
AMERICAN JEWELRY CORP                                              -0.1067322
AMERICAN LAWYER MEDIA INC                                          -0.1067322
AMERICAN LEARNING Corp                                             -0.1067322
AMERICAN MEDIA INC                                                 -0.1067322
AMERICAN MEDICAL RESPONSE INC                                      -0.1067322
American Medical Systems Inc                                       -0.1067322
AMERICAN MILLENNIUM CORP INC                                       -0.1067322
AMERICAN NATIONAL INSURANCE CO                                     -0.1067322
American Oncology Network, Inc.                                    -0.1067322
American Outdoor Brands, Inc.                                      -0.1067322
AMERICAN OVERSEAS MARINE COMPANY, LLC                              -0.1067322
AMERICAN PACIFIC CORP                                              -0.1067322
AMERICAN PORTFOLIOS HOLDINGS INC                                   -0.1067322
AMERICAN POWER CORP.                                               -0.1067322
AMERICAN POWER GROUP Corp                                          -0.1067322
AMERICAN PRECISION INDUSTRIES INC                                  -0.1067322
AMERICAN PUBLIC EDUCATION INC                                      -0.1067322
American Railcar Industries, Inc.                                  -0.1067322
AMERICAN RE CORP                                                   -0.1067322
American Residential Properties, Inc.                              -0.1067322
AMERICAN RESIDENTIAL SERVICES INC                                  -0.1067322
AMERICAN RESOURCE CORP INC                                         -0.1067322
AMERICAN RESTAURANT GROUP INC                                      -0.1067322
AMERICAN ROCK SALT CO LLC                                          -0.1067322
AMERICAN SCIENCE & ENGINEERING, INC.                               -0.1067322
AMERICAN SEAFOODS CORP                                             -0.1067322
AMERICAN SEAFOODS GROUP LLC                                        -0.1067322
American Security Resources Corp.                                  -0.1067322
AMERICAN SHARED HOSPITAL SERVICES                                  -0.1067322
AMERICAN SIGNS INC                                                 -0.1067322
American Snuff Company, LLC                                        -0.1067322
AMERICAN STANDARD INC                                              -0.1067322
AMERICAN TECHNICAL CERAMICS CORP                                   -0.1067322
AMERICAN TIRE DISTRIBUTORS INC                                     -0.1067322
AMERICAN TOWER CORP                                                -0.1067322
AMERICAN TRAVELLERS CORP                                           -0.1067322
AMERICAN VANGUARD CORP                                             -0.1067322
AMERICAN VISION CENTERS INC                                        -0.1067322
AMERICAN WAGERING INC                                              -0.1067322
AMERICAN WASTE SERVICES INC                                        -0.1067322
AMERICAN WATER WORKS CO INC                                        -0.1067322
American Well Corp                                                 -0.1067322
AMERICAN WOODMARK CORP                                             -0.1067322
AMERICANA PUBLISHING INC                                           -0.1067322
AMERICAS CARMART INC                                               -0.1067322
AMERICLEAN INC                                                     -0.1067322
AMERICO LIFE INC                                                   -0.1067322
AMERICOLD REALTY TRUST                                             -0.1067322
AMERICORP INC                                                      -0.1067322
AmeriCrew Inc.                                                     -0.1067322
AMERIGAS INC                                                       -0.1067322
AMERIGROUP CORP                                                    -0.1067322
AmeriHome, Inc.                                                    -0.1067322
AMERIN CORP                                                        -0.1067322
AMERIPATH INC                                                      -0.1067322
AMERIPRISE FINANCIAL INC                                           -0.1067322
AMERISAFE INC                                                      -0.1067322
AMERISTAR CASINOS INC                                              -0.1067322
Ameritrust Corp                                                    -0.1067322
AMERITRUST GROUP, INC.                                             -0.1067322
AMERON INC                                                         -0.1067322
AMERON INTERNATIONAL CORP                                          -0.1067322
AMES CO LLC                                                        -0.1067322
Ames Companies, Inc.                                               -0.1067322
Amesite Inc.                                                       -0.1067322
Amet LLC                                                           -0.1067322
AMETEK INC                                                         -0.1067322
AMF BOWLING INC                                                    -0.1067322
AMFM INC                                                           -0.1067322
AMGEN INC                                                          -0.1067322
AMICAS, Inc.                                                       -0.1067322
AMICUS THERAPEUTICS, INC.                                          -0.1067322
AMIS HOLDINGS INC                                                  -0.1067322
AMKOR TECHNOLOGY, INC.                                             -0.1067322
AMN HEALTHCARE SERVICES INC                                        -0.1067322
Amneal Pharmaceuticals, Inc.                                       -0.1067322
AMOSKEAG CO                                                        -0.1067322
AMP INC                                                            -0.1067322
AMP PRODUCTIONS INC                                                -0.1067322
Ampac Fine Chemicals LLC                                           -0.1067322
AMPCO PITTSBURGH CORP                                              -0.1067322
AMPEX CORP                                                         -0.1067322
Amphastar Pharmaceuticals, Inc.                                    -0.1067322
Ampio Pharmaceuticals, Inc.                                        -0.1067322
Amplify Energy Corp.                                               -0.1067322
Amplify Snack Brands, INC                                          -0.1067322
Amplitude, Inc.                                                    -0.1067322
Amprius Technologies, Inc.                                         -0.1067322
AMRE INC                                                           -0.1067322
AMREP CORP.                                                        -0.1067322
AMRESCO INC                                                        -0.1067322
Amryt Pharma plc                                                   -0.1067322
AMS HEALTH SCIENCES INC                                            -0.1067322
AMS HOMECARE INC                                                   -0.1067322
AmSafe, Inc.                                                       -0.1067322
AMSCAN INC                                                         -0.1067322
AMSTAR FINANCIAL SERVICES INC                                      -0.1067322
AMSURG CORP                                                        -0.1067322
AMT Group, Inc.                                                    -0.1067322
AMTECH SYSTEMS INC                                                 -0.1067322
Amtrust Financial Services, Inc.                                   -0.1067322
Amur Equipment Finance, Inc.                                       -0.1067322
AMVESCAP PLC                                                       -0.1067322
AMWAY JAPAN LTD                                                    -0.1067322
AmWINS GROUP INC                                                   -0.1067322
AMYLIN PHARMACEUTICALS INC                                         -0.1067322
Amylyx Pharmaceuticals, Inc.                                       -0.1067322
AMYRIS, INC.                                                       -0.1067322
AN2 Therapeutics, Inc.                                             -0.1067322
ANACOMP INC                                                        -0.1067322
Anacor Pharmaceuticals, Inc.                                       -0.1067322
ANADARKO PETROLEUM CORP                                            -0.1067322
ANADIGICS INC                                                      -0.1067322
ANALEX CORP                                                        -0.1067322
ANALOG DEVICES INC                                                 -0.1067322
ANALOGIC CORP                                                      -0.1067322
ANALYSTS INTERNATIONAL CORP                                        -0.1067322
ANALYTICAL GRAPHICS INC                                            -0.1067322
Anaplan, Inc.                                                      -0.1067322
ANAPTYSBIO, INC                                                    -0.1067322
ANAREN  INC                                                        -0.1067322
ANB CORP                                                           -0.1067322
Ancestry.com Inc.                                                  -0.1067322
ANCHOR FINANCIAL CORP                                              -0.1067322
ANCHOR GLASS CONTAINER CORP                                        -0.1067322
ANCHOR LAMINA INC                                                  -0.1067322
Andalay Solar, Inc.                                                -0.1067322
ANDEAVOR LLC                                                       -0.1067322
ANDERSONS                                                          -0.1067322
Andrew Arroyo Real Estate Inc.                                     -0.1067322
ANDREW CORP                                                        -0.1067322
ANDROS INC                                                         -0.1067322
ANEW HEALTH Ltd                                                    -0.1067322
Angel Studios, Inc.                                                -0.1067322
Angi Inc.                                                          -0.1067322
ANGIODYNAMICS INC                                                  -0.1067322
ANGIOTECH PHARMACEUTICALS INC                                      -0.1067322
AngloGold Ashanti PLC                                              -0.1067322
ANHEUSER BUSCH INC                                                 -0.1067322
ANHEUSER-BUSCH COMPANIES, LLC                                      -0.1067322
ANI PHARMACEUTICALS INC                                            -0.1067322
Anika Therapeutics, Inc.                                           -0.1067322
ANIMAS CORP                                                        -0.1067322
Anixa Biosciences Inc                                              -0.1067322
ANIXTER INC                                                        -0.1067322
ANIXTER INTERNATIONAL INC                                          -0.1067322
ANN INC.                                                           -0.1067322
ANNALY CAPITAL MANAGEMENT INC                                      -0.1067322
ANNAPOLIS BANCORP INC                                              -0.1067322
ANNAS LINENS, INC.                                                 -0.1067322
Annexon, Inc.                                                      -0.1067322
ANSA COMMUNICATIONS INC                                            -0.1067322
ANSELL HEALTHCARE INC                                              -0.1067322
ANSELL LTD                                                         -0.1067322
Answers CORP                                                       -0.1067322
ANSYS INC                                                          -0.1067322
ANTARES CAPITAL CORP                                               -0.1067322
ANTARES CORP.                                                      -0.1067322
ANTARES PHARMA, INC.                                               -0.1067322
ANTEC CORP                                                         -0.1067322
Anterix Inc.                                                       -0.1067322
Antero Resources LLC                                               -0.1067322
Anthera Pharmaceuticals Inc                                        -0.1067322
ANTHONY & SYLVAN POOLS CORP                                        -0.1067322
Antios Therapeutics Inc.                                           -0.1067322
ANWORTH MORTGAGE ASSET CORP                                        -0.1067322
Anywhere Real Estate Inc.                                          -0.1067322
AOL LLC                                                            -0.1067322
Aon North America, Inc.                                            -0.1067322
Aon plc                                                            -0.1067322
AP HOLDINGS INC                                                    -0.1067322
AP SUPPORT SERVICES INC                                            -0.1067322
APA Corp                                                           -0.1067322
APA HOLDINGS INC                                                   -0.1067322
APAC CUSTOMER SERVICES, INC                                        -0.1067322
APACHE CORP                                                        -0.1067322
Apellis Pharmaceuticals, Inc.                                      -0.1067322
APERAM                                                             -0.1067322
Aperture Health, Inc.                                              -0.1067322
APERTURE TECHNOLOGIES INC                                          -0.1067322
Apex Global Brands Inc.                                            -0.1067322
APEX Global Solutions Ltd                                          -0.1067322
APEX INC                                                           -0.1067322
Apexigen, Inc.                                                     -0.1067322
APi Group Corp                                                     -0.1067322
API Technologies Corp.                                             -0.1067322
Apigee Corp                                                        -0.1067322
APL LTD                                                            -0.1067322
Apnimed, Inc.                                                      -0.1067322
APOGEE ENTERPRISES, INC.                                           -0.1067322
Apogee Therapeutics, Inc.                                          -0.1067322
Apollo Asset Management, Inc.                                      -0.1067322
APOLLO EDUCATION GROUP INC                                         -0.1067322
Apollo Endosurgery, Inc.                                           -0.1067322
Apollo Global Management, Inc.                                     -0.1067322
Appalachian Mountain Brewery, Inc.                                 -0.1067322
APPALACHIAN POWER CO                                               -0.1067322
APPDYNAMICS INC                                                    -0.1067322
APPFOLIO INC                                                       -0.1067322
Appgate, Inc.                                                      -0.1067322
AppHarvest, Inc.                                                   -0.1067322
APPIAN, INC.                                                       -0.1067322
Apple Hospitality REIT, Inc.                                       -0.1067322
Apple Inc.                                                         -0.1067322
APPLEBEES INTERNATIONAL INC                                        -0.1067322
APPLICA INC                                                        -0.1067322
APPLIED BIOSYSTEMS INC.                                            -0.1067322
APPLIED COMPUTER TECHNOLOGY INC                                    -0.1067322
Applied Digital Corp.                                              -0.1067322
APPLIED ENERGETICS, INC.                                           -0.1067322
APPLIED IMAGING CORP                                               -0.1067322
APPLIED INDUSTRIAL TECHNOLOGIES INC                                -0.1067322
APPLIED INNOVATION INC                                             -0.1067322
Applied Medical Corp                                               -0.1067322
APPLIED MICRO CIRCUITS CORP                                        -0.1067322
Applied Molecular Transport Inc.                                   -0.1067322
APPLIED OPTOELECTRONICS, INC.                                      -0.1067322
APPLIED RESEARCH CORP                                              -0.1067322
APPLIED SYSTEMS INC                                                -0.1067322
Applied Therapeutics, Inc.                                         -0.1067322
AppLovin Corp                                                      -0.1067322
Approach Resources Inc                                             -0.1067322
Apptio Inc                                                         -0.1067322
APPVION, INC.                                                      -0.1067322
Aprea Therapeutics, Inc.                                           -0.1067322
APRECIA INC                                                        -0.1067322
APRIA HEALTHCARE GROUP INC                                         -0.1067322
Apria, Inc.                                                        -0.1067322
Aprimo, INC                                                        -0.1067322
APRINOIA Therapeutics Inc.                                         -0.1067322
APS HEALTHCARE INC                                                 -0.1067322
APS MEDICAL LLC                                                    -0.1067322
APTARGROUP, INC.                                                   -0.1067322
Aptevo Therapeutics Inc.                                           -0.1067322
Aptinyx Inc.                                                       -0.1067322
Aptiv PLC                                                          -0.1067322
Aptiv Solutions, Inc.                                              -0.1067322
Aptose Biosciences Inc.                                            -0.1067322
Apttus Corp                                                        -0.1067322
APTUS CORP                                                         -0.1067322
APW LTD                                                            -0.1067322
Apyx Medical Corp                                                  -0.1067322
AQUA CHEM INC                                                      -0.1067322
Aqua Metals, Inc.                                                  -0.1067322
AQUABOUNTY TECHNOLOGIES INC                                        -0.1067322
AQUANTIA CORP                                                      -0.1067322
AQUARION CO                                                        -0.1067322
Aquestive Therapeutics, Inc.                                       -0.1067322
AQUILA  INC                                                        -0.1067322
AR ASSOCIATES INC                                                  -0.1067322
ARADIGM CORP                                                       -0.1067322
ARAMARK CORP                                                       -0.1067322
Aramark Services, Inc.                                             -0.1067322
ARAMEX INTERNATIONAL LTD                                           -0.1067322
ARATANA THERAPEUTICS, INC.                                         -0.1067322
Aravive, Inc.                                                      -0.1067322
ARBER HOLDINGS                                                     -0.1067322
ARBITRON INC                                                       -0.1067322
ARBOR PARTNERS LTD                                                 -0.1067322
Arbor Realty SR Inc                                                -0.1067322
ARBOR REALTY TRUST INC                                             -0.1067322
ArborGen Inc.                                                      -0.1067322
Arbutus Biopharma Corp                                             -0.1067322
ARC DOCUMENT SOLUTIONS, INC.                                       -0.1067322
ARC Group, Inc.                                                    -0.1067322
ARC INTERNATIONAL CORP                                             -0.1067322
ARC RESOURCES LTD.                                                 -0.1067322
Arcadia Biosciences, Inc.                                          -0.1067322
ARCADIA INVESTMENTS INC                                            -0.1067322
ARCADIAN CORP                                                      -0.1067322
Arcadium Lithium plc                                               -0.1067322
Arcellx, Inc.                                                      -0.1067322
ArcelorMittal /                                                    -0.1067322
ARCH CAPITAL GROUP LTD.                                            -0.1067322
ARCH RESOURCES, INC.                                               -0.1067322
Archaea Energy Inc.                                                -0.1067322
Archer Aviation Inc.                                               -0.1067322
Archer Ltd                                                         -0.1067322
Archer-Daniels-Midland Co                                          -0.1067322
ArcherDX, Inc.                                                     -0.1067322
ARCHON INC                                                         -0.1067322
Archrock, Inc.                                                     -0.1067322
ARCHSTONE                                                          -0.1067322
Arcimoto Inc                                                       -0.1067322
Arcland Energy Corp                                                -0.1067322
Arconic Corp                                                       -0.1067322
Arcosa, Inc.                                                       -0.1067322
Arcturus Therapeutics Ltd.                                         -0.1067322
Arcus Biosciences, Inc.                                            -0.1067322
ARCUS INC                                                          -0.1067322
Arcutis Biotherapeutics, Inc.                                      -0.1067322
ARDELYX, INC.                                                      -0.1067322
ARDEN GROUP INC                                                    -0.1067322
ARDEN REALTY INC                                                   -0.1067322
ARDENT COMMUNICATIONS INC                                          -0.1067322
ARDENT HEALTH SERVICES LLC                                         -0.1067322
Ardent Health, Inc.                                                -0.1067322
ARENA PHARMACEUTICALS INC                                          -0.1067322
ARENA RESOURCES INC                                                -0.1067322
Ares Management Corp                                               -0.1067322
ARETE INDUSTRIES INC                                               -0.1067322
ARG PROPERTY MANAGEMENT CORP                                       -0.1067322
ARGAN INC                                                          -0.1067322
ARGEN CORP                                                         -0.1067322
Argo Group International Holdings, Inc.                            -0.1067322
ARGO GROUP US, INC.                                                -0.1067322
ARGO TECH CORP                                                     -0.1067322
ARGON ST, Inc.                                                     -0.1067322
ARGOS THERAPEUTICS INC                                             -0.1067322
Argus Capital Corp.                                                -0.1067322
ARGUSS COMMUNICATIONS INC                                          -0.1067322
Arhaus, Inc.                                                       -0.1067322
ARIAD PHARMACEUTICALS INC                                          -0.1067322
ARIBA INC                                                          -0.1067322
Aridis Pharmaceuticals, Inc.                                       -0.1067322
ARIEL CORP                                                         -0.1067322
Ariosa Diagnostics, Inc.                                           -0.1067322
ARIS CORP/                                                         -0.1067322
ARIS INDUSTRIES INC                                                -0.1067322
Arise Technologies Inc.                                            -0.1067322
Arista Networks, Inc.                                              -0.1067322
ARISTOTLE CORP                                                     -0.1067322
ARISTOTLE INTERNATIONAL INC                                        -0.1067322
Arita Energy, Inc.                                                 -0.1067322
ARIZONA CHARLIES INC                                               -0.1067322
Arizona Chemical Ltd.                                              -0.1067322
ARIZONA PUBLIC SERVICE CO                                          -0.1067322
ARK RESTAURANTS CORP                                               -0.1067322
ARKEMA                                                             -0.1067322
ARKO Corp.                                                         -0.1067322
ARKONA INC                                                         -0.1067322
ARKWIN INDUSTRIES INC                                              -0.1067322
ARLEN CORP                                                         -0.1067322
Arlington Asset Investment Corp.                                   -0.1067322
Arlo Technologies, Inc.                                            -0.1067322
ARM HOLDINGS PLC                                                   -0.1067322
Arma Services Inc                                                  -0.1067322
Armada Oil, Inc.                                                   -0.1067322
ARMADA WATER ASSETS INC                                            -0.1067322
Armata Pharmaceuticals, Inc.                                       -0.1067322
ARMCO INC                                                          -0.1067322
Armstrong Energy, Inc.                                             -0.1067322
ARMSTRONG ENTERPRISES INC                                          -0.1067322
Armstrong Flooring, Inc.                                           -0.1067322
ARMSTRONG WORLD INDUSTRIES INC                                     -0.1067322
ARMTEC COUNTERMEASURES CO                                          -0.1067322
Arno Therapeutics, Inc                                             -0.1067322
Arog Pharmaceuticals, Inc.                                         -0.1067322
AROTECH CORP                                                       -0.1067322
Arq, Inc.                                                          -0.1067322
ARQULE INC                                                         -0.1067322
ARRAY BIOPHARMA INC                                                -0.1067322
Array Technologies, Inc.                                           -0.1067322
