$contributor.employer.matched
                                                   (Intercept)  cycle2020
COLOR SPOT NURSERIES INC                         -0.4205644844 0.08296006
COLORADO PRIME CORP                              -0.3641038420 0.08296006
COLORADO WYOMING RESERVE CO                       0.5734740503 0.08296006
CoLucid Pharmaceuticals, Inc.                    -0.2439627747 0.08296006
COLUMBIA ENERGY CORP.                            -0.4424982973 0.08296006
COLUMBIA FINANCIAL CORP                          -0.1810720347 0.08296006
Columbia Pipeline Group, Inc.                     0.1725330869 0.08296006
COLUMBIA PROPERTY TRUST, INC.                    -0.1657713820 0.08296006
COLUMBIA SPORTSWEAR CO                           -0.4180030215 0.08296006
COLUMBUS MCKINNON CORP                           -0.4475365703 0.08296006
COLUMBUS NETWORKS CORP                           -0.5222433581 0.08296006
COM SYSTEMS INC                                  -0.2832682660 0.08296006
COMBINE CORP                                     -0.3199746857 0.08296006
COMBINED INSURANCE CO OF AMERICA                 -0.3462691381 0.08296006
COMCAST CABLE COMMUNICATIONS LLC                 -0.1768746472 0.08296006
COMCAST CABLE HOLDINGS LLC                        0.0894719880 0.08296006
COMCAST CORP                                     -0.3885188799 0.08296006
COMCAST HOLDINGS CORP                             0.7381563327 0.08296006
COMCAST MO GROUP INC                              0.6877600606 0.08296006
COMDISCO INC                                      0.3572878113 0.08296006
COMENITY BANK                                    -0.3887069332 0.08296006
COMERICA BANK                                    -0.1326170872 0.08296006
COMERICA INC                                      0.9947956156 0.08296006
COMFORCE CORP                                    -0.3848522875 0.08296006
COMFORT SYSTEMS USA INC                          -0.0977815867 0.08296006
COMMAND SECURITY CORP                            -0.4685032338 0.08296006
COMMAND SYSTEMS INC                              -0.3817337604 0.08296006
COMMEMORATIVE BRANDS INC                         -0.4197309340 0.08296006
CommerceHub, Inc.                                -0.4021425939 0.08296006
COMMERCIAL CREDIT CO                              0.2873328192 0.08296006
COMMERCIAL MANAGEMENT INC                        -0.4235327768 0.08296006
COMMERCIAL METALS Co                              0.4715016833 0.08296006
COMMERCIAL PROPERTIES 1 LP                       -0.2507739252 0.08296006
Commercial Vehicle Group, Inc.                   -0.5990556429 0.08296006
COMMONWEALTH BANK OF AUSTRALIA                   -0.4611833954 0.08296006
COMMONWEALTH EDISON Co                           -0.2043968236 0.08296006
COMMONWEALTH ELECTRIC CO                         -0.1011364720 0.08296006
COMMONWEALTH ENERGY CORP                         -0.1858794480 0.08296006
COMMONWEALTH ENERGY SYSTEM                       -0.3619492923 0.08296006
COMMONWEALTH OF AUSTRALIA                        -0.1700977404 0.08296006
COMMSCOPE INC                                    -0.2615172369 0.08296006
COMMUNICATION DEVELOPMENT CORP                   -0.0043562592 0.08296006
COMMUNICATIONS & POWER INDUSTRIES LLC            -0.2700820192 0.08296006
Community Alliance, Inc.                         -0.3764018390 0.08296006
Community Bankers Trust Corp                      0.1428689758 0.08296006
COMMUNITY BANKS INC /PA/                         -0.2304822352 0.08296006
COMMUNITY CARE SERVICES INC                      -0.3702896899 0.08296006
Community Choice Financial Inc.                  -0.1854879101 0.08296006
COMMUNITY FIRST INC                              -0.3113072630 0.08296006
COMMUNITY HEALTH SYSTEMS INC                     -0.3271285663 0.08296006
Community Healthcare Trust Inc                    0.4812642819 0.08296006
COMMUNITY WEST BANCSHARES /                       0.3584112851 0.08296006
COMMVAULT SYSTEMS INC                            -0.3554405403 0.08296006
Comp Services, Inc.                              -0.2833743959 0.08296006
COMPANY DOCTOR                                   -0.1511895510 0.08296006
Company Name                                     -0.3799969096 0.08296006
COMPARE INC                                      -0.4560930403 0.08296006
COMPASS BANCSHARES INC                            1.0929181532 0.08296006
Compass Diversified Holdings                     -0.1197316567 0.08296006
COMPASS GROUP PLC                                -0.4004356817 0.08296006
COMPASS Pathways plc                             -0.3768065390 0.08296006
Compass Therapeutics, Inc.                       -0.4665258714 0.08296006
Compass, Inc.                                    -0.3444145699 0.08296006
COMPLETE GENOMICS INC                            -0.5091945997 0.08296006
COMPLETE MANAGEMENT INC                          -0.2595211775 0.08296006
COMPLETE WELLNESS CENTERS INC                    -0.4120412032 0.08296006
COMPOSITE SOLUTIONS INC                           0.5591553631 0.08296006
COMPREHENSIVE HEALTHCARE SOLUTIONS INC            0.1558955860 0.08296006
COMPRESSION LABS INC                              0.4351574952 0.08296006
COMPUCOM SYSTEMS INC                             -0.4512592572 0.08296006
COMPUCREDIT CORP                                  0.9433491584 0.08296006
COMPUDYNE CORP                                   -0.4283804267 0.08296006
COMPUGEN LTD                                     -0.4235399888 0.08296006
COMPUMED INC                                     -0.2023595873 0.08296006
COMPUSA INC                                      -0.6197076403 0.08296006
COMPUSERVE CORP                                  -0.2740231318 0.08296006
COMPUTER GENERATED SOLUTIONS INC                 -0.3111171616 0.08296006
COMPUTER POWER INC                               -0.3774172303 0.08296006
COMPUTER SCIENCES CORP                           -0.2202953655 0.08296006
Computer Software Innovations, Inc.              -0.2986301395 0.08296006
COMPUTER SOLUTIONS, INC.                         -0.2312596052 0.08296006
COMPUTER TASK GROUP INC                          -0.2979817563 0.08296006
COMPUWARE CORP                                   -0.3979016297 0.08296006
COMSAT CORP                                      -0.2820373583 0.08296006
COMSCORE, INC.                                   -0.4068616543 0.08296006
Comstock Holding Companies, Inc.                 -0.2667988206 0.08296006
Comstock Inc.                                    -0.4418642529 0.08296006
COMSTOCK RESOURCES INC                           -0.2120148168 0.08296006
COMTEX NEWS NETWORK INC                          -0.3324357394 0.08296006
COMTREX SYSTEMS CORP                              1.2508499210 0.08296006
COMVERGE, INC.                                   -0.6630108326 0.08296006
Con-way Inc.                                     -0.2960616161 0.08296006
CONAGRA BRANDS INC.                              -0.2718295212 0.08296006
CONCENTRA CORP                                   -0.3121933805 0.08296006
CONCENTRIC ENERGY CORP                           -0.2967293804 0.08296006
Concentrix Corp                                  -0.4553974633 0.08296006
CONCERO INC                                      -0.2946636557 0.08296006
CONCERT PHARMACEUTICALS, INC.                    -0.2989039147 0.08296006
CONCHO RESOURCES INC                              0.5306889237 0.08296006
CONCORD ENERGY INC                               -0.0528218055 0.08296006
CONCORD FABRICS INC                              -0.2482233603 0.08296006
CONCORDE CAREER COLLEGES INC                     -0.2475680935 0.08296006
Concordia Financial Group, Ltd.                  -0.3164242632 0.08296006
CONCOURS GROUP INC                               -0.3401269942 0.08296006
Concrete Pumping Holdings, Inc.                   0.3564101605 0.08296006
CONCUR TECHNOLOGIES INC                          -0.4034505498 0.08296006
CONCURRENT COMPUTER CORP                         -0.5308438400 0.08296006
CONDOR CAPITAL INC                               -0.4966145219 0.08296006
CONDUENT Inc                                     -0.3719046800 0.08296006
CONEXANT SYSTEMS INC                              0.1313206241 0.08296006
Confluence Acquisition Partners I, Inc.           0.2660981407 0.08296006
Confluent, Inc.                                  -0.3086172322 0.08296006
Conformis Inc                                    -0.3994689855 0.08296006
CONGOLEUM CORP                                   -0.5198714005 0.08296006
CONMED Corp                                      -0.3736608945 0.08296006
CONNECTED CORP                                   -0.2884655882 0.08296006
CONNECTICUT NATURAL GAS CORP                      0.1435777861 0.08296006
Connection Media Inc                             -0.3736523944 0.08296006
CONNECTURE INC                                   -0.4640511546 0.08296006
CONNEXUS CORP                                    -0.3833717006 0.08296006
CONNING INC.                                      0.4863287461 0.08296006
CONNS INC                                        -0.3628592760 0.08296006
CONOCOPHILLIPS CO                                 0.0120550170 0.08296006
CONRAD CO                                        -0.1365566917 0.08296006
CONRAD HERBERT                                   -0.3820087736 0.08296006
CONRAD INDUSTRIES INC                             0.1368975890 0.08296006
CONRAIL INC                                      -0.4014486636 0.08296006
CONSECO INC                                      -0.3554461829 0.08296006
Consensus Cloud Solutions, Inc.                  -0.3546983791 0.08296006
CONSILIUM INC                                    -0.3432851092 0.08296006
CONSOLIDATED CONTAINER CO LLC                    -0.4516827958 0.08296006
CONSOLIDATED EDISON CO OF NEW YORK INC           -0.4616048660 0.08296006
CONSOLIDATED EDISON INC                          -0.3742129038 0.08296006
CONSOLIDATED ENERGY INC                           0.4530247779 0.08296006
Constant Contact, Inc.                           -0.4626398327 0.08296006
CONSTELLATION BRANDS, INC.                       -0.3875092719 0.08296006
Constellation Energy Corp                        -0.2368391941 0.08296006
CONSTELLATION ENERGY GENERATION LLC               0.8215692759 0.08296006
CONSTELLATION ENERGY GROUP INC                    0.8906179700 0.08296006
CONSTELLATION PHARMACEUTICALS INC                -0.3530752469 0.08296006
CONSTELLATION SOFTWARE INC                       -0.2341997653 0.08296006
Construction Partners, Inc.                       0.6174833513 0.08296006
CONSUMER PORTFOLIO SERVICES, INC.                -0.4365282270 0.08296006
ConsumerDirect, Inc                              -0.2683186459 0.08296006
CONSUMERS ENERGY CO                              -0.3708841093 0.08296006
CONSUMERS FINANCIAL CORP                         -0.3374821885 0.08296006
CONTEMPORARY SOLUTIONS, INC.                     -0.3613380337 0.08296006
Context Therapeutics Inc.                        -0.3085395583 0.08296006
ContextLogic Inc.                                -0.3792981896 0.08296006
CONTINENTAL AG                                   -0.5700415496 0.08296006
CONTINENTAL AIRLINES INC                          0.0435287864 0.08296006
CONTINENTAL BANK CORP                             1.4069070900 0.08296006
Continental Building Products, Inc.              -0.6141649694 0.08296006
CONTINENTAL CORP                                 -0.4115492278 0.08296006
CONTINENTAL GENERAL INSURANCE CO                 -0.4103630719 0.08296006
CONTINENTAL HOMES OF TEXAS LP                    -0.3498194374 0.08296006
CONTINENTAL MATERIALS CORP                       -0.0688608175 0.08296006
CONTINENTAL RESOURCES, INC                        0.1937113833 0.08296006
CONTINUCARE CORP                                 -0.1424327940 0.08296006
CONTINUUM CO INC                                 -0.4142037142 0.08296006
CONTOUR ENERGY CO                                 0.5833839803 0.08296006
CONTRAFECT Corp                                  -0.2873930692 0.08296006
CONTRAN CORP                                     -0.2168164563 0.08296006
CONTROL DEVICES INC                               0.4867744578 0.08296006
CONTROL4 CORP                                    -0.3766714046 0.08296006
CONVERA Corp                                     -0.3255656006 0.08296006
CONVERGENT COMMUNICATIONS INC /CO                -0.1792425317 0.08296006
ConvergeOne Holdings, Inc.                       -0.1710178021 0.08296006
CONVERGEX INC.                                   -0.2874265909 0.08296006
CONVERSANT, INC.                                 -0.4606734172 0.08296006
CONVERSE INC                                     -0.4046464827 0.08296006
CONVERSION TECHNOLOGIES INTERNATIONAL INC        -0.3036683881 0.08296006
Convio, Inc.                                     -0.3060163012 0.08296006
CONYERS NISSAN INC                               -0.2216185559 0.08296006
Cool Co Ltd.                                     -0.3127919376 0.08296006
COOL SPRINGS LP                                  -0.4308669463 0.08296006
COOPER COMPANIES, INC.                           -0.2748970569 0.08296006
COOPER DEVELOPMENT CO                             0.9412647413 0.08296006
COOPER RICHARD S                                  0.5702279313 0.08296006
COOPER TIRE & RUBBER CO                          -0.2662670391 0.08296006
Cooper-Standard Automotive Inc.                  -0.2955945514 0.08296006
COORS BREWING CO                                  0.6536184128 0.08296006
COORSTEK INC                                     -0.3323827238 0.08296006
COPART INC                                       -0.0599345587 0.08296006
COPE INC                                         -0.5570650580 0.08296006
COPPERWELD CORP                                  -0.3116642852 0.08296006
COPPS CORP                                       -0.3905982492 0.08296006
COPYRIGHT INC                                    -0.2655277815 0.08296006
COR DEVELOPMENT LLC                              -0.0058284120 0.08296006
CORAL GROUP LTD                                   0.0171385819 0.08296006
CORAL SYSTEMS INC                                -0.3065827007 0.08296006
CORAM HEALTHCARE CORP                            -0.5105941439 0.08296006
CORCENTRIC, INC.                                 -0.0826616375 0.08296006
CORCEPT THERAPEUTICS INC                         -0.4651231101 0.08296006
CORCOM INC                                       -0.3630065171 0.08296006
CORDIA CORP                                       0.1819821282 0.08296006
CORDILLERA COMMUNICATIONS CORP                    0.4522156217 0.08296006
CORDILLERA CORP                                  -0.4383681467 0.08296006
CORDIS CORP                                      -0.3182154693 0.08296006
Core & Main, Inc.                                -0.3794669317 0.08296006
CORE INC                                         -0.3836242633 0.08296006
CORE INDUSTRIES INC                              -0.4936442402 0.08296006
Core Laboratories LP                             -0.5248205769 0.08296006
CORE MARK INTERNATIONAL INC                      -0.3804773745 0.08296006
CORE MEDICAL GROUP, INC.                         -0.4519203667 0.08296006
CORE MOLDING TECHNOLOGIES INC                    -0.3563127601 0.08296006
Corebridge Financial, Inc.                       -0.5157261735 0.08296006
CoreCard Corp                                    -0.4744947417 0.08296006
CoreCivic, Inc.                                  -0.0570256722 0.08296006
COREL CORP                                       -0.2466898341 0.08296006
CORELOGIC, INC.                                  -0.4373976409 0.08296006
CorePoint Lodging Inc.                           -0.3992197982 0.08296006
CoreWeave, Inc.                                  -0.3315562303 0.08296006
CORGENIX MEDICAL CORP/CO                         -0.5261238259 0.08296006
Corindus Vascular Robotics, Inc.                 -0.1281098781 0.08296006
CORINTHIAN COLLEGES INC                          -0.3095786216 0.08296006
Corium International, Inc.                       -0.3874040283 0.08296006
CORIXA CORP                                      -0.2025580550 0.08296006
CorMedix Inc.                                    -0.2869147100 0.08296006
CORNERSTONE BRANDS INC                           -0.4911181221 0.08296006
Cornerstone Building Brands, Inc.                -0.4214233001 0.08296006
CORNERSTONE FINANCIAL CORP                        0.0202278670 0.08296006
CORNERSTONE MANAGEMENT, INC.                     -0.2749897850 0.08296006
Cornerstone OnDemand Inc                         -0.3008489898 0.08296006
CORNERSTONE PROPERTIES INC                        0.5724164295 0.08296006
CORONADO RESOURCES INC                            0.4896307766 0.08296006
CORPAY, INC.                                     -0.4093713753 0.08296006
Corporate Investments Group, Inc                 -0.3749088543 0.08296006
Corporate Resource Services, Inc.                -0.4879898295 0.08296006
CORRECTIONAL SERVICES CORPORATION, LLC           -0.2429382737 0.08296006
CORRECTIONS CORP OF AMERICA                       0.3559394699 0.08296006
Corridor Communications Corp                     -0.3738487344 0.08296006
Corsair Components, Inc.                         -0.4126928893 0.08296006
Corsair Gaming, Inc.                             -0.3352933345 0.08296006
CORT BUSINESS SERVICES CORP                      -0.3151529713 0.08296006
Corteva, Inc.                                    -0.3547399525 0.08296006
CORTINA SYSTEMS INC                              -0.2968536438 0.08296006
CORUS ENTERTAINMENT INC                          -0.5059202571 0.08296006
CORUS GROUP PLC                                  -0.4883935031 0.08296006
CORUS PHARMA INC                                 -0.5446695570 0.08296006
CORVEL CORP                                      -0.4202763425 0.08296006
Corvex, Inc.                                     -0.2319620831 0.08296006
Corvus Pharmaceuticals, Inc.                     -0.8019291591 0.08296006
COSI INC                                         -0.3741937493 0.08296006
COSMO COMMUNICATIONS CORP                        -0.2081960850 0.08296006
COST U LESS INC                                  -0.4216580291 0.08296006
COSTA INC                                        -0.3456688409 0.08296006
COSTAR GROUP, INC.                               -0.4214051283 0.08296006
COSTCO CO INC                                    -0.4108419925 0.08296006
Coterra Energy Inc.                               0.4967216226 0.08296006
Cotiviti Holdings, Inc.                          -0.3545971059 0.08296006
COTT BEVERAGES INC                               -0.1329564661 0.08296006
COTY INC.                                        -0.3291226918 0.08296006
COTY US INC                                      -0.2044269686 0.08296006
Couchbase, Inc.                                  -0.3272331814 0.08296006
COUNTERPATH CORP                                 -0.3520158041 0.08296006
COUNTRY FAIR INC                                 -0.3220956673 0.08296006
COUNTRYWIDE FINANCIAL CORP                        0.5611758440 0.08296006
COUNTY BANK CORP                                 -0.3568220178 0.08296006
COUNTY FINANCIAL CORP                            -0.2674021994 0.08296006
COUNTY OF SAN DIEGO                              -0.0859038787 0.08296006
COUNTY SEAT INC                                  -0.5635495951 0.08296006
Coupa Software Inc                               -0.2208875549 0.08296006
Coupang, Inc.                                    -0.4498333473 0.08296006
COURIER Corp                                     -0.2993486072 0.08296006
Coursera, Inc.                                   -0.2893396837 0.08296006
COURTESY FORD LLC                                -0.5276120902 0.08296006
COUSINS PROPERTIES INC                            0.1558711919 0.08296006
COVANCE INC                                      -0.4177168694 0.08296006
COVANTA ENERGY CORP                              -0.0076179336 0.08296006
COVANTA HOLDING CORP                             -0.5627001495 0.08296006
COVENANT LOGISTICS GROUP, INC.                   -0.3506348180 0.08296006
COVENTRY CORP                                    -0.3783830322 0.08296006
COVENTRY HEALTH CARE INC                         -0.4582175701 0.08296006
COVETRUS, INC.                                   -0.4132418245 0.08296006
Covia Holdings Corp                              -0.5292827041 0.08296006
Covidien Ltd                                     -0.4983725755 0.08296006
Covisint Corp                                    -0.4331222588 0.08296006
COWEN INC.                                       -0.1257220269 0.08296006
COX RADIO INC                                     0.3334264944 0.08296006
Coya Therapeutics, Inc.                          -0.3789939385 0.08296006
Coyuchi, Inc.                                    -0.3846786809 0.08296006
COZZI IRON & METAL INC                            0.5002204777 0.08296006
CP LTD PARTNERSHIP                                0.4950438110 0.08296006
CP&P INC                                         -0.3650869478 0.08296006
CPAC INC                                         -0.1798780313 0.08296006
CPG INTERNATIONAL INC.                           -0.3239789811 0.08296006
CPG PARTNERS LP                                  -0.7928286254 0.08296006
CPI AEROSTRUCTURES INC                           -0.3415831203 0.08296006
CPI Card Group Inc.                              -0.2761651575 0.08296006
CPI CORP                                         -0.3070064481 0.08296006
CPI INTERNATIONAL, INC.                          -0.4012308964 0.08296006
CPM Holdings, Inc.                               -0.5355140071 0.08296006
CPT HOLDINGS INC                                 -0.4230603835 0.08296006
CRA HOLDINGS INC                                 -0.5396900823 0.08296006
CRA INTERNATIONAL, INC.                          -0.2063442694 0.08296006
CRACKER BARREL OLD COUNTRY STORE INC             -0.2049407442 0.08296006
CRAFT BREW ALLIANCE, INC.                        -0.4183197721 0.08296006
CRAFTMADE INTERNATIONAL INC                      -0.3158899683 0.08296006
CRAIG CORP                                        0.0855888938 0.08296006
CRAIN INDUSTRIES INC                             -0.0977322401 0.08296006
CRAMER INC                                       -0.4597632167 0.08296006
Crane Co                                         -0.3142032217 0.08296006
Crane NXT, Co.                                   -0.2418403991 0.08296006
CRAWFORD & CO                                    -0.2511180700 0.08296006
CRAY COMPUTER CORP                               -0.2591356617 0.08296006
CRAY INC                                         -0.3385903771 0.08296006
CRC Health, LLC                                  -0.4665541564 0.08296006
CRD HOLDINGS INC                                 -0.3949976000 0.08296006
Creations Inc                                    -0.5502008444 0.08296006
CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.        0.1338362372 0.08296006
CREATIVE REALITIES, INC.                         -0.3330121508 0.08296006
CREATIVE RESOURCES INC                           -0.2493863775 0.08296006
CREATIVE TECHNOLOGIES CORP                       -0.4625786605 0.08296006
CREATIVE TECHNOLOGY LTD                          -0.3696610034 0.08296006
CREDIT ACCEPTANCE CORP                           -0.4959255827 0.08296006
CREDIT CONCEPTS INC                               1.0543014201 0.08296006
Credit Suisse (USA) LLC                          -0.3930906180 0.08296006
CREDIT SUISSE AG                                  0.4137056085 0.08296006
CreditCards.com, Inc.                            -0.2884985407 0.08296006
CREDITRISKMONITOR COM INC                        -0.3654252510 0.08296006
CREIGHTON CORP                                   -0.3769621866 0.08296006
CREO INC                                         -0.3925431940 0.08296006
CRESCENT MOON INC                                -0.2484116270 0.08296006
Cresco Labs Inc.                                 -0.3535143946 0.08296006
Crestwood Equity Partners LP                      0.1803717390 0.08296006
Crestwood Midstream Partners LP                  -0.3761206588 0.08296006
Crexendo, Inc.                                    0.7635699624 0.08296006
CreXus Investment Corp.                           0.3360138785 0.08296006
CRH AMERICA INC                                  -0.2719406784 0.08296006
CRH Medical Corp                                 -0.0031514111 0.08296006
CRICKET COMMUNICATIONS INC                       -0.5605928652 0.08296006
Cricut, Inc.                                     -0.3628178792 0.08296006
Crimson Wine Group, Ltd                          -0.4138664368 0.08296006
Crinetics Pharmaceuticals, Inc.                  -0.2549592689 0.08296006
CRITICAL PATH INC                                -0.3546635896 0.08296006
Critical Solutions, Inc.                          0.0848870988 0.08296006
Crocs, Inc.                                      -0.4845082545 0.08296006
Cronos Group Inc.                                -0.1737974749 0.08296006
CROPKING INC                                      0.1777913932 0.08296006
CROSS COUNTRY HEALTHCARE INC                     -0.4010843653 0.08296006
Cross Match Technologies, Inc.                   -0.2090919021 0.08296006
CrossAmerica Partners LP                         -0.6754157049 0.08296006
CROSSCOMM CORP                                   -0.2683953867 0.08296006
Crossfire Capital Corp.                          -0.3546666955 0.08296006
CROSSPOINT VENTURE PARTNERS                       0.9907948068 0.08296006
CROSSROADS SYSTEMS INC                            0.0544253624 0.08296006
CROSSWORLDS SOFTWARE INC                          0.1504557410 0.08296006
CrowdStrike Holdings, Inc.                       -0.3719760614 0.08296006
CROWLEY MARITIME CORP                            -0.4700171220 0.08296006
CROWN Americas LLC                               -0.3542413318 0.08296006
CROWN CASTLE INC.                                -0.3780460329 0.08296006
CROWN CORK & SEAL CO INC                         -0.4119408306 0.08296006
Crown Electrokinetics Corp.                      -0.1089349871 0.08296006
CROWN ENERGY CORP                                -0.4087362749 0.08296006
CROWN HOLDINGS, INC.                             -0.1559091451 0.08296006
CROWN MEDIA HOLDINGS INC                         -0.3401714600 0.08296006
CROWN NORTHCORP INC                              -0.3270593866 0.08296006
CRSS INC                                         -0.2179947086 0.08296006
CRT PROPERTIES INC                               -0.2315656487 0.08296006
CRUISE AMERICA INC                                0.2189047488 0.08296006
Cruise, LLC                                      -0.4168309929 0.08296006
Cryoport, Inc.                                   -0.4298374832 0.08296006
Crypto Co                                        -0.2367306575 0.08296006
CRYSLER CORP                                      0.2630242974 0.08296006
CRYSTAL MOUNTAIN INC                             -0.4209870108 0.08296006
CS Disco, Inc.                                   -0.3573706693 0.08296006
CSC HOLDINGS LLC                                 -0.3796455538 0.08296006
CSES, LLC                                        -0.3873562083 0.08296006
CSG SYSTEMS INTERNATIONAL INC                    -0.5808305706 0.08296006
CSI Compressco LP                                 0.7089107832 0.08296006
CSI HOLDINGS INC                                 -0.5154605308 0.08296006
CSI TECHNOLOGIES INC                             -0.5317628098 0.08296006
CSK AUTO CORP                                    -0.5573035576 0.08296006
CSMC LLC                                         -0.3894092953 0.08296006
CSMG TECHNOLOGIES, INC.                          -0.4968561076 0.08296006
CSPC Pharmaceutical Group Ltd                    -0.4360812390 0.08296006
CSR LTD                                          -0.4379797833 0.08296006
CSRA Inc.                                        -0.4174337514 0.08296006
CSS INDUSTRIES INC                               -0.2002365180 0.08296006
CST BRANDS, LLC                                  -0.3408468764 0.08296006
CSW INDUSTRIALS, INC.                             0.0597960399 0.08296006
CSX CORP                                          0.2088984401 0.08296006
CSX TRANSPORTATION INC                            0.8828547835 0.08296006
CT Holdings, Inc.                                 0.3273118082 0.08296006
CTG RESOURCES INC                                -0.4031378541 0.08296006
CTI BIOPHARMA CORP                               -0.4263809733 0.08296006
CTS CORP                                         -0.1814692264 0.08296006
Cub Crafters, Inc.                               -0.2657266073 0.08296006
CubeSmart                                        -0.4284123744 0.08296006
CUBIST PHARMACEUTICALS INC                       -0.5299869145 0.08296006
Cue Biopharma, Inc.                              -0.4100382356 0.08296006
Cue Health Inc.                                  -0.4883352276 0.08296006
CUISINE SOLUTIONS INC                            -0.4367565620 0.08296006
CULBRO CORP                                      -0.3908779535 0.08296006
CULLEN/FROST BANKERS, INC.                       -0.3464772494 0.08296006
Cullinan Therapeutics, Inc.                      -0.5346804308 0.08296006
CULP INC                                         -0.5015147866 0.08296006
CUMBERLAND CAPITAL CORP                          -0.1332707125 0.08296006
CUMBERLAND FARMS INC                             -0.2334077657 0.08296006
CUMBERLAND PHARMACEUTICALS INC                    0.4534708390 0.08296006
CUMBERLAND RESOURCES LTD                          0.2355520683 0.08296006
CUMMINS INC                                      -0.3282165792 0.08296006
CUMULUS MEDIA INC                                -0.4367358921 0.08296006
CUPERTINO ELECTRIC, INC.                         -0.1426710172 0.08296006
CUR MEDIA, INC.                                  -0.3494728278 0.08296006
Curbline Properties Corp.                        -0.3883724309 0.08296006
CuriosityStream Inc.                             -0.4942273636 0.08296006
CURIS INC                                        -0.1622173660 0.08296006
Currenc Group Inc.                               -0.2028509596 0.08296006
Current Media, Inc.                              -0.3272277922 0.08296006
CURTISS WRIGHT CORP                              -0.3527677128 0.08296006
Cushman & Wakefield Ltd.                         -0.2289322426 0.08296006
Custom Truck One Source, Inc.                    -0.3953002112 0.08296006
Customers Bancorp, Inc.                          -0.3336928114 0.08296006
CUTANEA LIFE SCIENCES INC                        -0.4144802280 0.08296006
CUTERA INC                                       -0.4433573136 0.08296006
CUTTER & BUCK INC                                -0.3823066306 0.08296006
CV Sciences, Inc.                                -0.5558645418 0.08296006
CVB FINANCIAL CORP                               -0.3867952381 0.08296006
CVC INC                                          -0.0669112779 0.08296006
CVD EQUIPMENT CORP                               -0.4553521501 0.08296006
CVENT INC                                        -0.3626542513 0.08296006
CVEO CORP                                         0.3395749200 0.08296006
CVR ENERGY INC                                   -0.3747958350 0.08296006
CVR PARTNERS, LP                                 -0.6829129662 0.08296006
CVR Refining, LP                                 -0.0059869654 0.08296006
CVRx, Inc.                                       -0.5461466632 0.08296006
CVS HEALTH Corp                                  -0.2771622644 0.08296006
CYAN INC                                          0.0299701505 0.08296006
CYANOTECH CORP                                   -0.2783267082 0.08296006
CyberArk Software Ltd.                           -0.2292193688 0.08296006
CYBERLUX CORP                                     0.4217866223 0.08296006
CYBERONICS INC                                   -0.1725360570 0.08296006
CYBEROPTICS CORP                                 -0.4963739753 0.08296006
CYBERSOURCE CORP                                 -0.4401496571 0.08296006
CYBEX INTERNATIONAL INC                          -0.2175800013 0.08296006
CYBIN INC.                                       -0.3984780394 0.08296006
Cyclerion Therapeutics, Inc.                     -0.2043989909 0.08296006
Cycurion, Inc.                                   -0.3238829858 0.08296006
CymaBay Therapeutics, Inc.                       -0.3880729154 0.08296006
CYMER INC                                        -0.5526757264 0.08296006
CYNERGISTEK, INC                                 -0.4461170911 0.08296006
CYNET INC                                        -0.3366094609 0.08296006
Cyngn Inc.                                       -0.2883717739 0.08296006
CYNOSURE INC                                     -0.3725042353 0.08296006
CYPRESS COMMUNICATIONS INC                        1.2915565732 0.08296006
CYPRESS ENERGY INC                               -0.6316558583 0.08296006
CYPRESS INTERNATIONAL INC                        -0.0490180597 0.08296006
CYREN Ltd.                                       -0.4318773229 0.08296006
CyrusOne LP                                      -0.3532197438 0.08296006
CYS Investments, Inc.                            -0.4980968538 0.08296006
Cyteir Therapeutics, Inc.                        -0.3363368385 0.08296006
Cytek Biosciences, Inc.                          -0.4517200893 0.08296006
CytoDyn Inc.                                     -0.4947038394 0.08296006
CYTOGEN CORP                                     -0.3899669290 0.08296006
CYTOKINETICS INC                                 -0.4493548572 0.08296006
CytomX Therapeutics, Inc.                        -0.4739562049 0.08296006
Cytosorbents Corp                                -0.3456953236 0.08296006
Cyxtera Technologies, Inc.                       -0.3346602548 0.08296006
DAEGIS INC.                                      -0.3394416581 0.08296006
DAI NIPPON PRINTING CO LTD                       -0.3203664678 0.08296006
Daiichi Sankyo Company, LTD                      -0.3766061112 0.08296006
DAILY JOURNAL CORP                               -0.3235547707 0.08296006
DAILY RACING FORM INC                            -0.3972425108 0.08296006
DAIMLER AG                                       -0.4768343580 0.08296006
DAIMLER CHRYSLER CORP                            -0.4804912895 0.08296006
DAIR VENTURES INC                                -0.3201415952 0.08296006
DAIRY MART INC                                   -0.3939743471 0.08296006
DAIS Corp                                        -0.4232136923 0.08296006
DAKOTA GROWERS PASTA CO                          -0.2691644389 0.08296006
DAKOTA TERRITORY RESOURCE CORP                   -0.5389851402 0.08296006
DALECO RESOURCES CORP                            -0.2893203309 0.08296006
DallasNews Corp                                  -0.3520537860 0.08296006
Damon Inc.                                       -0.0527407262 0.08296006
DANA Inc                                         -0.4267360027 0.08296006
DANAHER CORP                                     -0.3825403842 0.08296006
Dance Biopharm Inc.                              -0.3379224827 0.08296006
DANGER INC                                       -0.3451010111 0.08296006
Danimer Scientific, Inc.                         -0.3491740774 0.08296006
DANNERS INC                                      -0.5310131250 0.08296006
DARDEN RESTAURANTS INC                           -0.4593758541 0.08296006
Dare Bioscience, Inc.                            -0.3406010495 0.08296006
