$contributor.employer.matched
                                                   (Intercept)  cycle2020
Beneficient                                                       0.0525665
Benefitfocus, Inc.                                                0.0525665
Benefytt Technologies, Inc.                                       0.0525665
BENIHANA INC                                                      0.0525665
BENIHANA NATIONAL CORP                                            0.0525665
BENNETT ENVIRONMENTAL INC                                         0.0525665
Benson Hill, Inc.                                                 0.0525665
BENTHOS INC                                                       0.0525665
BENTLEY SYSTEMS INC                                               0.0525665
BERKEL INC                                                        0.0525665
Berkshire Grey, Inc.                                              0.0525665
BERKSHIRE HATHAWAY ENERGY CO                                      0.0525665
BERKSHIRE HATHAWAY INC                                            0.0525665
BERLITZ INTERNATIONAL INC                                         0.0525665
BERMAN CENTER, INC.                                               0.0525665
Berry Corp (bry)                                                  0.0525665
Berry Global, Inc.                                                0.0525665
Berry Petroleum Company, LLC                                      0.0525665
BERRY PLASTICS CORP                                               0.0525665
BERTUCCIS INC                                                     0.0525665
BESICORP LTD                                                      0.0525665
BEST BUY CO INC                                                   0.0525665
BEST COLLATERAL INC                                               0.0525665
BEST Inc.                                                         0.0525665
BEST SOFTWARE INC                                                 0.0525665
BEST WESTERN INTERNATIONAL, INC.                                  0.0525665
BESTFOODS                                                         0.0525665
BESTOP INC                                                        0.0525665
BESTWAY INC                                                       0.0525665
Beta Bionics, Inc.                                                0.0525665
BETA Technologies, Inc.                                           0.0525665
BETHLEHEM CORP                                                    0.0525665
BETTER BEING CO., LLC                                             0.0525665
Better Therapeutics, Inc.                                         0.0525665
Beyond Air, Inc.                                                  0.0525665
BEYOND MEAT, INC.                                                 0.0525665
BF ENTERPRISES INC                                                0.0525665
BFC CONSTRUCTION CORP                                             0.0525665
BFS Capital Inc.                                                  0.0525665
BG GROUP PLC                                                      0.0525665
BG Medicine, Inc.                                                 0.0525665
BGC Partners, Inc.                                                0.0525665
BGF INDUSTRIES INC                                                0.0525665
BGI INC                                                           0.0525665
BGM Group Ltd.                                                    0.0525665
BGSF, INC.                                                        0.0525665
BHC HOLDINGS, INC                                                 0.0525665
BHC INC                                                           0.0525665
BI INC                                                            0.0525665
BIC CORP                                                          0.0525665
Bicara Therapeutics Inc.                                          0.0525665
BICYCLE THERAPEUTICS PLC                                          0.0525665
BIG 5 SPORTING GOODS Corp                                         0.0525665
BIG HEART PET BRANDS                                              0.0525665
BIG O TIRES INC                                                   0.0525665
Biglari Holdings Inc.                                             0.0525665
BILL BARRETT CORP                                                 0.0525665
BILL Holdings, Inc.                                               0.0525665
Billerud Americas Corp                                            0.0525665
BillionToOne, Inc.                                                0.0525665
BIO KEY INTERNATIONAL INC                                         0.0525665
BIO ONE CORP                                                      0.0525665
BIO REFERENCE LABORATORIES INC                                    0.0525665
BIO-PATH HOLDINGS, INC.                                           0.0525665
BIO-RAD LABORATORIES, INC.                                        0.0525665
BIO-TECHNE Corp                                                   0.0525665
bioAffinity Technologies, Inc.                                    0.0525665
BioAge Labs, Inc.                                                 0.0525665
BioAtla, Inc.                                                     0.0525665
BioCardia, Inc.                                                   0.0525665
BIOCEPT INC                                                       0.0525665
BIOCLINICA INC                                                    0.0525665
BIOCRYST PHARMACEUTICALS INC                                      0.0525665
BIODESIX INC                                                      0.0525665
BIODIESEL INDUSTRIES INC                                          0.0525665
Biofrontera Inc.                                                  0.0525665
BIOGEN INC.                                                       0.0525665
Biohaven Ltd.                                                     0.0525665
BioHorizons, Inc.                                                 0.0525665
BIOLASE, INC                                                      0.0525665
BIOLIFE SOLUTIONS INC                                             0.0525665
Biolog, Inc                                                       0.0525665
BIOMARIN PHARMACEUTICAL INC                                       0.0525665
BIOMATRIX INC                                                     0.0525665
Biomea Fusion, Inc.                                               0.0525665
BioMed Realty Trust Inc                                           0.0525665
BIOMERICA INC                                                     0.0525665
BIOMET INC                                                        0.0525665
Bionano Genomics, Inc.                                            0.0525665
BIOQUAL INC                                                       0.0525665
BIOQUEST CORP.                                                    0.0525665
BIORA THERAPEUTICS, INC.                                          0.0525665
BIORELIANCE CORP                                                  0.0525665
BIOSAFE SYSTEMS INC                                               0.0525665
BIOSONICS INC                                                     0.0525665
BIOSPECIFICS TECHNOLOGIES CORP                                    0.0525665
BioStem Technologies, Inc.                                        0.0525665
biote Corp.                                                       0.0525665
BIOTEL INC.                                                       0.0525665
BIOTELEMETRY, INC.                                                0.0525665
Biotie Therapies Corp.                                            0.0525665
BIOVENTRIX, INC.                                                  0.0525665
Bioventus Inc.                                                    0.0525665
Bioverativ Inc.                                                   0.0525665
BIOVIE INC.                                                       0.0525665
BioXcel LLC                                                       0.0525665
BioXcel Therapeutics, Inc.                                        0.0525665
BIRD CORP                                                         0.0525665
BIRDS EYE FOODS INC                                               0.0525665
Bit Digital, Inc                                                  0.0525665
BITECH PHARMA, INC.                                               0.0525665
Bitstream Inc.                                                    0.0525665
BIW LTD                                                           0.0525665
BJ SERVICES CO LLC                                                0.0525665
BJs RESTAURANTS INC                                               0.0525665
BJS WHOLESALE CLUB INC                                            0.0525665
BK ENTERTAINMENT INC                                              0.0525665
BK Technologies Corp                                              0.0525665
BKV Corp                                                          0.0525665
BLACK & DECKER CORP                                               0.0525665
BLACK BOX CORP                                                    0.0525665
Black Diamond Therapeutics, Inc.                                  0.0525665
Black Knight, Inc.                                                0.0525665
Black Rock Coffee Bar, Inc.                                       0.0525665
BLACKBAUD INC                                                     0.0525665
BLACKBERRY Ltd                                                    0.0525665
BLACKBOARD INC                                                    0.0525665
BLACKLINE, INC.                                                   0.0525665
BlackRock, Inc.                                                   0.0525665
Blackstone Inc.                                                   0.0525665
Blackwater Midstream Corp.                                        0.0525665
BLAIR CORP                                                        0.0525665
Blaize, Inc.                                                      0.0525665
BLC FINANCIAL SERVICES INC                                        0.0525665
Blend Labs, Inc.                                                  0.0525665
Blink Charging Co.                                                0.0525665
Blink Technologies, Inc.                                          0.0525665
BLOCK COMMUNICATIONS INC                                          0.0525665
Block, Inc.                                                       0.0525665
BLOCKBUSTER INC                                                   0.0525665
Blockchain of Things, Inc.                                        0.0525665
Blockchain Solutions, Inc.                                        0.0525665
BlockFi Inc.                                                      0.0525665
Blockstack Inc.                                                   0.0525665
Bloom Energy Corp                                                 0.0525665
Bloomin' Brands, Inc.                                             0.0525665
BLOUNT INC                                                        0.0525665
BLOUNT INTERNATIONAL INC                                          0.0525665
Blox, Inc.                                                        0.0525665
Blue Apron Holdings, Inc.                                         0.0525665
BLUE BIRD BODY CO                                                 0.0525665
BLUE BIRD CORP                                                    0.0525665
BLUE BRIDGE CAPITAL, INC.                                         0.0525665
BLUE COAT SYSTEMS INC                                             0.0525665
Blue Coat, Inc.                                                   0.0525665
Blue Earth, Inc.                                                  0.0525665
Blue Gold Ltd                                                     0.0525665
Blue Line Protection Group, Inc.                                  0.0525665
Blue Marble Energy Corp                                           0.0525665
BLUE NILE INC                                                     0.0525665
BLUE OWL CAPITAL INC.                                             0.0525665
BLUE RHINO CORP                                                   0.0525665
BLUE RIDGE BANKSHARES, INC.                                       0.0525665
BLUE RIDGE REAL ESTATE CO                                         0.0525665
Blue State Corp.                                                  0.0525665
BLUE THUNDER CORP                                                 0.0525665
bluebird bio, Inc.                                                0.0525665
BLUEDATA Corp                                                     0.0525665
BLUEFLY INC                                                       0.0525665
BLUEGATE CORP                                                     0.0525665
BLUEGREEN VACATIONS CORP                                          0.0525665
BLUEHIVE INC.                                                     0.0525665
Blueprint Medicines Corp                                          0.0525665
BLUESCOPE STEEL LTD                                               0.0525665
Bluestem Brands, Inc.                                             0.0525665
BLYTH INC                                                         0.0525665
BM Technologies, Inc.                                             0.0525665
BMC Capital, Inc.                                                 0.0525665
BMC HOLDINGS INC                                                  0.0525665
BMC SOFTWARE INC                                                  0.0525665
BMC WEST CORP                                                     0.0525665
BNCCORP INC                                                       0.0525665
Bnet Media Group, Inc.                                            0.0525665
BNP PARIBAS                                                       0.0525665
BNSF RAILWAY CO                                                   0.0525665
BNY MELLON N.A.                                                   0.0525665
Boardwalk Pipeline Partners, LP                                   0.0525665
BOARDWALK PIPELINES LP                                            0.0525665
BOB EVANS FARMS INC                                               0.0525665
BOB HOWARD NISSAN INC                                             0.0525665
BOC GROUP PLC                                                     0.0525665
BOCA RESORTS INC                                                  0.0525665
BODY CENTRAL CORP                                                 0.0525665
Bodycote PLC                                                      0.0525665
BOEING CAPITAL CORP                                               0.0525665
BOEING CO                                                         0.0525665
BOINGO WIRELESS, INC.                                             0.0525665
BOISE CASCADE Co                                                  0.0525665
BOISE INC.                                                        0.0525665
Bojangles', Inc.                                                  0.0525665
BOK FINANCIAL CORP                                                0.0525665
BOLLE INC                                                         0.0525665
Bolt Biotherapeutics, Inc.                                        0.0525665
BOLT INC                                                          0.0525665
BOMARKO INC                                                       0.0525665
Bombardier Recreational Products Inc.                             0.0525665
Bombas LLC                                                        0.0525665
BON TON STORES INC                                                0.0525665
BONK, INC.                                                        0.0525665
Booking Holdings Inc.                                             0.0525665
BOOKS A MILLION INC                                               0.0525665
BookSniffer Inc                                                   0.0525665
Boomers, Inc.                                                     0.0525665
BOOMTOWN LLC                                                      0.0525665
Boot Barn Holdings, Inc.                                          0.0525665
Border Management, Inc.                                           0.0525665
Borderfree, Inc.                                                  0.0525665
BORGWARNER INC                                                    0.0525665
BOROUGH CORP                                                      0.0525665
BOSS HOLDINGS INC                                                 0.0525665
BOSTON BEER CO INC                                                0.0525665
BOSTON CO INC                                                     0.0525665
BOSTON GAS CO                                                     0.0525665
BOSTON OMAHA Corp                                                 0.0525665
BOSTON PRIVATE FINANCIAL HOLDINGS INC                             0.0525665
BOSTON SCIENTIFIC CORP                                            0.0525665
BOSTON TECHNOLOGY INC                                             0.0525665
BOTTLING GROUP LLC                                                0.0525665
BOTTOMLINE TECHNOLOGIES INC                                       0.0525665
BOULDER BRANDS, INC.                                              0.0525665
Boundless Bio, Inc.                                               0.0525665
BOUNDLESS CORP                                                    0.0525665
Bounty Minerals, Inc.                                             0.0525665
BOWFLEX INC.                                                      0.0525665
Bowie Resource Partners LP                                        0.0525665
BOWL AMERICA INC                                                  0.0525665
Bowman Consulting Group Ltd.                                      0.0525665
bowmo, Inc.                                                       0.0525665
BOWNE & CO INC                                                    0.0525665
BOX INC                                                           0.0525665
Boxed, Inc.                                                       0.0525665
Boxlight Corp                                                     0.0525665
Boxx Corp                                                         0.0525665
BOYD BROS TRANSPORTATION INC                                      0.0525665
BOYD GAMING CORP                                                  0.0525665
Boyd Group Services Inc.                                          0.0525665
BP AMERICA INC                                                    0.0525665
BP AMOCO CO                                                       0.0525665
BP CORP NORTH AMERICA INC                                         0.0525665
BP INTERNATIONAL INC                                              0.0525665
BP PLC                                                            0.0525665
BPO Management Services, Inc.                                     0.0525665
BRADLEY REAL ESTATE INC                                           0.0525665
BRADY CORP                                                        0.0525665
Braeburn Pharmaceuticals, Inc.                                    0.0525665
Braiin Ltd                                                        0.0525665
BRAINSTORM CELL THERAPEUTICS INC.                                 0.0525665
Brainsway Ltd.                                                    0.0525665
Brand Energy, Inc.                                                0.0525665
Brand Engagement Network Inc.                                     0.0525665
BRAND SERVICES                                                    0.0525665
Branded Media CORP                                                0.0525665
BRANDMAKERS INC                                                   0.0525665
BRANDON SYSTEMS CORP                                              0.0525665
BRANDYWINE REALTY TRUST                                           0.0525665
Braze, Inc.                                                       0.0525665
BRC HOLDINGS INC                                                  0.0525665
BRC Inc.                                                          0.0525665
BREAD FINANCIAL HOLDINGS, INC.                                    0.0525665
BREEZE-EASTERN LLC                                                0.0525665
Breitburn Energy Partners LP                                      0.0525665
Breitling Energy Corp                                             0.0525665
BREK ENERGY CORP                                                  0.0525665
BREMER FINANCIAL CORP                                             0.0525665
BRENCO INC                                                        0.0525665
BREWDOG USA INC.                                                  0.0525665
BRICKMAN GROUP LTD                                                0.0525665
BRIDAL EXPOS INC                                                  0.0525665
BRIDGE IT CORP                                                    0.0525665
BRIDGE TECHNOLOGY INC                                             0.0525665
BridgeBio Pharma, Inc.                                            0.0525665
Bridgeline Digital, Inc.                                          0.0525665
Bridgetown Holdings Ltd                                           0.0525665
BRIDGFORD FOODS CORP                                              0.0525665
BRIGGS & STRATTON CORP                                            0.0525665
BRIGHAM EXPLORATION CO                                            0.0525665
BRIGHT HORIZONS FAMILY SOLUTIONS LLC                              0.0525665
BRIGHT HORIZONS INC                                               0.0525665
Bright Mountain Media, Inc.                                       0.0525665
BRIGHTCOVE INC                                                    0.0525665
Brighthouse Financial, Inc.                                       0.0525665
BRIGHTPOINT INC                                                   0.0525665
BrightSource Energy Inc                                           0.0525665
BrightSphere Investment Group plc                                 0.0525665
BrightSpring Health Services, Inc.                                0.0525665
Brightstar Corp.                                                  0.0525665
Brightways Corp                                                   0.0525665
BRILL MEDIA CO LLC                                                0.0525665
BRILLIANT DIGITAL ENTERTAINMENT INC                               0.0525665
BRINKER INTERNATIONAL, INC                                        0.0525665
BRINKS CO                                                         0.0525665
BRISTOL HOTEL CO                                                  0.0525665
BRISTOL MYERS SQUIBB CO                                           0.0525665
Bristow Group Inc                                                 0.0525665
BRITISH AIRWAYS PLC                                               0.0525665
BRITISH LAND CO PLC                                               0.0525665
BRITT RICE ELECTRIC INC                                           0.0525665
Brixmor Property Group Inc.                                       0.0525665
BRL ENTERPRISES INC                                               0.0525665
Broad Street Realty, Inc.                                         0.0525665
BROADBANDNOW INC                                                  0.0525665
BROADCASTER INC                                                   0.0525665
BROADCOM CORP                                                     0.0525665
Broadmark Realty Capital Inc.                                     0.0525665
BROADRIDGE FINANCIAL SOLUTIONS, INC.                              0.0525665
BROADSOFT, INC.                                                   0.0525665
Broadstone Net Lease, Inc.                                        0.0525665
BROADVISION INC                                                   0.0525665
BROADWIND, INC.                                                   0.0525665
BROADWING CORP                                                    0.0525665
BROCADE COMMUNICATIONS SYSTEMS INC                                0.0525665
Broder Bros., Co.                                                 0.0525665
BROKERAGE SERVICES INC                                            0.0525665
Brookdale Senior Living Inc.                                      0.0525665
BROOKE CORP                                                       0.0525665
Brookfield Asset Management Ltd.                                  0.0525665
BROOKFIELD HOMES CORP                                             0.0525665
Brookfield Office Properties Inc                                  0.0525665
Brookfield Renewable Corp                                         0.0525665
Brookfield Residential Properties Inc.                            0.0525665
BROOKLINE BANCORP INC                                             0.0525665
brookmeade corp.                                                  0.0525665
BROOKSTONE INC                                                    0.0525665
BROUGHTON FOODS CO                                                0.0525665
BROWN & BROWN, INC.                                               0.0525665
BROWN FORMAN CORP                                                 0.0525665
BROWN JORDAN INTERNATIONAL INC                                    0.0525665
BROWNE BOTTLING CO                                                0.0525665
BRP Inc.                                                          0.0525665
BRT Apartments Corp.                                              0.0525665
Bruce Aerospace, Inc.                                             0.0525665
BRUKER AXS INC                                                    0.0525665
Bruker Cellular Analysis, Inc.                                    0.0525665
BRUKER CORP                                                       0.0525665
BruMate, Inc.                                                     0.0525665
BRUNOS INC                                                        0.0525665
BRUNSWICK CORP                                                    0.0525665
BRYANT ELECTRIC CO INC                                            0.0525665
BRYN MAWR BANK CORP                                               0.0525665
BSL INC                                                           0.0525665
BSM International, Inc.                                           0.0525665
BSTR Holdings, Inc.                                               0.0525665
BT ENERGY Corp                                                    0.0525665
BT GROUP PLC                                                      0.0525665
BTCS Inc.                                                         0.0525665
BTECH Corp                                                        0.0525665
BTG PLC                                                           0.0525665
BTN INC                                                           0.0525665
BTU INTERNATIONAL INC                                             0.0525665
BUCKHEAD AMERICA CORP                                             0.0525665
BUCKLE INC                                                        0.0525665
BUCS FINANCIAL CORP                                               0.0525665
BUCYRUS INTERNATIONAL INC                                         0.0525665
BUDGET GROUP INC                                                  0.0525665
BUFFALO WILD WINGS INC                                            0.0525665
BUILD-A-BEAR WORKSHOP INC                                         0.0525665
Builders FirstSource, Inc.                                        0.0525665
BULL RUN CORP                                                     0.0525665
Bullish                                                           0.0525665
BULOVA CORP                                                       0.0525665
Bumble Bee Foods, LLC                                             0.0525665
Bumble Inc.                                                       0.0525665
BUNCOMBE INC                                                      0.0525665
Bunge Global SA                                                   0.0525665
BUNZL PLC                                                         0.0525665
BUREAU OF NATIONAL AFFAIRS INC                                    0.0525665
Burford Capital Ltd                                               0.0525665
Burger King Worldwide, Inc.                                       0.0525665
BurgerFi International, Inc.                                      0.0525665
BURLINGTON NORTHERN SANTA FE, LLC                                 0.0525665
Burlington Stores, Inc.                                           0.0525665
BUSH INDUSTRIES INC                                               0.0525665
Business Development Solutions, Inc.                              0.0525665
BUSINESS RESOURCE GROUP                                           0.0525665
Business Warrior Corp                                             0.0525665
BUTLER MANUFACTURING CO                                           0.0525665
BUTLER NATIONAL CORP                                              0.0525665
Butterfly Network, Inc.                                           0.0525665
BUTTS INC                                                         0.0525665
BuzzFeed, Inc.                                                    0.0525665
BWAY CORP                                                         0.0525665
BWAY Holding CO                                                   0.0525665
BWX Technologies, Inc.                                            0.0525665
BXP, Inc.                                                         0.0525665
C. H. ROBINSON WORLDWIDE, INC.                                    0.0525665
C&C GROUP PLC                                                     0.0525665
C&D PRODUCTION INC                                                0.0525665
C&D TECHNOLOGIES INC                                              0.0525665
C&E HOLDINGS INC                                                  0.0525665
C1 Financial, Inc.                                                0.0525665
C21 Investments Inc.                                              0.0525665
C3.ai, Inc.                                                       0.0525665
C4 Therapeutics, Inc.                                             0.0525665
CA, INC.                                                          0.0525665
Caary Capital Ltd.                                                0.0525665
Cabaletta Bio, Inc.                                               0.0525665
CABELAS INC                                                       0.0525665
Cable One, Inc.                                                   0.0525665
CABOT CORP                                                        0.0525665
CACHE INC                                                         0.0525665
Cactus, Inc.                                                      0.0525665
CADE INDUSTRIES INC                                               0.0525665
CADENCE DESIGN SYSTEMS INC                                        0.0525665
CADENCE FINANCIAL CORP                                            0.0525665
CADIZ INC                                                         0.0525665
CADUS CORP                                                        0.0525665
CAE INC                                                           0.0525665
CAESARS ENTERTAINMENT INC                                         0.0525665
Caesarstone Ltd.                                                  0.0525665
CAFE LA FRANCE INC                                                0.0525665
CAFEPRESS INC.                                                    0.0525665
CAGLES INC                                                        0.0525665
CAHILL GORDON & REINDEL LLP                                       0.0525665
CAI International, Inc.                                           0.0525665
CAIRE INC                                                         0.0525665
CAL INTERNATIONAL LTD                                             0.0525665
CAL-MAINE FOODS INC                                               0.0525665
CALA CORP                                                         0.0525665
CalAmp Corp.                                                      0.0525665
CalAtlantic Group, LLC                                            0.0525665
CALAVO GROWERS INC                                                0.0525665
CALDERA CORP\\                                                    0.0525665
CALENERGY CO INC                                                  0.0525665
CALENERGY OPERATING CORP                                          0.0525665
CALERES INC                                                       0.0525665
CALGON CARBON Corp                                                0.0525665
Caliber Home Loans, Inc.                                          0.0525665
CALIBER SYSTEM INC                                                0.0525665
Caliburn International Corp                                       0.0525665
Calidi Biotherapeutics, Inc.                                      0.0525665
CALIFORNIA HOTEL & CASINO                                         0.0525665
CALIFORNIA PIZZA KITCHEN, INC.                                    0.0525665
California Resources Corp                                         0.0525665
CALIFORNIA STEEL INDUSTRIES INC                                   0.0525665
CALIFORNIA WATER SERVICE CO                                       0.0525665
Calithera Biosciences, Inc.                                       0.0525665
CALIX, INC                                                        0.0525665
CALL TELL CORP                                                    0.0525665
Callahan Capital Properties, Inc.                                 0.0525665
Callaway Golf Co                                                  0.0525665
Callidus Corp                                                     0.0525665
CALLIDUS SOFTWARE INC                                             0.0525665
Callon Petroleum Co                                               0.0525665
CALLOWAYS NURSERY INC                                             0.0525665
CALMAR INC                                                        0.0525665
CALMAT CO                                                         0.0525665
CALPINE CORP                                                      0.0525665
CALTON INC                                                        0.0525665
Calumet Specialty Products Partners, L.P.                         0.0525665
CAMBER ENERGY, INC.                                               0.0525665
CAMBIUM LEARNING GROUP, INC.                                      0.0525665
Cambium Networks Corp                                             0.0525665
CAMBREX CORP                                                      0.0525665
CAMBRIDGE BANCORP                                                 0.0525665
CAMBRIDGE HOLDINGS LTD                                            0.0525665
CAMDEN NATIONAL CORP                                              0.0525665
CAMDEN PROPERTY TRUST                                             0.0525665
CAMECO CORP                                                       0.0525665
CAMERON ASHLEY BUILDING PRODUCTS INC                              0.0525665
CAMERON INTERNATIONAL CORP                                        0.0525665
Camp4 Therapeutics Corp                                           0.0525665
CAMPFIRE INC                                                      0.0525665
Camping World Holdings, Inc.                                      0.0525665
CAMPING WORLD INC                                                 0.0525665
Canaan Inc.                                                       0.0525665
CANADA                                                            0.0525665
CANADIAN IMPERIAL BANK OF COMMERCE /FI                            0.0525665
CANADIAN NATIONAL RAILWAY CO                                      0.0525665
Canadian Solar Inc.                                               0.0525665
CANAL CAPITAL CORP                                                0.0525665
CANAL Corp                                                        0.0525665
CANANDAIGUA LTD                                                   0.0525665
Cancer Prevention Pharmaceuticals, Inc.                           0.0525665
Candel Therapeutics, Inc.                                         0.0525665
Candela Medical, Inc.                                             0.0525665
CANNA Corp                                                        0.0525665
Cannagistics Inc.                                                 0.0525665
CANNONDALE CORP /                                                 0.0525665
Cano Health, Inc.                                                 0.0525665
CANON INC                                                         0.0525665
Canoo Inc.                                                        0.0525665
Canopy Growth Corp                                                0.0525665
Canso Enterprises Ltd.                                            0.0525665
CANTALOUPE, INC.                                                  0.0525665
CANTEL MEDICAL LLC                                                0.0525665
CANTERBURY PARK HOLDING CORP                                      0.0525665
CANTEX PHARMACEUTICALS, INC.                                      0.0525665
CANTON FINANCIAL SERVICES CORP                                    0.0525665
CANTOR FITZGERALD & CO                                            0.0525665
CAP GEMINI SA                                                     0.0525665
CAPCO ENERGY INC                                                  0.0525665
CAPELLA EDUCATION CO                                              0.0525665
Capella Healthcare, Inc.                                          0.0525665
CAPITA CORP                                                       0.0525665
CAPITAL & SERVICES INC                                            0.0525665
CAPITAL ASSOCIATES INC                                            0.0525665
Capital Automotive LLC                                            0.0525665
CAPITAL BANK CORP                                                 0.0525665
CAPITAL BEVERAGE CORP                                             0.0525665
CAPITAL CITY BANK GROUP INC                                       0.0525665
CAPITAL DIRECTIONS INC                                            0.0525665
CAPITAL HOLDINGS INC                                              0.0525665
CAPITAL INDUSTRIES INC                                            0.0525665
CAPITAL ONE BANK                                                  0.0525665
CAPITAL ONE FINANCIAL CORP                                        0.0525665
CAPITAL PACIFIC HOLDINGS INC                                      0.0525665
CAPITAL REALTY INVESTORS LTD                                      0.0525665
CAPITAL RESOURCE GROUP LLC                                        0.0525665
CAPITAL TRUST                                                     0.0525665
CAPITALSOURCE INC                                                 0.0525665
CAPMAC HOLDINGS INC                                               0.0525665
CAPRI CORP                                                        0.0525665
Capri Holdings Ltd                                                0.0525665
CAPRICOR THERAPEUTICS, INC.                                       0.0525665
CAPROCK COMMUNICATIONS CORP                                       0.0525665
CAPROCK CORP                                                      0.0525665
CapsoVision, Inc                                                  0.0525665
CAPSTEAD MORTGAGE CORP                                            0.0525665
CAPSTONE CAPITAL CORP                                             0.0525665
CAPSTONE COMPANIES, INC.                                          0.0525665
CAPSTRA CAPITAL CORP                                              0.0525665
Car Tech, LLC                                                     0.0525665
CARBIZ INC                                                        0.0525665
CARBO CERAMICS INC                                                0.0525665
Carbon Black, Inc.                                                0.0525665
Carbon Streaming Corp                                             0.0525665
Carbonite Inc                                                     0.0525665
CARC INC                                                          0.0525665
CARDAX, INC.                                                      0.0525665
CardConnect Corp.                                                 0.0525665
CARDIA, INC.                                                      0.0525665
CARDIAC SCIENCE INC                                               0.0525665
Cardiff Oncology, Inc.                                            0.0525665
CARDINAL COMMUNICATIONS, INC                                      0.0525665
CARDINAL FINANCIAL CORP                                           0.0525665
CARDINAL HEALTH INC                                               0.0525665
CARDINAL RESOURCES, INC.                                          0.0525665
CARDIODX INC                                                      0.0525665
CardioNet, Inc.                                                   0.0525665
CARDIOPULMONARY CORP                                              0.0525665
Cardiovascular Systems Inc                                        0.0525665
Cardiva Medical, Inc.                                             0.0525665
Cardlytics, Inc.                                                  0.0525665
Cardtronics plc                                                   0.0525665
Cardtronics USA, Inc.                                             0.0525665
CARE FIRST INC                                                    0.0525665
Care.com Inc                                                      0.0525665
CAREADVANTAGE INC                                                 0.0525665
CARECENTRIC INC                                                   0.0525665
CareCloud, Inc.                                                   0.0525665
CareDx, Inc.                                                      0.0525665
CAREER HORIZONS INC                                               0.0525665
CAREERBUILDER INC                                                 0.0525665
CAREFUSION Corp                                                   0.0525665
CARELINE INC                                                      0.0525665
CAREMARK INTERNATIONAL INC                                        0.0525665
CareMax, Inc.                                                     0.0525665
CARENETWORK INC                                                   0.0525665
CareTrust REIT, Inc.                                              0.0525665
CareView Communications Inc                                       0.0525665
CAREY INTERNATIONAL INC                                           0.0525665
CARGO Therapeutics, Inc.                                          0.0525665
CarGurus, Inc.                                                    0.0525665
Caribou Biosciences, Inc.                                         0.0525665
Caribou Coffee Company, Inc.                                      0.0525665
Cariloha, Inc.                                                    0.0525665
Caris Life Sciences, Inc.                                         0.0525665
Carisma Therapeutics Inc.                                         0.0525665
CARL KARCHER ENTERPRISES INC                                      0.0525665
CARLETON CORP                                                     0.0525665
CARLISLE COMPANIES INC                                            0.0525665
CarLotz, Inc.                                                     0.0525665
CARLSBAD MEDICAL CENTER LLC                                       0.0525665
CARLSMED, INC.                                                    0.0525665
Carlyle Group Inc.                                                0.0525665
CARMAX INC                                                        0.0525665
CARMIKE CINEMAS INC                                               0.0525665
Carmot Therapeutics Inc.                                          0.0525665
Carnival Corp Ltd.                                                0.0525665
CAROLINA NATIONAL CORP                                            0.0525665
CarParts.com, Inc.                                                0.0525665
CARPENTER TECHNOLOGY CORP                                         0.0525665
CARRAMERICA REALTY CORP                                           0.0525665
